Date,AUD/USD,CAD/USD,EUR/USD,GBP/USD,JPY/USD,SWF/USD,SDK/USD
25-May-94,1.362,1.3818,0.8403,0.6617,104.45,1.4015,7.769
26-May-94,1.3646,1.3862,0.8402,0.6623,104.4,1.4038,7.739
27-May-94,1.3639,1.3865,0.84,0.6629,104.45,1.4035,7.7175
31-May-94,1.3541,1.3865,0.8397,0.6614,104.65,1.4028,7.793
1-Jun-94,1.3504,1.3865,0.8397,0.6592,104.62,1.3988,7.8665
2-Jun-94,1.3565,1.3848,0.8434,0.6612,104.98,1.403,7.8525
3-Jun-94,1.3535,1.383,0.8515,0.6648,105.25,1.4135,7.8765
6-Jun-94,1.3609,1.3732,0.8523,0.6634,105.35,1.417,7.895
7-Jun-94,1.3624,1.3712,0.8521,0.6639,105.25,1.415,7.9385
8-Jun-94,1.3643,1.3752,0.8523,0.6635,103.95,1.413,7.934
9-Jun-94,1.3628,1.374,0.8528,0.6633,104.15,1.4145,7.9265
10-Jun-94,1.3615,1.3732,0.8501,0.6631,103.92,1.408,7.9115
13-Jun-94,1.3591,1.3805,0.8424,0.6584,103.15,1.395,7.894
14-Jun-94,1.3714,1.3845,0.8403,0.659,102.65,1.3855,7.898
15-Jun-94,1.3695,1.3852,0.836,0.6578,102.75,1.374,7.8555
16-Jun-94,1.3689,1.3932,0.8354,0.6578,103.32,1.371,7.861
17-Jun-94,1.3615,1.3892,0.8352,0.6581,103.58,1.3715,7.8395
20-Jun-94,1.3546,1.3952,0.8204,0.6496,101.98,1.3482,7.716
21-Jun-94,1.3455,1.3885,0.821,0.6503,101.28,1.35,7.7095
22-Jun-94,1.3444,1.3865,0.8206,0.6516,100.65,1.3462,7.691
23-Jun-94,1.3615,1.3842,0.8218,0.65,101.15,1.3505,7.702
24-Jun-94,1.3732,1.3885,0.8188,0.6473,100.9,1.34,7.6624
27-Jun-94,1.3866,1.3878,0.8081,0.6433,99.9,1.3205,7.582
28-Jun-94,1.3831,1.3865,0.8125,0.6464,100.2,1.333,7.611
29-Jun-94,1.3816,1.3828,0.8119,0.6463,98.65,1.3315,7.636
30-Jun-94,1.3686,1.3818,0.8171,0.648,98.6,1.3385,7.685
1-Jul-94,1.3708,1.3815,0.8186,0.6502,98.75,1.338,7.8115
4-Jul-94,1.3708,1.3862,0.8188,0.65,98.85,1.3398,7.802
5-Jul-94,1.3774,1.3888,0.8132,0.6493,98.82,1.3288,7.8585
6-Jul-94,1.3778,1.3858,0.8064,0.6454,98.2,1.3185,7.849
7-Jul-94,1.3714,1.3888,0.8091,0.6488,98.92,1.3255,7.821
8-Jul-94,1.3684,1.3902,0.8087,0.6493,98.58,1.3262,7.7985
11-Jul-94,1.3695,1.3902,0.7912,0.6393,97.38,1.298,7.6365
12-Jul-94,1.3615,1.3822,0.7824,0.6363,96.85,1.2875,7.5195
13-Jul-94,1.3528,1.3798,0.7889,0.6388,98.08,1.296,7.5885
14-Jul-94,1.3609,1.382,0.7935,0.64,98.34,1.3052,7.676
15-Jul-94,1.3615,1.3768,0.7981,0.6411,97.75,1.3115,7.714
18-Jul-94,1.3652,1.3775,0.7935,0.6392,98.32,1.3018,7.6855
19-Jul-94,1.3633,1.3812,0.8,0.6414,99.1,1.3125,7.6885
20-Jul-94,1.3583,1.3815,0.8042,0.6454,98.72,1.3245,7.7635
21-Jul-94,1.3591,1.3782,0.8089,0.6499,98.65,1.33,7.781
22-Jul-94,1.3492,1.3785,0.8173,0.6537,98.47,1.35,7.8355
25-Jul-94,1.3454,1.3785,0.8131,0.6518,98.78,1.3435,7.804
26-Jul-94,1.345,1.3792,0.8136,0.6551,98.02,1.3475,7.7475
27-Jul-94,1.3532,1.379,0.8097,0.6533,97.99,1.337,7.725
28-Jul-94,1.3578,1.3807,0.8114,0.6527,99.02,1.337,7.7585
29-Jul-94,1.3532,1.382,0.8156,0.6507,100.17,1.3455,7.779
1-Aug-94,1.3565,1.388,0.8086,0.65,98.85,1.3302,7.7415
2-Aug-94,1.3596,1.3895,0.8121,0.6496,100.4,1.333,7.7452
3-Aug-94,1.3661,1.3885,0.8106,0.6494,100.18,1.334,7.709
4-Aug-94,1.3609,1.3865,0.8113,0.6499,100.2,1.335,7.7295
5-Aug-94,1.3486,1.3868,0.8119,0.6487,100.45,1.3345,7.741
8-Aug-94,1.3499,1.3805,0.8115,0.6485,101.35,1.3332,7.737
9-Aug-94,1.3468,1.3768,0.8125,0.6498,101.18,1.334,7.781
10-Aug-94,1.3504,1.3742,0.8098,0.6493,101.15,1.3262,7.7695
11-Aug-94,1.3401,1.3775,0.8162,0.6523,101.1,1.3365,7.881
12-Aug-94,1.3477,1.3813,0.8035,0.6467,100,1.3055,7.776
15-Aug-94,1.3492,1.38,0.8019,0.6486,100.25,1.304,7.744
16-Aug-94,1.3481,1.381,0.8031,0.6494,100.42,1.3045,7.847
17-Aug-94,1.3508,1.3767,0.8045,0.65,100.25,1.3105,7.892
18-Aug-94,1.3501,1.3767,0.7988,0.6468,98.98,1.299,7.794
19-Aug-94,1.3539,1.376,0.7945,0.6458,98.45,1.2927,7.728
22-Aug-94,1.3574,1.3755,0.7899,0.6447,97.96,1.29,7.561
23-Aug-94,1.3587,1.3778,0.7926,0.6437,98.44,1.2955,7.598
24-Aug-94,1.3514,1.375,0.7943,0.6423,98.47,1.3005,7.634
25-Aug-94,1.3455,1.373,0.7967,0.644,99.73,1.306,7.628
26-Aug-94,1.3441,1.37,0.8047,0.6485,100.29,1.318,7.679
30-Aug-94,1.3452,1.3678,0.8128,0.6526,99.75,1.3355,7.743
31-Aug-94,1.3432,1.3715,0.8103,0.6504,100.17,1.3295,7.724
1-Sep-94,1.3459,1.3675,0.8103,0.6493,99.62,1.325,7.7
2-Sep-94,1.3468,1.367,0.8014,0.6468,99.3,1.308,7.645
5-Sep-94,1.3526,1.3648,0.7999,0.6459,99.22,1.306,7.676
6-Sep-94,1.3508,1.368,0.7947,0.6452,98.65,1.293,7.617
7-Sep-94,1.3459,1.3685,0.7987,0.6467,99.03,1.296,7.6025
8-Sep-94,1.3434,1.3692,0.8018,0.6472,99.4,1.3025,7.635
9-Sep-94,1.3426,1.3695,0.7942,0.6445,99.27,1.285,7.559
12-Sep-94,1.3437,1.3655,0.7949,0.6398,98.95,1.284,7.489
13-Sep-94,1.3426,1.3535,0.7973,0.6407,99.02,1.2935,7.52
14-Sep-94,1.3492,1.3515,0.7919,0.6374,98.87,1.276,7.516
15-Sep-94,1.3455,1.3535,0.796,0.6398,99.37,1.285,7.495
16-Sep-94,1.3444,1.3505,0.7908,0.6315,98.85,1.2755,7.427
19-Sep-94,1.3437,1.3515,0.7982,0.6377,98.75,1.289,7.455
20-Sep-94,1.3432,1.3438,0.7965,0.6343,97.75,1.285,7.462
21-Sep-94,1.3574,1.3435,0.7936,0.6333,97.7,1.2785,7.435
22-Sep-94,1.3578,1.3435,0.7962,0.6344,98.08,1.286,7.453
23-Sep-94,1.3541,1.3445,0.7937,0.6335,97.7,1.2835,7.455
26-Sep-94,1.351,1.3473,0.7985,0.6353,98.7,1.2873,7.483
27-Sep-94,1.3519,1.3484,0.7945,0.634,98.1,1.282,7.455
28-Sep-94,1.3508,1.3427,0.7942,0.6336,98.7,1.2795,7.459
29-Sep-94,1.3504,1.3428,0.7935,0.6325,98.5,1.283,7.477
30-Sep-94,1.3514,1.3412,0.7961,0.634,98.95,1.2875,7.479
3-Oct-94,1.3492,1.3454,0.7989,0.6337,99.8,1.2947,7.487
4-Oct-94,1.3532,1.3443,0.7967,0.6336,99.72,1.289,7.396
5-Oct-94,1.3523,1.3478,0.7931,0.6298,99.45,1.2785,7.386
6-Oct-94,1.3517,1.3475,0.7937,0.6296,99.7,1.2803,7.351
7-Oct-94,1.3545,1.3475,0.7922,0.6286,100.2,1.2778,7.32
10-Oct-94,1.3541,1.3463,0.7967,0.6315,100.55,1.2838,7.397
11-Oct-94,1.3578,1.3432,0.7957,0.6323,100.32,1.288,7.409
12-Oct-94,1.3574,1.347,0.7932,0.6328,99.88,1.2867,7.409
13-Oct-94,1.3559,1.3475,0.7933,0.6323,99.9,1.2845,7.392
14-Oct-94,1.3592,1.3525,0.7823,0.6276,98.17,1.2635,7.314
17-Oct-94,1.3591,1.355,0.7746,0.622,97.85,1.252,7.222
18-Oct-94,1.3563,1.3553,0.773,0.6192,97.72,1.2475,7.204
19-Oct-94,1.3596,1.3555,0.773,0.6177,97.15,1.25,7.201
20-Oct-94,1.3569,1.355,0.7733,0.6176,97.35,1.247,7.1685
21-Oct-94,1.3671,1.3545,0.7707,0.6146,96.98,1.246,7.12
24-Oct-94,1.3578,1.352,0.7713,0.6143,97.2,1.247,7.105
25-Oct-94,1.3578,1.3493,0.7688,0.6108,96.83,1.246,7.061
26-Oct-94,1.3477,1.3475,0.7697,0.6126,97.05,1.249,7.074
27-Oct-94,1.345,1.3487,0.7704,0.6107,96.9,1.2505,7.094
28-Oct-94,1.3459,1.3497,0.7769,0.6159,97.35,1.2605,7.194
31-Oct-94,1.3477,1.3525,0.7764,0.6133,96.97,1.2585,7.216
1-Nov-94,1.3495,1.3545,0.7726,0.6117,96.75,1.2505,7.198
2-Nov-94,1.3481,1.3553,0.7707,0.6087,96.2,1.244,7.178
3-Nov-94,1.3463,1.3585,0.7805,0.6165,97.65,1.268,7.349
4-Nov-94,1.336,1.3567,0.7859,0.6218,97.87,1.2745,7.364
7-Nov-94,1.3263,1.3553,0.7822,0.62,97.3,1.27,7.3445
8-Nov-94,1.3284,1.357,0.7784,0.6179,97.03,1.2615,7.2915
9-Nov-94,1.3233,1.3525,0.789,0.6238,97.8,1.2805,7.345
10-Nov-94,1.3259,1.3578,0.7912,0.6263,98.05,1.287,7.326
11-Nov-94,1.3289,1.3585,0.7879,0.6252,97.5,1.281,7.2465
14-Nov-94,1.3316,1.357,0.7968,0.631,98.43,1.2985,7.2895
15-Nov-94,1.3271,1.3625,0.7967,0.6317,98.23,1.3,7.319
16-Nov-94,1.3316,1.3635,0.7995,0.6363,98.38,1.3045,7.354
17-Nov-94,1.3298,1.3638,0.7982,0.6353,98.13,1.301,7.34
18-Nov-94,1.3184,1.3665,0.8011,0.6376,98.53,1.3158,7.335
21-Nov-94,1.3127,1.3665,0.8036,0.6378,98.35,1.3215,7.3595
22-Nov-94,1.3094,1.3737,0.8017,0.6367,98.08,1.3185,7.3575
23-Nov-94,1.3153,1.373,0.8021,0.6368,98.35,1.3173,7.401
24-Nov-94,1.3163,1.3747,0.8045,0.6403,98.4,1.3207,7.438
25-Nov-94,1.3158,1.3763,0.8052,0.6398,98.78,1.3205,7.4735
28-Nov-94,1.3118,1.3775,0.807,0.6396,98.58,1.3268,7.523
29-Nov-94,1.3086,1.3783,0.8055,0.6379,98.68,1.3205,7.51
30-Nov-94,1.3012,1.3753,0.81,0.6389,98.95,1.328,7.54
1-Dec-94,1.3017,1.375,0.8106,0.638,99.35,1.3295,7.54
2-Dec-94,1.2992,1.3723,0.8134,0.6411,100.4,1.331,7.513
5-Dec-94,1.2979,1.373,0.8121,0.6414,100.35,1.3285,7.49
6-Dec-94,1.3012,1.3737,0.8118,0.6398,100.22,1.326,7.523
7-Dec-94,1.2992,1.3795,0.8112,0.6393,100.18,1.3275,7.4975
8-Dec-94,1.2987,1.3817,0.8145,0.6396,100.47,1.3363,7.53
9-Dec-94,1.2928,1.3833,0.8143,0.6412,100.15,1.3365,7.508
12-Dec-94,1.2925,1.385,0.8129,0.6394,99.87,1.332,7.532
13-Dec-94,1.2898,1.386,0.8139,0.6402,100.37,1.3325,7.5385
14-Dec-94,1.29,1.3867,0.8121,0.6401,100.27,1.3263,7.56
15-Dec-94,1.2849,1.3857,0.8132,0.6405,100.3,1.3267,7.541
16-Dec-94,1.2895,1.3883,0.8128,0.6399,100.15,1.3295,7.533
19-Dec-94,1.2865,1.3922,0.815,0.6405,100.15,1.3335,7.56
20-Dec-94,1.2895,1.3942,0.8146,0.641,100.3,1.33,7.52
21-Dec-94,1.29,1.3933,0.8134,0.6411,100.15,1.3265,7.497
22-Dec-94,1.2887,1.397,0.8177,0.647,100.47,1.3335,7.5
23-Dec-94,1.2875,1.3993,0.8162,0.6466,100.2,1.333,7.492
28-Dec-94,1.2853,1.403,0.8153,0.6477,100.37,1.3285,7.5065
29-Dec-94,1.2873,1.4067,0.8042,0.6412,99.67,1.3125,7.4435
30-Dec-94,1.2892,1.4027,0.8027,0.6392,99.72,1.3085,7.4335
3-Jan-95,1.2991,1.4033,0.8048,0.64,100.352,1.3125,7.45
4-Jan-95,1.3034,1.4053,0.8075,0.6401,101.28,1.314,7.454
5-Jan-95,1.3029,1.4018,0.8051,0.6396,101.02,1.3055,7.435
6-Jan-95,1.305,1.4017,0.8079,0.6434,101.3,1.3072,7.53
9-Jan-95,1.3101,1.4053,0.8067,0.6432,100.78,1.303,7.5175
10-Jan-95,1.3038,1.4143,0.7989,0.641,100.25,1.2845,7.4975
11-Jan-95,1.3009,1.413,0.7993,0.6408,99.85,1.288,7.508
12-Jan-95,1.3034,1.4165,0.7964,0.637,99,1.2835,7.485
13-Jan-95,1.3198,1.4123,0.7976,0.6372,98.52,1.287,7.5033
16-Jan-95,1.3184,1.4127,0.7943,0.6369,98.12,1.2835,7.4575
17-Jan-95,1.318,1.4205,0.796,0.6385,99.07,1.2877,7.4575
18-Jan-95,1.3141,1.4225,0.7959,0.6361,99.4,1.2888,7.454
19-Jan-95,1.306,1.419,0.7962,0.637,99.67,1.2895,7.503
20-Jan-95,1.3004,1.4253,0.7852,0.6289,99.2,1.2687,7.415
23-Jan-95,1.3029,1.4208,0.7851,0.627,99.77,1.2657,7.4385
24-Jan-95,1.2975,1.4177,0.7864,0.6264,99.72,1.2705,7.438
25-Jan-95,1.3051,1.4152,0.7896,0.6288,99.68,1.2758,7.503
26-Jan-95,1.3068,1.4125,0.7874,0.6275,99.33,1.273,7.445
27-Jan-95,1.3115,1.4147,0.7876,0.6281,99.1,1.2713,7.4475
30-Jan-95,1.3167,1.4172,0.7865,0.6287,98.57,1.272,7.434
31-Jan-95,1.321,1.4135,0.7891,0.6301,99,1.2765,7.4675
1-Feb-95,1.3222,1.4093,0.7923,0.6323,99.4,1.2865,7.455
2-Feb-95,1.3193,1.4055,0.7911,0.6321,99.55,1.2858,7.455
3-Feb-95,1.3286,1.4023,0.7939,0.6391,99.68,1.2915,7.4785
6-Feb-95,1.3328,1.3977,0.7963,0.6408,99.35,1.2962,7.462
7-Feb-95,1.341,1.395,0.7981,0.6423,99.35,1.3005,7.456
8-Feb-95,1.3435,1.3963,0.7961,0.644,98.85,1.2957,7.456
9-Feb-95,1.3432,1.3987,0.7952,0.6428,98.85,1.2933,7.462
10-Feb-95,1.341,1.4023,0.7927,0.6407,98.93,1.287,7.415
13-Feb-95,1.3426,1.4027,0.7906,0.6395,98.55,1.282,7.4125
14-Feb-95,1.3435,1.4012,0.7879,0.6423,98.63,1.279,7.385
15-Feb-95,1.3396,1.4035,0.7858,0.6398,98.45,1.2745,7.3625
16-Feb-95,1.3417,1.4063,0.7783,0.6342,97.55,1.2593,7.346
17-Feb-95,1.3563,1.4085,0.778,0.6343,97.5,1.2585,7.347
20-Feb-95,1.3563,1.4053,0.7707,0.6313,96.9,1.2457,7.293
21-Feb-95,1.3486,1.3987,0.7753,0.6327,97.42,1.2507,7.32
22-Feb-95,1.3559,1.3967,0.7714,0.6295,96.95,1.2445,7.285
23-Feb-95,1.3569,1.3945,0.7727,0.6281,96.8,1.253,7.2675
24-Feb-95,1.3559,1.3945,0.7767,0.6327,97.27,1.2535,7.2895
27-Feb-95,1.3526,1.3965,0.7723,0.632,96.7,1.2377,7.349
28-Feb-95,1.3563,1.3915,0.7736,0.6326,96.72,1.241,7.35
1-Mar-95,1.363,1.3963,0.7718,0.633,96.8,1.2405,7.3115
2-Mar-95,1.3556,1.4055,0.7716,0.6291,96.23,1.2395,7.3375
3-Mar-95,1.3526,1.401,0.7597,0.6154,94.15,1.2125,7.256
6-Mar-95,1.3523,1.4173,0.7487,0.6093,92.88,1.1755,7.22
7-Mar-95,1.3556,1.4215,0.7457,0.6157,91.67,1.165,7.258
8-Mar-95,1.3537,1.4113,0.7423,0.6165,90.6,1.1562,7.148
9-Mar-95,1.3495,1.4143,0.7442,0.6179,90.37,1.1565,7.1035
10-Mar-95,1.3414,1.407,0.757,0.6321,91.23,1.1815,7.2165
13-Mar-95,1.3396,1.4125,0.7542,0.6284,90.27,1.1703,7.288
