Date,AUD/USD,CAD/USD,EUR/USD,GBP/USD,JPY/USD,SWF/USD,SDK/USD
18-Sep-98,1.6943,1.5286,0.8645,0.5938,132.86,1.391,7.8409
21-Sep-98,1.7091,1.5258,0.8598,0.5937,133.42,1.3833,7.9363
22-Sep-98,1.7153,1.5292,0.8613,0.5941,135.25,1.3902,7.8977
23-Sep-98,1.7292,1.5253,0.8623,0.5944,136.33,1.3961,7.9307
24-Sep-98,1.7164,1.5108,0.8578,0.5909,135.72,1.3908,7.885
25-Sep-98,1.6984,1.5125,0.8543,0.5874,135.37,1.3787,7.8815
28-Sep-98,1.7114,1.512,0.8589,0.5867,136.36,1.3923,7.8618
29-Sep-98,1.6736,1.5038,0.8576,0.5859,134.02,1.3901,7.8479
30-Sep-98,1.6892,1.5265,0.8543,0.5883,136.18,1.384,7.8459
1-Oct-98,1.6759,1.5283,0.8435,0.5876,135.58,1.3627,7.8537
2-Oct-98,1.6779,1.5513,0.8366,0.5853,134.74,1.348,7.9323
5-Oct-98,1.679,1.5515,0.8357,0.5915,134.43,1.3466,8.0555
6-Oct-98,1.7007,1.551,0.8378,0.5932,132,1.35,8.0242
7-Oct-98,1.6142,1.5245,0.8248,0.5894,123.55,1.3181,7.7408
8-Oct-98,1.6215,1.5415,0.8223,0.5817,119,1.2952,7.8615
9-Oct-98,1.6265,1.5503,0.8351,0.5838,117.25,1.3217,7.9266
12-Oct-98,1.598,1.5393,0.8433,0.5905,118.24,1.3387,7.9527
13-Oct-98,1.5891,1.5466,0.8368,0.5874,119.58,1.3269,7.8656
14-Oct-98,1.5853,1.546,0.8406,0.5865,118.87,1.3355,7.9423
15-Oct-98,1.5798,1.5465,0.8302,0.5866,117.35,1.3199,7.9607
16-Oct-98,1.583,1.543,0.8299,0.5876,115.9,1.3173,7.81
19-Oct-98,1.5815,1.5491,0.8327,0.5886,114.63,1.3231,7.7974
20-Oct-98,1.5949,1.539,0.8389,0.5865,117.75,1.3444,7.8167
21-Oct-98,1.5954,1.5475,0.8419,0.5888,117.4,1.3533,7.7902
22-Oct-98,1.6013,1.5462,0.8376,0.5892,117.75,1.338,7.7369
23-Oct-98,1.6116,1.5425,0.8356,0.5908,118.18,1.3338,7.6386
26-Oct-98,1.6194,1.546,0.8407,0.5929,118.62,1.3431,7.6577
27-Oct-98,1.6284,1.5405,0.8477,0.5994,118.45,1.3536,7.8181
28-Oct-98,1.6213,1.543,0.8472,0.5983,117.98,1.3495,7.8299
29-Oct-98,1.6028,1.5492,0.8439,0.5958,116.72,1.3419,7.8037
30-Oct-98,1.6054,1.5475,0.8466,0.5969,116.63,1.3531,7.8117
2-Nov-98,1.6,1.539,0.8439,0.5996,114.87,1.348,7.7665
3-Nov-98,1.5969,1.5245,0.8479,0.6036,115.31,1.3542,7.812
4-Nov-98,1.5911,1.524,0.8534,0.604,116.7,1.3689,7.8504
5-Nov-98,1.5808,1.519,0.8477,0.6016,117.04,1.3595,7.7624
6-Nov-98,1.5778,1.525,0.8497,0.6014,118.31,1.3677,7.7878
9-Nov-98,1.579,1.534,0.8626,0.6026,121.34,1.3943,7.9025
10-Nov-98,1.6031,1.5442,0.8609,0.6016,122.47,1.3889,7.9678
11-Nov-98,1.5853,1.5463,0.8579,0.602,121.71,1.3843,7.9663
12-Nov-98,1.5848,1.5493,0.8654,0.6049,123.85,1.3944,8.1118
13-Nov-98,1.564,1.552,0.8637,0.6003,122.26,1.3916,8.1387
16-Nov-98,1.5618,1.5565,0.8521,0.5968,119.83,1.3722,8.078
17-Nov-98,1.5775,1.5505,0.8534,0.5967,120.95,1.3738,8.0464
18-Nov-98,1.5526,1.5541,0.8527,0.5976,121.33,1.3734,8.0208
19-Nov-98,1.5473,1.5485,0.8588,0.5995,118.73,1.3806,8.0579
20-Nov-98,1.5523,1.5455,0.8635,0.6036,120.23,1.3903,8.0661
23-Nov-98,1.5588,1.5471,0.8713,0.6049,120.99,1.4047,8.1026
24-Nov-98,1.555,1.5485,0.8714,0.6018,120.62,1.4062,8.0814
25-Nov-98,1.5623,1.5483,0.8715,0.6018,121.93,1.4086,8.2075
26-Nov-98,1.5686,1.5257,0.871,0.602,122.51,1.4085,8.1465
27-Nov-98,1.5753,1.5387,0.8734,0.6038,123.03,1.409,8.1587
30-Nov-98,1.5903,1.529,0.8647,0.6056,122.92,1.3908,8.1088
1-Dec-98,1.585,1.533,0.858,0.605,121.93,1.3754,8.1089
2-Dec-98,1.5805,1.5363,0.8552,0.6019,120.53,1.3701,8.0644
3-Dec-98,1.6013,1.536,0.856,0.6013,118.8,1.3698,8.0449
4-Dec-98,1.6207,1.5272,0.8564,0.6009,118.51,1.3677,8.0676
7-Dec-98,1.6121,1.5349,0.8572,0.6053,119.61,1.3733,8.1515
8-Dec-98,1.6242,1.5445,0.8544,0.605,119.57,1.365,8.0935
9-Dec-98,1.6221,1.5425,0.8528,0.6031,117.72,1.3582,8.0346
10-Dec-98,1.6145,1.5416,0.8484,0.6009,117.28,1.3481,8.0808
11-Dec-98,1.6134,1.542,0.8456,0.5945,117.1,1.3333,8.0428
14-Dec-98,1.6129,1.539,0.8447,0.5928,115.39,1.3345,8.0406
15-Dec-98,1.6031,1.5419,0.8483,0.594,116.35,1.3416,8.0586
16-Dec-98,1.6121,1.5398,0.8523,0.5967,115.81,1.3452,8.0386
17-Dec-98,1.6044,1.5415,0.8512,0.5974,116.02,1.3487,8.1029
18-Dec-98,1.6108,1.5431,0.8509,0.5947,115.69,1.3459,8.033
21-Dec-98,1.6171,1.5479,0.8556,0.5949,116.06,1.3611,8.0606
22-Dec-98,1.6265,1.5513,0.8564,0.5959,116.96,1.3661,8.027
23-Dec-98,1.6324,1.5532,0.8559,0.5958,115.94,1.3631,8.0339
24-Dec-98,1.6393,1.55,0.8572,0.5976,116.06,1.369,8.0341
29-Dec-98,1.6313,1.5493,0.855,0.5943,115.18,1.3639,8.06
30-Dec-98,1.6305,1.5511,0.8547,0.5986,114.72,1.37,8.1114
31-Dec-98,1.6321,1.5365,0.8521,0.601,112.77,1.3738,8.085
4-Jan-99,1.616,1.5246,0.8474,0.6024,112.68,1.3683,8.0214
5-Jan-99,1.6075,1.521,0.8485,0.604,111.61,1.3675,7.9725
6-Jan-99,1.5891,1.5093,0.8533,0.6039,112.61,1.3794,7.9191
7-Jan-99,1.5823,1.5125,0.857,0.6062,111.25,1.3859,7.9056
8-Jan-99,1.5793,1.5136,0.8661,0.6097,111.35,1.3979,7.9313
11-Jan-99,1.5596,1.5075,0.8669,0.6098,109.28,1.3969,7.8461
12-Jan-99,1.5574,1.5075,0.8664,0.6132,111.84,1.3907,7.8387
13-Jan-99,1.5828,1.528,0.8542,0.6053,113.64,1.3553,7.7923
14-Jan-99,1.579,1.5263,0.8546,0.6032,113.32,1.3603,7.8042
15-Jan-99,1.5778,1.5271,0.863,0.605,113.83,1.3781,7.8594
18-Jan-99,1.5758,1.527,0.8623,0.6055,114.35,1.3825,7.85
19-Jan-99,1.5649,1.5281,0.8616,0.603,113.65,1.3753,7.7533
20-Jan-99,1.5627,1.5259,0.8643,0.6069,113.5,1.3883,7.7139
21-Jan-99,1.5613,1.5161,0.8633,0.6054,113.22,1.3853,7.7326
22-Jan-99,1.5758,1.5199,0.8634,0.6046,114.15,1.3795,7.7323
25-Jan-99,1.5828,1.5157,0.865,0.6034,113.92,1.3827,7.7312
26-Jan-99,1.5863,1.5191,0.8639,0.6026,114.12,1.3865,7.7073
27-Jan-99,1.5886,1.5201,0.8692,0.6053,115.34,1.3968,7.6975
28-Jan-99,1.5964,1.5261,0.8759,0.6069,116.28,1.4119,7.7538
29-Jan-99,1.5913,1.5107,0.8808,0.6085,116.3,1.4188,7.8023
1-Feb-99,1.5775,1.5065,0.8846,0.6096,115.12,1.4233,7.816
2-Feb-99,1.5635,1.5123,0.8807,0.6075,112.55,1.4095,7.8228
3-Feb-99,1.5579,1.5125,0.8814,0.6104,112.27,1.4101,7.8618
4-Feb-99,1.5504,1.4943,0.8857,0.6105,112.15,1.4168,7.8678
5-Feb-99,1.5326,1.4856,0.8861,0.6104,112.96,1.4173,7.845
8-Feb-99,1.5342,1.4875,0.8891,0.6125,113.72,1.4221,7.903
9-Feb-99,1.5427,1.4935,0.8851,0.6111,114.35,1.417,7.8872
10-Feb-99,1.5456,1.4931,0.8834,0.6139,114.5,1.4101,7.8821
11-Feb-99,1.5378,1.488,0.8853,0.6153,114.3,1.4153,7.8882
12-Feb-99,1.5473,1.4932,0.8864,0.6138,114.3,1.4154,7.8838
15-Feb-99,1.5477,1.4937,0.8901,0.6144,115.55,1.4215,7.8994
16-Feb-99,1.5681,1.4985,0.8945,0.6122,118.17,1.4301,7.938
17-Feb-99,1.5768,1.498,0.8902,0.6113,118.9,1.4225,7.934
18-Feb-99,1.5736,1.4881,0.8913,0.6122,119.82,1.4244,7.9684
19-Feb-99,1.5659,1.4915,0.9012,0.6137,120.51,1.4422,8.0344
22-Feb-99,1.5615,1.4933,0.9065,0.6163,120.36,1.4496,8.07
23-Feb-99,1.5642,1.4985,0.9106,0.6207,121.19,1.4511,8.1055
24-Feb-99,1.5833,1.4995,0.9131,0.6255,121.88,1.4536,8.1529
25-Feb-99,1.5967,1.504,0.9053,0.6234,120.01,1.4388,8.126
26-Feb-99,1.6113,1.5083,0.9111,0.6245,118.68,1.4498,8.2011
1-Mar-99,1.6176,1.5193,0.9147,0.6221,119.42,1.4565,8.2419
2-Mar-99,1.61,1.5211,0.9149,0.6189,120.3,1.4573,8.2365
3-Mar-99,1.6018,1.5241,0.916,0.6182,121.28,1.4565,8.237
4-Mar-99,1.6051,1.5255,0.9235,0.622,123.28,1.4682,8.2711
5-Mar-99,1.5913,1.5155,0.9211,0.6212,122.22,1.4676,8.2291
8-Mar-99,1.587,1.5143,0.9188,0.6218,121.94,1.4634,8.217
9-Mar-99,1.5704,1.5155,0.9183,0.6192,121.3,1.4648,8.2006
10-Mar-99,1.5733,1.5213,0.9128,0.6146,119.89,1.4601,8.117
11-Mar-99,1.579,1.5221,0.9232,0.6148,120.1,1.4718,8.1679
12-Mar-99,1.5723,1.5235,0.9137,0.6121,119.17,1.461,8.1104
15-Mar-99,1.581,1.5289,0.9137,0.6167,118.06,1.4635,8.1401
16-Mar-99,1.6003,1.5288,0.9169,0.6157,117.9,1.466,8.223
17-Mar-99,1.5944,1.5199,0.9083,0.6136,118.42,1.4509,8.157
18-Mar-99,1.5833,1.5175,0.9101,0.6134,117.74,1.4539,8.132
19-Mar-99,1.5863,1.517,0.9152,0.6138,117.13,1.4623,8.177
22-Mar-99,1.5775,1.5088,0.917,0.6143,117.93,1.4645,8.2081
23-Mar-99,1.5649,1.5073,0.9178,0.613,117.98,1.4619,8.192
24-Mar-99,1.562,1.5035,0.9156,0.6085,117.6,1.4574,8.2306
25-Mar-99,1.5716,1.5099,0.9195,0.6129,118.12,1.4676,8.2677
26-Mar-99,1.5773,1.5135,0.9316,0.6169,120.09,1.4847,8.3333
29-Mar-99,1.5775,1.5123,0.9333,0.6177,119.73,1.4876,8.3388
30-Mar-99,1.5924,1.5125,0.9293,0.6197,120.46,1.4843,8.3217
31-Mar-99,1.584,1.5129,0.9264,0.6197,118.45,1.4799,8.2268
1-Apr-99,1.5686,1.5049,0.9248,0.6231,119.53,1.4761,8.2193
6-Apr-99,1.5934,1.5045,0.9292,0.629,121.01,1.4827,8.2615
7-Apr-99,1.5939,1.5,0.9263,0.6267,121.12,1.4779,8.2818
8-Apr-99,1.6018,1.4978,0.9232,0.6208,120.88,1.4718,8.2709
9-Apr-99,1.5886,1.5035,0.9279,0.6227,121.13,1.4846,8.2826
12-Apr-99,1.5741,1.494,0.9217,0.6192,120.14,1.4777,8.2685
13-Apr-99,1.5684,1.4885,0.9267,0.6185,120.2,1.4859,8.2932
14-Apr-99,1.5652,1.4933,0.9251,0.6182,118.73,1.484,8.2623
15-Apr-99,1.5679,1.4921,0.9324,0.6203,119.24,1.4966,8.29
16-Apr-99,1.5456,1.4873,0.934,0.6194,118.1,1.496,8.316
19-Apr-99,1.5347,1.4825,0.9422,0.6205,118.03,1.5082,8.3751
20-Apr-99,1.5415,1.488,0.9384,0.6188,118.27,1.5033,8.3727
21-Apr-99,1.5463,1.4896,0.9427,0.6225,119.75,1.5086,8.4012
22-Apr-99,1.5375,1.4815,0.9438,0.6207,119.6,1.5102,8.4109
23-Apr-99,1.5314,1.4764,0.9399,0.6185,119.42,1.5055,8.364
26-Apr-99,1.543,1.4811,0.9433,0.62,118.96,1.512,8.3935
27-Apr-99,1.5373,1.4798,0.9392,0.6187,120.18,1.5077,8.3559
28-Apr-99,1.5302,1.4766,0.9403,0.6191,119.16,1.5122,8.3869
29-Apr-99,1.5172,1.4679,0.9444,0.6208,119.12,1.5191,8.41
30-Apr-99,1.5094,1.4563,0.9454,0.621,119.38,1.5234,8.4222
4-May-99,1.5101,1.453,0.9428,0.6171,120.93,1.5157,8.4468
5-May-99,1.5117,1.4557,0.9367,0.6147,121.05,1.5039,8.4357
6-May-99,1.491,1.4532,0.9277,0.6105,120.8,1.4909,8.3454
7-May-99,1.493,1.4587,0.927,0.6121,120.7,1.4907,8.3103
10-May-99,1.4937,1.4603,0.9259,0.6132,120.66,1.4898,8.2806
11-May-99,1.4877,1.4527,0.9324,0.6167,120.97,1.4989,8.3464
12-May-99,1.4981,1.4577,0.937,0.6177,120.88,1.5031,8.3958
13-May-99,1.4981,1.4587,0.9408,0.6176,121.7,1.5067,8.4335
14-May-99,1.5004,1.4617,0.9344,0.617,122.06,1.4971,8.3825
17-May-99,1.5026,1.4597,0.9369,0.6172,123.08,1.5006,8.42
18-May-99,1.4892,1.4592,0.9373,0.6172,123.2,1.503,8.4444
19-May-99,1.5081,1.4669,0.9384,0.6179,124.52,1.5023,8.4483
20-May-99,1.5097,1.4662,0.9413,0.6208,124.12,1.5089,8.4499
21-May-99,1.5122,1.4593,0.9474,0.6245,123.9,1.5198,8.4955
24-May-99,1.5165,1.4557,0.9457,0.6268,123.81,1.5148,8.482
25-May-99,1.5209,1.4593,0.9425,0.6244,122.72,1.5032,8.4835
26-May-99,1.5411,1.4732,0.9546,0.6263,121.88,1.521,8.5599
27-May-99,1.5394,1.476,0.9562,0.6263,121.91,1.523,8.602
28-May-99,1.5323,1.4718,0.9568,0.6245,120.85,1.5233,8.5776
1-Jun-99,1.5545,1.4835,0.9557,0.6218,120.64,1.5221,8.5851
2-Jun-99,1.5523,1.4808,0.9653,0.6213,120.84,1.5356,8.6374
3-Jun-99,1.5444,1.4781,0.966,0.6233,121.53,1.5369,8.6341
4-Jun-99,1.5284,1.4691,0.9703,0.6225,121.85,1.54,8.6561
7-Jun-99,1.5186,1.4707,0.9712,0.6237,121.05,1.5415,8.6389
8-Jun-99,1.5181,1.4705,0.959,0.6236,120.06,1.5259,8.5413
9-Jun-99,1.5145,1.473,0.9588,0.6249,118.99,1.5256,8.5593
10-Jun-99,1.5081,1.4609,0.9537,0.6236,118.9,1.5231,8.4885
11-Jun-99,1.5033,1.4603,0.9527,0.6213,118.1,1.5211,8.4603
14-Jun-99,1.5065,1.4591,0.9586,0.6211,120.4,1.528,8.4871
15-Jun-99,1.5198,1.4613,0.9601,0.6272,120.61,1.5314,8.4917
16-Jun-99,1.523,1.4593,0.9696,0.6291,120.28,1.5472,8.5301
17-Jun-99,1.5207,1.4602,0.9693,0.6282,119.65,1.5469,8.4926
18-Jun-99,1.5286,1.4648,0.9628,0.6278,120.68,1.5393,8.4176
21-Jun-99,1.5342,1.4717,0.9695,0.6302,122.19,1.5468,8.427
22-Jun-99,1.5328,1.4697,0.9702,0.6296,121.75,1.5476,8.4346
23-Jun-99,1.5239,1.4747,0.9697,0.6336,121.96,1.5481,8.4329
24-Jun-99,1.5179,1.4712,0.9671,0.6325,122.18,1.5446,8.455
25-Jun-99,1.5099,1.4649,0.9557,0.6295,121.47,1.5264,8.3652
28-Jun-99,1.5198,1.4688,0.9641,0.6322,121.19,1.5419,8.4429
29-Jun-99,1.5205,1.4761,0.9676,0.6329,120.99,1.5491,8.453
30-Jun-99,1.5092,1.4783,0.9693,0.6342,121,1.5523,8.4763
1-Jul-99,1.4997,1.4691,0.9759,0.6339,120.92,1.5671,8.5205
2-Jul-99,1.4932,1.4655,0.9787,0.6344,121.19,1.5714,8.5249
5-Jul-99,1.5011,1.4633,0.9775,0.6346,122.32,1.569,8.5117
6-Jul-99,1.5015,1.4696,0.9755,0.6377,122.07,1.564,8.486
7-Jul-99,1.509,1.4706,0.9782,0.6413,122.17,1.5684,8.5102
8-Jul-99,1.5044,1.4692,0.9823,0.642,122.73,1.5764,8.5629
9-Jul-99,1.5011,1.4724,0.9814,0.644,122.33,1.5765,8.5589
12-Jul-99,1.5097,1.4819,0.9864,0.6427,122.26,1.5844,8.6048
13-Jul-99,1.5179,1.4829,0.9823,0.6425,121.33,1.5761,8.5906
14-Jul-99,1.5145,1.482,0.9794,0.64,120.64,1.5724,8.5884
15-Jul-99,1.5081,1.481,0.9759,0.6374,120.38,1.5668,8.5477
16-Jul-99,1.5154,1.4827,0.9786,0.6387,120.93,1.5723,8.5405
19-Jul-99,1.5359,1.4924,0.983,0.6406,119.18,1.578,8.54
20-Jul-99,1.5387,1.491,0.9603,0.6365,119.25,1.5414,8.3897
21-Jul-99,1.5461,1.5009,0.9522,0.6354,118.34,1.529,8.357
22-Jul-99,1.5444,1.5015,0.9527,0.6317,117.43,1.5314,8.3708
23-Jul-99,1.5378,1.5055,0.9554,0.6342,116.39,1.5337,8.3823
26-Jul-99,1.542,1.5105,0.9384,0.6283,116.17,1.5052,8.2817
27-Jul-99,1.554,1.5139,0.9413,0.6298,116.46,1.5048,8.2878
28-Jul-99,1.5518,1.5109,0.942,0.6291,116.2,1.5066,8.2762
29-Jul-99,1.5423,1.5098,0.9334,0.6202,115.16,1.4903,8.2036
30-Jul-99,1.598,1.5007,0.9344,0.6172,114.7,1.4924,8.1975
2-Aug-99,1.5396,1.5079,0.9376,0.6194,114.6,1.4979,8.2044
3-Aug-99,1.5291,1.4943,0.9378,0.6189,115.07,1.4992,8.1872
4-Aug-99,1.5207,1.491,0.929,0.6161,114.29,1.4869,8.1452
5-Aug-99,1.5265,1.4953,0.9258,0.6178,113.9,1.4806,8.1372
6-Aug-99,1.5298,1.5013,0.9276,0.6185,114.48,1.4844,8.1493
9-Aug-99,1.5316,1.5025,0.9345,0.6234,115.4,1.4963,8.2304
10-Aug-99,1.5352,1.5005,0.9317,0.6199,114.55,1.4916,8.2242
11-Aug-99,1.5423,1.4921,0.9383,0.6211,115.3,1.5029,8.2546
12-Aug-99,1.5415,1.4835,0.9393,0.6214,115.67,1.5049,8.258
13-Aug-99,1.5342,1.4768,0.9461,0.6229,115.93,1.5167,8.3021
16-Aug-99,1.538,1.4813,0.9463,0.6237,114.74,1.5158,8.2964
17-Aug-99,1.5423,1.4781,0.9519,0.6251,114.27,1.5243,8.3198
18-Aug-99,1.5437,1.4815,0.9489,0.6231,112.12,1.5186,8.3045
19-Aug-99,1.5686,1.487,0.9408,0.6179,111.45,1.5033,8.2534
20-Aug-99,1.5694,1.4949,0.9392,0.6184,111.38,1.4998,8.243
23-Aug-99,1.5718,1.4945,0.9452,0.6206,111.75,1.5096,8.264
24-Aug-99,1.5686,1.4951,0.9504,0.626,111.57,1.5214,8.2803
25-Aug-99,1.5815,1.4959,0.9565,0.6295,110.9,1.5319,8.3231
26-Aug-99,1.5848,1.5031,0.9592,0.6304,111.63,1.5361,8.351
27-Aug-99,1.581,1.4937,0.9565,0.6298,111.69,1.5317,8.3313
31-Aug-99,1.5686,1.4928,0.9467,0.6218,109.64,1.5154,8.2514
1-Sep-99,1.5632,1.4885,0.9442,0.6234,109.35,1.5118,8.2101
2-Sep-99,1.5513,1.494,0.9337,0.6207,109.04,1.4913,8.137
3-Sep-99,1.5504,1.4909,0.9432,0.6233,110.2,1.5076,8.2005
6-Sep-99,1.5528,1.4904,0.9452,0.6235,109.73,1.511,8.1849
7-Sep-99,1.5444,1.4915,0.9439,0.6225,110.82,1.5092,8.1502
8-Sep-99,1.5408,1.4873,0.9443,0.6174,110.98,1.5099,8.1466
9-Sep-99,1.5316,1.4803,0.9473,0.6136,108.52,1.5164,8.1547
10-Sep-99,1.5354,1.4745,0.9549,0.616,108.64,1.5311,8.2057
13-Sep-99,1.5205,1.4713,0.963,0.6214,106.21,1.5457,8.2415
14-Sep-99,1.5279,1.4743,0.9589,0.6224,105.37,1.5376,8.2573
15-Sep-99,1.5408,1.4739,0.9624,0.6202,104.31,1.5436,8.2904
16-Sep-99,1.5454,1.4773,0.9614,0.6159,104.77,1.5411,8.3021
17-Sep-99,1.5413,1.4737,0.9614,0.6161,106.89,1.5416,8.2797
20-Sep-99,1.5521,1.475,0.9606,0.6168,106.83,1.5425,8.2459
21-Sep-99,1.5418,1.4701,0.9547,0.6132,104.44,1.5305,8.2097
22-Sep-99,1.5359,1.4703,0.9522,0.6105,103.74,1.5262,8.2218
23-Sep-99,1.5401,1.4727,0.9586,0.6101,104.03,1.5357,8.2357
24-Sep-99,1.5314,1.4756,0.9554,0.609,104.03,1.5293,8.2444
27-Sep-99,1.5288,1.4701,0.9575,0.608,106.24,1.5342,8.2529
28-Sep-99,1.5265,1.464,0.9524,0.6061,106.22,1.5253,8.2227
29-Sep-99,1.5298,1.4637,0.9429,0.6084,106.63,1.509,8.2005
30-Sep-99,1.5319,1.4696,0.9392,0.6073,106.46,1.5009,8.1967
1-Oct-99,1.5263,1.4697,0.9347,0.6042,105.08,1.4915,8.1643
4-Oct-99,1.5177,1.4721,0.9348,0.6045,106.4,1.4884,8.1367
5-Oct-99,1.5078,1.4685,0.9362,0.6049,107.02,1.4906,8.1221
6-Oct-99,1.5149,1.4703,0.9342,0.6037,107.52,1.4868,8.1412
7-Oct-99,1.5133,1.4706,0.9318,0.605,107.62,1.4845,8.1252
8-Oct-99,1.5237,1.473,0.9411,0.6048,107.39,1.5007,8.1757
11-Oct-99,1.5305,1.4721,0.9399,0.6053,106.73,1.4995,8.15
12-Oct-99,1.5274,1.4759,0.9321,0.6046,106.29,1.4856,8.098
13-Oct-99,1.5291,1.4798,0.9295,0.605,107.42,1.4784,8.112
14-Oct-99,1.5375,1.4805,0.9276,0.6035,106.98,1.4752,8.1101
15-Oct-99,1.542,1.4869,0.9188,0.5988,105.62,1.4561,8.095
18-Oct-99,1.5513,1.493,0.9221,0.5991,105.08,1.4646,8.1793
19-Oct-99,1.5466,1.4907,0.9263,0.599,105.62,1.4739,8.1535
20-Oct-99,1.5442,1.4883,0.928,0.5998,105.91,1.4765,8.1669
21-Oct-99,1.5442,1.486,0.9251,0.5967,106.03,1.4727,8.1395
22-Oct-99,1.5361,1.4775,0.9352,0.6012,105.84,1.4945,8.1332
25-Oct-99,1.5347,1.4761,0.9367,0.6014,105.23,1.4978,8.1294
26-Oct-99,1.537,1.4714,0.9446,0.6047,104.94,1.5116,8.1803
27-Oct-99,1.5538,1.4723,0.9497,0.6071,104.16,1.5186,8.1975
28-Oct-99,1.5497,1.4724,0.9511,0.6098,104.81,1.5253,8.2395
29-Oct-99,1.5696,1.4709,0.9516,0.6095,104.38,1.5253,8.2434
1-Nov-99,1.5667,1.4659,0.9529,0.6089,104.44,1.5286,8.2655
2-Nov-99,1.5608,1.4681,0.953,0.6072,104.1,1.5316,8.2544
3-Nov-99,1.5528,1.4691,0.9542,0.6082,105.04,1.5342,8.2662
4-Nov-99,1.5689,1.4651,0.9577,0.6101,104.55,1.5438,8.3413
5-Nov-99,1.5669,1.4582,0.9606,0.6158,106.32,1.5498,8.3067
8-Nov-99,1.5649,1.4677,0.9642,0.6184,105.84,1.5526,8.3582
9-Nov-99,1.5689,1.4715,0.9613,0.6166,105.08,1.5457,8.3094
10-Nov-99,1.5625,1.4707,0.9583,0.6151,104.68,1.5402,8.3
11-Nov-99,1.5555,1.4655,0.9612,0.6164,104.9,1.5461,8.3204
12-Nov-99,1.5547,1.4616,0.969,0.6196,105.16,1.5563,8.3703
15-Nov-99,1.547,1.4635,0.9704,0.6172,104.95,1.5579,8.3741
16-Nov-99,1.5588,1.4647,0.9701,0.618,105.96,1.5569,8.3974
17-Nov-99,1.5593,1.4673,0.9622,0.6153,105.54,1.542,8.3118
18-Nov-99,1.5623,1.4659,0.9693,0.6184,105.73,1.553,8.3503
19-Nov-99,1.5667,1.4631,0.9715,0.6184,106.16,1.5578,8.3576
22-Nov-99,1.5679,1.4617,0.9684,0.6169,104.77,1.5502,8.3459
23-Nov-99,1.5716,1.4645,0.9716,0.615,104.14,1.5553,8.3531
24-Nov-99,1.58,1.4694,0.9808,0.62,104.58,1.569,8.4261
25-Nov-99,1.5753,1.4678,0.981,0.6191,104.34,1.5698,8.4069
26-Nov-99,1.5773,1.4672,0.9885,0.6228,102.11,1.5833,8.4803
29-Nov-99,1.5706,1.4741,0.9935,0.6245,101.93,1.5932,8.5137
30-Nov-99,1.5733,1.473,0.9932,0.6279,102.05,1.5909,8.5007
1-Dec-99,1.57,1.4743,0.9924,0.6261,102.26,1.5894,8.5521
2-Dec-99,1.581,1.4787,0.9969,0.6254,102.64,1.5949,8.5884
3-Dec-99,1.5773,1.4805,0.9987,0.6243,102.41,1.5935,8.5749
6-Dec-99,1.5815,1.4759,0.9783,0.6182,103.22,1.5631,8.4406
7-Dec-99,1.5723,1.4746,0.978,0.6158,102.49,1.5646,8.432
8-Dec-99,1.5669,1.4803,0.9759,0.6152,103.15,1.5627,8.368
9-Dec-99,1.5637,1.4756,0.9827,0.6158,102.81,1.5712,8.4063
10-Dec-99,1.5706,1.4789,0.9839,0.6162,102.31,1.5727,8.4612
13-Dec-99,1.5763,1.4805,0.9883,0.616,103.17,1.5828,8.4975
14-Dec-99,1.5723,1.4811,0.9946,0.6193,103.63,1.5924,8.5459
15-Dec-99,1.5699,1.4847,0.9964,0.6222,103.52,1.5944,8.5539
16-Dec-99,1.5562,1.4769,0.9827,0.6201,102.97,1.5745,8.4729
17-Dec-99,1.5555,1.4783,0.9906,0.6215,103.32,1.587,8.512
20-Dec-99,1.5593,1.4805,0.9917,0.6232,102.77,1.5872,8.5279
21-Dec-99,1.5535,1.4797,0.9912,0.621,102.08,1.5858,8.5155
22-Dec-99,1.5511,1.4775,0.992,0.6224,102.58,1.5868,8.5004
23-Dec-99,1.5504,1.475,0.9846,0.6189,101.8,1.5774,8.4408
24-Dec-99,1.5552,1.4683,0.987,0.6181,102.87,1.584,8.4509
29-Dec-99,1.5382,1.4502,0.9954,0.6184,102.03,1.5976,8.5154
30-Dec-99,1.5293,1.4513,0.9975,0.6203,102.36,1.6005,8.5397
4-Jan-00,1.5207,1.45,0.9708,0.6115,102.98,1.5574,8.3657
5-Jan-00,1.5214,1.4535,0.9678,0.6101,103.87,1.552,8.3559
6-Jan-00,1.526,1.4573,0.9662,0.6069,105.26,1.5509,8.3491
7-Jan-00,1.5253,1.4575,0.9717,0.6108,105.45,1.5622,8.4225
10-Jan-00,1.5232,1.4552,0.9743,0.6106,105.37,1.5676,8.4509
11-Jan-00,1.5214,1.457,0.9712,0.6072,105.77,1.5634,8.4154
12-Jan-00,1.5181,1.4559,0.9734,0.6075,105.83,1.567,8.437
13-Jan-00,1.5002,1.4503,0.9736,0.6064,106.21,1.5699,8.4242
14-Jan-00,1.4981,1.4509,0.9879,0.6117,106.05,1.5952,8.4766
17-Jan-00,1.5074,1.4515,0.9914,0.6129,104.78,1.5998,8.4865
18-Jan-00,1.5053,1.4494,0.9892,0.6106,105.5,1.5965,8.4801
19-Jan-00,1.5072,1.4511,0.9902,0.6096,105.75,1.5978,8.4924
20-Jan-00,1.499,1.4462,0.9903,0.6064,105.53,1.5969,8.4779
