Date,Open,High,Low,Close
1971-01-04,2.4202,2.4202,2.4202,2.4202
1971-01-05,2.4196,2.4196,2.4196,2.4196
1971-01-06,2.4218,2.4218,2.4218,2.4218
1971-01-07,2.4318,2.4318,2.4318,2.4318
1971-01-08,2.4344,2.4344,2.4344,2.4344
1971-01-11,2.4376,2.4376,2.4376,2.4376
1971-01-12,2.4316,2.4316,2.4316,2.4316
1971-01-13,2.4317,2.4317,2.4317,2.4317
1971-01-14,2.4393,2.4393,2.4393,2.4393
1971-01-15,2.4386,2.4386,2.4386,2.4386
1971-01-18,2.4353,2.4353,2.4353,2.4353
1971-01-19,2.4346,2.4346,2.4346,2.4346
1971-01-20,2.4356,2.4356,2.4356,2.4356
1971-01-21,2.4353,2.4353,2.4353,2.4353
1971-01-22,2.4384,2.4384,2.4384,2.4384
1971-01-25,2.4411,2.4411,2.4411,2.4411
1971-01-26,2.4419,2.4419,2.4419,2.4419
1971-01-27,2.4404,2.4404,2.4404,2.4404
1971-01-28,2.4384,2.4384,2.4384,2.4384
1971-01-29,2.4365,2.4365,2.4365,2.4365
1971-02-01,2.4368,2.4368,2.4368,2.4368
1971-02-02,2.4388,2.4388,2.4388,2.4388
1971-02-03,2.4389,2.4389,2.4389,2.4389
1971-02-04,2.4355,2.4355,2.4355,2.4355
1971-02-05,2.4337,2.4337,2.4337,2.4337
1971-02-08,2.4385,2.4385,2.4385,2.4385
1971-02-09,2.4349,2.4349,2.4349,2.4349
1971-02-10,2.4368,2.4368,2.4368,2.4368
1971-02-11,2.4368,2.4368,2.4368,2.4368
1971-02-16,2.4399,2.4399,2.4399,2.4399
1971-02-17,2.44,2.44,2.44,2.44
1971-02-18,2.4373,2.4373,2.4373,2.4373
1971-02-19,2.4349,2.4349,2.4349,2.4349
1971-02-22,2.4294,2.4294,2.4294,2.4294
1971-02-23,2.4274,2.4274,2.4274,2.4274
1971-02-24,2.4371,2.4371,2.4371,2.4371
1971-02-25,2.4338,2.4338,2.4338,2.4338
1971-02-26,2.4332,2.4332,2.4332,2.4332
1971-03-01,2.4344,2.4344,2.4344,2.4344
1971-03-02,2.4356,2.4356,2.4356,2.4356
1971-03-03,2.4372,2.4372,2.4372,2.4372
1971-03-04,2.4327,2.4327,2.4327,2.4327
1971-03-05,2.4297,2.4297,2.4297,2.4297
1971-03-08,2.4268,2.4268,2.4268,2.4268
1971-03-09,2.4281,2.4281,2.4281,2.4281
1971-03-10,2.4277,2.4277,2.4277,2.4277
1971-03-11,2.4308,2.4308,2.4308,2.4308
1971-03-12,2.4331,2.4331,2.4331,2.4331
1971-03-15,2.4338,2.4338,2.4338,2.4338
1971-03-16,2.4304,2.4304,2.4304,2.4304
1971-03-17,2.4331,2.4331,2.4331,2.4331
1971-03-18,2.4347,2.4347,2.4347,2.4347
1971-03-19,2.4382,2.4382,2.4382,2.4382
1971-03-22,2.4387,2.4387,2.4387,2.4387
1971-03-23,2.4384,2.4384,2.4384,2.4384
1971-03-24,2.4379,2.4379,2.4379,2.4379
1971-03-25,2.4356,2.4356,2.4356,2.4356
1971-03-26,2.4369,2.4369,2.4369,2.4369
1971-03-29,2.4377,2.4377,2.4377,2.4377
1971-03-30,2.4376,2.4376,2.4376,2.4376
1971-03-31,2.4368,2.4368,2.4368,2.4368
1971-04-01,2.4332,2.4332,2.4332,2.4332
1971-04-02,2.4302,2.4302,2.4302,2.4302
1971-04-05,2.4332,2.4332,2.4332,2.4332
1971-04-06,2.4334,2.4334,2.4334,2.4334
1971-04-07,2.4335,2.4335,2.4335,2.4335
1971-04-08,2.4338,2.4338,2.4338,2.4338
1971-04-09,2.4333,2.4333,2.4333,2.4333
1971-04-12,2.4335,2.4335,2.4335,2.4335
1971-04-13,2.435,2.435,2.435,2.435
1971-04-14,2.438,2.438,2.438,2.438
1971-04-15,2.4365,2.4365,2.4365,2.4365
1971-04-16,2.4351,2.4351,2.4351,2.4351
1971-04-19,2.4372,2.4372,2.4372,2.4372
1971-04-20,2.4371,2.4371,2.4371,2.4371
1971-04-21,2.4372,2.4372,2.4372,2.4372
1971-04-22,2.4373,2.4373,2.4373,2.4373
1971-04-23,2.4395,2.4395,2.4395,2.4395
1971-04-26,2.4406,2.4406,2.4406,2.4406
1971-04-27,2.4419,2.4419,2.4419,2.4419
1971-04-28,2.4411,2.4411,2.4411,2.4411
1971-04-29,2.4404,2.4404,2.4404,2.4404
1971-04-30,2.4416,2.4416,2.4416,2.4416
1971-05-03,2.4405,2.4405,2.4405,2.4405
1971-05-04,2.4401,2.4401,2.4401,2.4401
1971-05-05,2.4375,2.4375,2.4375,2.4375
1971-05-06,2.4369,2.4369,2.4369,2.4369
1971-05-07,2.4353,2.4353,2.4353,2.4353
1971-05-10,2.4381,2.4381,2.4381,2.4381
1971-05-11,2.4375,2.4375,2.4375,2.4375
1971-05-12,2.4385,2.4385,2.4385,2.4385
1971-05-13,2.4399,2.4399,2.4399,2.4399
1971-05-14,2.4405,2.4405,2.4405,2.4405
1971-05-17,2.4411,2.4411,2.4411,2.4411
1971-05-18,2.4411,2.4411,2.4411,2.4411
1971-05-19,2.4425,2.4425,2.4425,2.4425
1971-05-20,2.4421,2.4421,2.4421,2.4421
1971-05-21,2.4412,2.4412,2.4412,2.4412
1971-05-24,2.4413,2.4413,2.4413,2.4413
1971-05-25,2.441,2.441,2.441,2.441
1971-05-26,2.4404,2.4404,2.4404,2.4404
1971-05-27,2.4415,2.4415,2.4415,2.4415
1971-05-28,2.4422,2.4422,2.4422,2.4422
1971-06-01,2.4471,2.4471,2.4471,2.4471
1971-06-02,2.449,2.449,2.449,2.449
1971-06-03,2.4637,2.4637,2.4637,2.4637
1971-06-04,2.4611,2.4611,2.4611,2.4611
1971-06-07,2.4585,2.4585,2.4585,2.4585
1971-06-08,2.4617,2.4617,2.4617,2.4617
1971-06-09,2.464,2.464,2.464,2.464
1971-06-10,2.4774,2.4774,2.4774,2.4774
1971-06-11,2.4774,2.4774,2.4774,2.4774
1971-06-14,2.4745,2.4745,2.4745,2.4745
1971-06-15,2.479,2.479,2.479,2.479
1971-06-16,2.4786,2.4786,2.4786,2.4786
1971-06-17,2.4775,2.4775,2.4775,2.4775
1971-06-18,2.4734,2.4734,2.4734,2.4734
1971-06-21,2.4775,2.4775,2.4775,2.4775
1971-06-22,2.4777,2.4777,2.4777,2.4777
1971-06-23,2.4756,2.4756,2.4756,2.4756
1971-06-24,2.4775,2.4775,2.4775,2.4775
1971-06-25,2.4753,2.4753,2.4753,2.4753
1971-06-28,2.4724,2.4724,2.4724,2.4724
1971-06-29,2.4746,2.4746,2.4746,2.4746
1971-06-30,2.4764,2.4764,2.4764,2.4764
1971-07-01,2.4751,2.4751,2.4751,2.4751
1971-07-02,2.4736,2.4736,2.4736,2.4736
1971-07-06,2.4734,2.4734,2.4734,2.4734
1971-07-07,2.4753,2.4753,2.4753,2.4753
1971-07-08,2.474,2.474,2.474,2.474
1971-07-09,2.474,2.474,2.474,2.474
1971-07-12,2.4736,2.4736,2.4736,2.4736
1971-07-13,2.4736,2.4736,2.4736,2.4736
1971-07-14,2.4746,2.4746,2.4746,2.4746
1971-07-15,2.4733,2.4733,2.4733,2.4733
1971-07-16,2.4741,2.4741,2.4741,2.4741
1971-07-19,2.4721,2.4721,2.4721,2.4721
1971-07-20,2.4675,2.4675,2.4675,2.4675
1971-07-21,2.4673,2.4673,2.4673,2.4673
1971-07-22,2.4613,2.4613,2.4613,2.4613
1971-07-23,2.4555,2.4555,2.4555,2.4555
1971-07-26,2.4603,2.4603,2.4603,2.4603
1971-07-27,2.4674,2.4674,2.4674,2.4674
1971-07-28,2.4724,2.4724,2.4724,2.4724
1971-07-29,2.4684,2.4684,2.4684,2.4684
1971-07-30,2.4635,2.4635,2.4635,2.4635
1971-08-02,2.4645,2.4645,2.4645,2.4645
1971-08-03,2.4643,2.4643,2.4643,2.4643
1971-08-04,2.4643,2.4643,2.4643,2.4643
1971-08-05,2.459,2.459,2.459,2.459
1971-08-06,2.4634,2.4634,2.4634,2.4634
1971-08-09,2.4342,2.4342,2.4342,2.4342
1971-08-10,2.4499,2.4499,2.4499,2.4499
1971-08-11,2.4547,2.4547,2.4547,2.4547
1971-08-12,2.4515,2.4515,2.4515,2.4515
1971-08-13,2.4483,2.4483,2.4483,2.4483
1971-08-16,2.4421,2.4421,2.4421,2.4421
1971-08-17,2.4336,2.4336,2.4336,2.4336
1971-08-18,2.4371,2.4371,2.4371,2.4371
1971-08-19,2.4419,2.4419,2.4419,2.4419
1971-08-20,2.441,2.441,2.441,2.441
1971-08-23,2.466,2.466,2.466,2.466
1971-08-24,2.4793,2.4793,2.4793,2.4793
1971-08-25,2.4888,2.4888,2.4888,2.4888
1971-08-26,2.4984,2.4984,2.4984,2.4984
1971-08-27,2.4938,2.4938,2.4938,2.4938
1971-08-30,2.5012,2.5012,2.5012,2.5012
1971-08-31,2.4882,2.4882,2.4882,2.4882
1971-09-01,2.4937,2.4937,2.4937,2.4937
1971-09-02,2.4928,2.4928,2.4928,2.4928
1971-09-03,2.4947,2.4947,2.4947,2.4947
1971-09-07,2.498,2.498,2.498,2.498
1971-09-08,2.4984,2.4984,2.4984,2.4984
1971-09-09,2.4974,2.4974,2.4974,2.4974
1971-09-10,2.4982,2.4982,2.4982,2.4982
1971-09-13,2.5002,2.5002,2.5002,2.5002
1971-09-14,2.5051,2.5051,2.5051,2.5051
1971-09-15,2.5058,2.5058,2.5058,2.5058
1971-09-16,2.5061,2.5061,2.5061,2.5061
1971-09-17,2.5058,2.5058,2.5058,2.5058
1971-09-20,2.5037,2.5037,2.5037,2.5037
1971-09-21,2.5038,2.5038,2.5038,2.5038
1971-09-22,2.5028,2.5028,2.5028,2.5028
1971-09-23,2.503,2.503,2.503,2.503
1971-09-24,2.4984,2.4984,2.4984,2.4984
1971-09-27,2.5045,2.5045,2.5045,2.5045
1971-09-28,2.5022,2.5022,2.5022,2.5022
1971-09-29,2.5082,2.5082,2.5082,2.5082
1971-09-30,2.5076,2.5076,2.5076,2.5076
1971-10-01,2.5121,2.5121,2.5121,2.5121
