Date,us_2year_bond_futures,us_10year_bond_futures,us_30year_bond_features,uk_gilt,jpy_bond_price
2004-04-19,2.07,111.44,108.06,107.18,137.75
2004-04-20,2.11,111.12,107.62,107.11,137.17
2004-04-21,2.22,111.0,107.69,106.9,136.89
2004-04-22,2.15,111.38,108.31,107.16,137.35
2004-04-23,2.29,110.69,107.5,107.06,137.38
2004-04-26,2.28,110.81,107.88,106.89,137.31
2004-04-27,2.21,111.12,108.12,106.89,137.53
2004-04-28,2.3,110.62,107.38,106.71,137.43
2004-04-29,2.34,110.19,106.62,106.45,137.54
2004-04-30,2.31,110.5,107.12,107.0,137.31
2004-05-03,2.34,110.5,107.19,,
2004-05-04,2.32,110.31,106.69,107.31,137.48
2004-05-05,2.34,110.06,106.38,107.09,137.54
2004-05-06,2.39,109.81,106.0,106.58,137.95
2004-05-07,2.64,108.5,104.5,106.02,137.87
2004-05-10,2.61,108.56,104.38,106.07,137.99
2004-05-11,2.61,108.69,104.56,106.22,137.57
2004-05-12,2.62,108.56,104.25,106.02,137.7
2004-05-13,2.67,108.19,103.62,105.71,138.16
2004-05-14,2.59,108.81,104.38,106.32,138.17
2004-05-17,2.51,109.5,105.44,106.51,139.0
2004-05-18,2.58,109.19,105.19,106.12,138.16
2004-05-19,2.61,108.75,104.5,105.68,138.09
2004-05-20,2.55,109.25,105.44,105.72,138.56
2004-05-21,2.6,108.94,105.0,105.61,138.63
2004-05-24,2.59,109.12,105.38,105.66,138.43
2004-05-25,2.58,109.25,105.69,105.73,138.68
2004-05-26,2.52,109.81,106.19,105.97,138.62
2004-05-27,2.46,110.38,107.19,106.22,138.5
2004-05-28,2.54,109.88,106.56,105.74,137.9
2004-06-01,2.6,109.62,105.88,105.39,137.71
2004-06-02,2.65,109.38,105.62,105.29,137.64
2004-06-03,2.63,109.56,105.81,105.32,137.68
2004-06-04,2.7,109.06,105.19,105.25,137.45
2004-06-07,2.67,107.75,103.88,105.43,136.76
2004-06-08,2.73,107.75,104.0,105.47,136.54
2004-06-09,2.79,107.44,103.56,104.71,134.63
2004-06-10,2.81,107.62,103.94,105.0,134.6
2004-06-11,,,,104.82,134.52
2004-06-14,2.97,107.06,103.0,104.71,134.27
2004-06-15,2.77,108.5,105.25,105.62,134.84
2004-06-16,2.84,108.19,104.69,105.08,133.9
2004-06-17,2.81,108.5,105.38,104.93,133.23
2004-06-18,2.81,108.38,105.12,105.22,134.08
2004-06-21,2.8,108.56,105.31,105.43,134.21
2004-06-22,2.8,108.44,105.12,105.24,133.69
2004-06-23,2.78,108.56,105.25,105.43,133.8
2004-06-24,2.74,109.0,106.0,105.84,133.97
2004-06-25,2.74,109.0,106.0,105.53,134.7
2004-06-28,2.86,108.25,104.88,105.32,134.19
2004-06-29,2.83,108.62,105.44,105.4,134.62
2004-06-30,2.7,109.31,106.38,105.87,135.23
2004-07-01,2.64,109.69,106.81,105.95,134.65
2004-07-02,2.54,110.5,108.06,106.17,135.7
2004-07-05,,,,106.17,135.24
2004-07-06,2.56,110.38,107.81,106.15,135.64
2004-07-07,2.56,110.44,107.88,106.35,135.18
2004-07-08,2.55,110.5,107.88,106.32,135.46
2004-07-09,2.55,110.56,108.0,106.27,134.86
2004-07-12,2.53,110.69,108.19,106.39,135.28
2004-07-13,2.58,110.44,107.81,105.9,135.35
2004-07-14,2.62,110.44,107.81,105.96,135.25
2004-07-15,2.64,110.38,107.88,105.93,135.1
2004-07-16,2.54,111.38,109.38,106.42,135.63
2004-07-19,2.56,111.31,109.38,106.51,135.68
2004-07-20,2.67,110.56,108.38,106.36,135.72
2004-07-21,2.71,110.38,108.0,105.73,135.22
2004-07-22,2.69,110.5,108.25,105.84,135.37
2004-07-23,2.69,110.75,108.62,105.76,135.15
2004-07-26,2.75,110.5,108.19,105.57,134.94
2004-07-27,2.82,109.69,106.75,105.38,134.65
2004-07-28,2.78,109.81,106.81,105.37,134.75
2004-07-29,2.75,110.0,107.0,105.31,135.06
2004-07-30,2.68,110.75,108.25,105.95,134.97
2004-08-02,2.66,110.88,108.38,105.91,134.7
2004-08-03,2.66,111.06,108.81,105.95,134.81
2004-08-04,2.66,111.0,108.75,106.1,135.56
2004-08-05,2.64,111.25,109.0,106.64,135.86
2004-08-06,2.4,112.75,110.88,107.19,136.82
2004-08-09,2.45,112.5,110.69,106.94,136.42
2004-08-10,2.55,112.12,110.38,107.06,136.44
2004-08-11,2.54,112.25,110.56,106.82,136.57
2004-08-12,2.52,112.44,110.75,107.14,136.72
2004-08-13,2.47,112.81,111.38,107.22,137.36
2004-08-16,2.51,112.56,110.75,106.85,137.43
2004-08-17,2.44,112.94,111.31,107.02,136.96
2004-08-18,2.44,112.75,111.06,107.07,137.22
2004-08-19,2.43,112.75,111.0,107.11,136.95
2004-08-20,2.46,113.0,111.0,107.17,137.09
2004-08-23,2.5,112.25,110.06,106.76,136.77
2004-08-24,2.5,112.12,110.06,106.7,136.73
2004-08-25,2.51,112.56,110.81,107.01,136.59
2004-08-26,2.48,112.81,111.25,107.09,136.79
2004-08-27,2.48,112.81,111.38,107.01,137.3
2004-08-30,2.47,113.12,111.81,,137.37
2004-08-31,2.41,113.5,112.56,107.43,137.78
2004-09-01,2.41,113.62,112.62,107.2,137.77
2004-09-02,2.46,113.19,111.88,106.91,138.02
2004-09-03,2.61,112.5,110.81,106.45,137.57
2004-09-06,,,,106.78,137.29
2004-09-07,2.58,111.56,110.31,106.86,136.9
2004-09-08,2.5,112.31,111.25,106.97,137.09
2004-09-09,2.5,112.12,110.81,106.95,136.9
2004-09-10,2.5,112.31,111.12,107.05,137.23
2004-09-13,2.5,112.5,111.44,106.98,137.11
2004-09-14,2.47,112.62,111.62,107.1,137.21
2004-09-15,2.51,112.38,111.25,107.03,137.33
2004-09-16,2.44,113.06,112.5,107.02,137.25
2004-09-17,2.53,112.69,111.88,107.06,137.46
2004-09-20,2.46,113.25,112.69,107.24,137.57
2004-09-21,2.49,113.31,113.06,107.25,137.59
2004-09-22,2.5,113.62,113.81,107.82,137.94
2004-09-23,2.57,113.25,113.44,107.83,138.04
2004-09-24,2.62,113.19,113.44,107.7,138.13
2004-09-27,2.59,113.44,113.81,107.87,138.38
2004-09-28,2.55,113.38,113.5,107.75,138.26
2004-09-29,2.61,112.81,112.62,107.66,138.05
2004-09-30,2.63,112.62,112.25,107.65,137.97
2004-10-01,2.63,112.19,111.5,107.45,137.5
2004-10-04,2.65,112.25,111.69,107.31,137.17
2004-10-05,2.65,112.31,111.75,107.59,137.07
2004-10-06,2.7,111.94,111.19,107.59,137.1
2004-10-07,2.72,111.81,110.88,107.43,137.05
2004-10-08,2.61,112.56,112.19,108.02,137.51
2004-10-11,,,,107.92,137.61
2004-10-12,2.56,112.81,112.5,108.35,138.13
2004-10-13,2.53,113.12,112.75,108.24,137.9
2004-10-14,2.48,113.56,113.44,108.44,138.23
2004-10-15,2.53,113.25,113.0,108.22,138.21
2004-10-18,2.55,113.25,113.12,108.48,138.08
2004-10-19,2.57,113.31,113.38,108.38,137.89
2004-10-20,2.53,113.62,114.0,108.62,138.45
2004-10-21,2.57,113.56,114.06,108.59,138.51
2004-10-22,2.55,113.75,114.19,108.55,138.17
2004-10-25,2.54,113.88,114.38,108.77,138.69
2004-10-26,2.54,113.81,114.19,108.6,138.57
2004-10-27,2.63,113.12,113.06,108.22,138.58
2004-10-28,2.59,113.19,113.19,108.4,138.1
2004-10-29,2.56,113.56,113.88,108.4,138.3
2004-11-01,2.61,113.12,113.12,108.3,137.9
2004-11-02,2.6,113.25,113.25,107.9,137.59
2004-11-03,2.6,113.31,113.44,108.01,137.54
2004-11-04,2.63,113.25,113.62,108.27,137.98
2004-11-05,2.8,112.44,112.25,107.9,137.43
2004-11-08,2.8,112.25,112.0,107.93,137.62
2004-11-09,2.8,112.31,112.0,108.3,138.14
2004-11-10,2.82,112.0,111.56,108.14,138.0
2004-11-11,,,,108.57,138.42
2004-11-12,2.86,112.38,112.38,109.05,138.33
2004-11-15,2.89,112.44,112.56,109.03,138.14
2004-11-16,2.91,112.31,112.5,109.15,138.35
2004-11-17,2.85,112.81,113.31,108.96,138.43
2004-11-18,2.86,112.88,113.69,108.53,138.6
2004-11-19,2.95,112.31,112.75,108.77,138.74
2004-11-22,2.95,112.44,113.31,109.08,139.02
2004-11-23,2.98,112.31,113.25,109.24,138.95
2004-11-24,3.01,112.25,113.19,109.27,139.15
2004-11-25,,,,109.37,138.81
2004-11-26,3.03,112.06,112.69,109.54,138.7
2004-11-29,3.07,111.44,111.5,109.28,138.55
2004-11-30,3.02,111.44,111.12,109.43,138.69
2004-12-01,3.01,111.38,111.0,109.3,138.78
2004-12-02,3.04,111.25,110.62,108.85,138.93
2004-12-03,2.94,112.12,112.12,109.11,139.25
2004-12-06,2.93,111.69,111.5,109.45,139.06
2004-12-07,2.95,111.69,111.69,109.73,139.25
2004-12-08,2.91,112.44,113.06,109.98,139.15
2004-12-09,2.93,112.25,112.62,111.52,138.85
2004-12-10,2.95,112.38,112.69,111.63,138.99
2004-12-13,2.98,112.44,112.88,111.74,139.09
2004-12-14,2.99,112.56,113.19,111.78,139.03
2004-12-15,2.97,112.88,114.0,112.27,139.08
2004-12-16,3.01,112.19,112.62,111.99,138.8
2004-12-17,3.03,112.06,112.38,111.91,138.55
2004-12-20,3.06,112.0,112.5,112.15,138.87
2004-12-21,3.05,112.19,112.88,112.03,139.09
2004-12-22,3.04,112.06,112.5,112.22,139.12
2004-12-23,3.02,112.0,112.31,112.31,139.15
2004-12-24,,,,112.26,139.0
2004-12-27,3.07,111.5,111.31,,138.62
2004-12-28,3.08,111.5,111.38,,138.32
2004-12-29,3.12,111.25,111.06,110.6,138.48
2004-12-30,3.1,111.69,111.75,111.25,138.4
2004-12-31,3.08,111.94,112.5,111.56,
2005-01-03,3.1,111.88,112.56,,
2005-01-04,3.2,111.44,111.81,111.68,138.75
2005-01-05,3.22,111.44,112.06,111.52,138.7
2005-01-06,3.18,111.5,112.12,111.6,138.6
2005-01-07,3.2,111.38,112.12,111.71,138.72
2005-01-10,3.23,111.38,112.38,111.74,138.75
2005-01-11,3.24,111.56,112.88,111.75,138.96
2005-01-12,3.22,111.62,113.0,111.59,139.22
2005-01-13,3.21,112.0,113.69,111.97,139.16
2005-01-14,3.24,111.81,113.44,111.9,138.88
2005-01-17,,,,111.94,139.0
2005-01-18,3.26,111.94,113.94,111.42,139.17
2005-01-19,3.26,111.94,114.0,111.3,139.29
2005-01-20,3.21,112.06,114.19,111.08,139.3
2005-01-21,3.16,112.31,114.38,111.08,139.4
2005-01-24,3.2,112.38,114.75,111.12,139.44
2005-01-25,3.23,111.94,113.94,111.11,139.44
2005-01-26,3.27,111.88,113.94,111.02,139.4
2005-01-27,3.28,111.75,113.88,110.75,139.6
2005-01-28,3.25,112.25,114.69,110.98,139.8
2005-01-31,3.29,112.25,114.88,111.05,139.57
2005-02-01,3.29,112.31,114.81,111.13,139.84
2005-02-02,3.32,112.25,114.88,111.08,139.86
2005-02-03,3.34,112.06,114.81,110.98,139.73
2005-02-04,3.29,112.69,115.94,111.65,139.76
2005-02-07,3.31,112.75,116.5,111.95,139.52
2005-02-08,3.33,112.81,116.75,112.24,139.3
2005-02-09,3.24,113.38,117.25,112.11,139.0
2005-02-10,3.29,112.81,116.06,111.93,138.76
2005-02-11,3.34,112.62,115.81,111.69,138.71
2005-02-14,3.38,112.75,116.25,111.34,138.46
2005-02-15,3.37,112.56,115.88,111.09,138.62
2005-02-16,3.41,112.12,115.25,111.11,138.62
2005-02-17,3.38,112.0,114.81,110.8,138.81
2005-02-18,3.45,111.5,113.94,110.2,138.52
2005-02-21,,,,109.96,138.43
2005-02-22,3.46,111.38,113.69,109.96,138.58
2005-02-23,3.46,111.44,113.88,109.6,138.79
2005-02-24,3.52,111.31,113.75,109.45,138.83
2005-02-25,3.54,111.44,114.0,109.72,138.65
2005-02-28,3.59,110.88,113.12,109.91,138.1
2005-03-01,3.59,110.81,112.94,109.45,138.01
2005-03-02,3.57,110.75,112.75,109.03,137.88
2005-03-03,3.59,110.69,112.69,109.19,137.85
2005-03-04,3.57,111.12,113.69,109.49,138.14
2005-03-07,3.61,110.25,113.31,109.46,138.19
2005-03-08,3.62,109.75,112.44,108.96,138.02
2005-03-09,3.66,108.94,110.88,108.61,137.41
2005-03-10,3.68,109.25,111.38,108.6,137.8
2005-03-11,3.73,108.75,110.62,108.66,137.67
2005-03-14,3.75,108.81,110.81,108.73,137.52
2005-03-15,3.75,108.75,110.56,109.2,137.91
2005-03-16,3.72,108.94,110.81,109.36,137.95
2005-03-17,3.7,109.25,111.19,109.18,138.42
2005-03-18,3.72,109.06,110.75,108.97,138.18
2005-03-21,3.72,109.06,110.56,108.87,138.19
2005-03-22,3.86,108.44,109.75,109.32,138.29
2005-03-23,3.84,108.38,109.94,108.84,138.34
2005-03-24,3.88,108.44,110.19,109.0,138.66
2005-03-28,3.9,108.16,109.72,,
2005-03-29,3.87,108.59,110.31,109.32,139.12
2005-03-30,3.86,108.81,110.75,109.74,139.08
2005-03-31,3.8,109.28,111.47,110.05,139.3
2005-04-01,3.75,109.53,111.84,109.71,139.36
2005-04-04,3.74,109.53,111.75,110.12,139.46
2005-04-05,3.75,109.44,111.59,109.98,139.11
2005-04-06,3.7,109.75,111.88,110.07,139.13
2005-04-07,3.72,109.41,111.25,110.34,139.37
2005-04-08,3.77,109.44,111.53,110.18,139.32
2005-04-11,3.75,109.72,112.03,110.22,139.35
2005-04-12,3.71,110.25,112.84,110.11,139.58
2005-04-13,3.66,110.28,112.62,110.35,139.49
2005-04-14,3.6,110.66,112.88,110.45,139.53
2005-04-15,3.54,111.16,113.88,110.9,139.85
2005-04-18,3.55,110.94,113.56,110.98,140.21
2005-04-19,3.5,111.41,114.34,110.93,140.22
2005-04-20,3.52,111.56,114.5,110.96,140.38
2005-04-21,3.65,110.78,113.47,110.84,140.1
2005-04-22,3.62,111.06,114.0,110.88,140.13
2005-04-25,3.64,111.0,114.16,111.02,140.25
2005-04-26,3.67,110.97,113.97,111.06,140.28
2005-04-27,3.64,111.25,114.44,111.23,140.35
2005-04-28,3.59,111.84,115.31,111.57,140.67
2005-04-29,3.66,111.41,114.88,111.48,140.7
2005-05-02,3.64,111.53,114.91,,140.63
2005-05-03,3.68,111.59,115.22,111.63,140.64
2005-05-04,3.63,111.59,114.69,111.41,140.6
2005-05-05,3.58,111.84,114.97,111.68,140.61
2005-05-06,3.73,111.03,114.06,110.92,140.73
2005-05-09,3.76,110.91,114.0,111.2,140.23
2005-05-10,3.69,111.44,114.72,111.63,140.43
2005-05-11,3.68,111.5,114.97,112.33,140.46
2005-05-12,3.66,111.75,115.25,112.49,140.46
2005-05-13,3.61,111.97,115.62,112.79,140.55
2005-05-16,3.61,111.94,115.53,112.78,140.08
2005-05-17,3.61,112.09,115.72,112.94,140.3
2005-05-18,3.56,112.31,116.22,112.96,140.34
2005-05-19,3.64,112.09,115.94,112.73,140.37
2005-05-20,3.69,112.06,115.97,112.52,140.35
2005-05-23,3.65,112.59,116.78,112.9,140.19
2005-05-24,3.61,113.12,117.03,113.1,140.59
2005-05-25,3.61,112.62,116.28,113.09,140.89
2005-05-26,3.64,112.56,116.41,112.8,140.62
2005-05-27,3.64,112.62,116.41,112.7,140.6
2005-05-30,,,,,140.71
2005-05-31,3.6,113.0,117.72,113.24,140.76
2005-06-01,3.5,114.06,118.72,113.84,141.17
2005-06-02,3.52,114.0,118.69,113.99,140.93
2005-06-03,3.57,113.38,117.94,113.61,141.05
2005-06-06,3.59,113.59,118.25,113.58,140.93
2005-06-07,3.57,113.97,118.91,113.91,141.25
2005-06-08,3.6,113.72,118.53,114.13,141.19
2005-06-09,3.64,113.69,118.44,113.64,140.71
2005-06-10,3.71,112.94,117.22,113.59,140.68
2005-06-13,3.71,112.62,116.66,113.2,140.46
2005-06-14,3.71,112.5,116.25,112.9,140.57
2005-06-15,3.72,112.41,116.44,112.16,140.41
2005-06-16,3.7,112.72,116.81,112.3,139.73
2005-06-17,3.72,112.59,116.81,112.3,139.83
2005-06-20,3.72,112.34,116.44,112.2,139.82
2005-06-21,3.71,112.84,117.34,112.72,139.95
2005-06-22,3.62,113.59,118.47,113.43,140.18
2005-06-23,3.63,113.5,118.38,113.43,140.57
2005-06-24,3.59,113.75,118.81,113.78,140.77
2005-06-27,3.6,113.91,119.22,114.07,141.02
2005-06-28,3.65,113.41,118.38,113.66,140.72
2005-06-29,3.65,113.31,118.19,113.68,141.17
2005-06-30,3.66,113.66,119.09,114.24,141.24
2005-07-01,3.76,112.69,117.53,113.87,140.98
2005-07-04,,,,113.79,140.7
2005-07-05,3.79,112.16,116.81,113.33,140.46
2005-07-06,3.77,112.41,117.25,113.2,140.58
2005-07-07,3.71,112.47,117.41,113.93,140.96
2005-07-08,3.78,112.19,117.09,113.75,140.89
2005-07-11,3.81,112.12,117.12,113.12,140.49
2005-07-12,3.82,111.84,116.56,112.91,140.55
2005-07-13,3.84,111.78,116.44,112.93,140.19
2005-07-14,3.86,111.62,116.19,112.6,140.31
2005-07-15,3.86,111.75,116.47,112.85,140.14
2005-07-18,3.89,111.47,115.66,113.15,140.2
2005-07-19,3.88,111.78,116.06,112.91,140.1
2005-07-20,3.9,111.91,116.5,112.79,140.15
2005-07-21,3.96,111.06,115.09,112.66,140.15
2005-07-22,3.92,111.47,115.91,113.14,140.69
2005-07-25,3.95,111.22,115.56,113.19,140.51
2005-07-26,3.95,111.38,115.78,112.97,140.36
2005-07-27,3.99,111.16,115.5,112.98,139.94
2005-07-28,3.96,111.66,116.38,113.01,139.99
2005-07-29,4.02,111.0,115.34,112.91,139.76
2005-08-01,4.04,110.72,114.97,112.6,139.48
2005-08-02,4.06,110.56,114.59,112.34,139.25
2005-08-03,4.02,110.84,115.16,112.42,139.1
2005-08-04,4.04,110.69,114.97,112.43,139.03
2005-08-05,4.11,110.09,114.16,112.03,138.99
2005-08-08,4.16,109.91,113.88,112.17,138.8
2005-08-09,4.13,110.19,114.25,112.1,138.85
2005-08-10,4.13,110.16,114.19,112.16,138.42
2005-08-11,4.1,110.69,115.03,112.4,138.1
2005-08-12,4.05,111.12,115.88,112.77,138.62
2005-08-15,4.08,110.81,115.5,112.74,138.34
2005-08-16,4.03,111.44,116.34,113.0,138.37
2005-08-17,4.07,110.94,115.59,113.13,138.68
2005-08-18,4.01,111.59,116.31,113.37,138.78
2005-08-19,4.03,111.56,116.28,113.24,138.61
2005-08-22,4.03,111.56,116.25,113.37,138.18
2005-08-23,4.01,111.72,116.59,113.44,138.64
2005-08-24,3.99,111.81,116.69,113.56,138.82
2005-08-25,4.0,111.84,117.0,113.79,138.74
2005-08-26,4.06,111.59,116.78,113.76,138.81
2005-08-29,4.06,111.75,116.94,,139.32
2005-08-30,3.97,112.38,117.66,113.93,139.41
2005-08-31,3.84,112.97,118.47,114.24,139.81
2005-09-01,3.72,113.03,118.0,114.5,139.86
2005-09-02,3.75,112.16,117.78,114.36,139.93
2005-09-05,,,,114.26,139.85
2005-09-06,3.8,111.81,117.0,113.92,139.83
2005-09-07,3.87,111.47,116.25,113.71,139.96
2005-09-08,3.87,111.44,116.12,114.0,
2005-09-09,3.88,111.59,116.53,113.94,139.46
2005-09-12,3.92,111.16,115.91,113.19,138.95
2005-09-13,3.88,111.5,116.38,113.59,139.31
2005-09-14,3.9,111.28,115.97,113.69,139.23
2005-09-15,3.9,110.91,115.22,113.46,139.2
2005-09-16,3.97,110.5,114.62,113.03,139.11
2005-09-19,3.93,110.75,114.78,113.28,138.96
2005-09-20,4.0,110.69,115.0,113.34,139.01
2005-09-21,3.96,111.25,115.88,113.84,138.96
2005-09-22,3.95,111.22,115.84,113.69,138.99
2005-09-23,4.02,110.66,115.06,113.35,138.98
2005-09-26,4.07,110.31,114.56,112.75,138.57
2005-09-27,4.08,110.41,114.84,112.69,138.41
2005-09-28,4.09,110.44,115.19,112.98,137.83
2005-09-29,4.13,110.19,114.69,112.79,137.53
2005-09-30,4.18,109.94,114.41,112.66,137.68
2005-10-03,4.21,109.56,113.75,112.62,137.45
2005-10-04,4.22,109.62,113.94,112.69,136.82
2005-10-05,4.21,109.78,114.34,112.86,137.54
2005-10-06,4.2,109.5,113.81,112.9,137.58
2005-10-07,4.18,109.78,114.31,112.92,137.25
2005-10-10,,,,113.01,137.29
2005-10-11,4.22,109.56,113.88,112.83,136.86
2005-10-12,4.24,109.22,113.16,112.37,137.05
2005-10-13,4.24,109.03,112.84,111.82,136.76
2005-10-14,4.27,108.97,112.69,111.51,136.77
2005-10-17,4.29,108.81,112.5,111.61,136.82
2005-10-18,4.27,109.0,112.72,111.76,137.0
2005-10-19,4.25,109.09,112.81,111.97,137.6
2005-10-20,4.27,109.25,113.09,111.7,137.08
2005-10-21,4.22,109.56,113.84,112.0,137.53
2005-10-24,4.25,109.12,113.06,111.91,137.51
2005-10-25,4.34,108.53,112.16,111.57,137.21
2005-10-26,4.38,108.22,111.5,111.53,137.04
2005-10-27,4.36,108.5,111.84,111.74,137.44
2005-10-28,4.4,108.38,111.81,111.92,137.5
2005-10-31,4.4,108.47,111.94,112.37,137.02
2005-11-01,4.42,108.41,111.88,112.24,136.82
2005-11-02,4.43,108.12,111.41,111.64,136.67
2005-11-03,4.47,107.72,110.72,111.38,136.48
2005-11-04,4.47,107.66,110.59,111.45,136.03
2005-11-07,4.47,107.88,110.97,111.5,136.27
2005-11-08,4.43,108.34,111.81,111.81,136.64
2005-11-09,4.49,107.81,110.84,111.53,136.52
2005-11-10,4.44,108.38,111.97,111.5,136.7
2005-11-11,,,,111.4,136.78
2005-11-14,4.5,107.97,111.22,111.38,137.36
2005-11-15,4.47,108.31,111.81,112.31,137.73
2005-11-16,4.42,108.91,112.84,113.18,137.7
2005-11-17,4.37,108.97,112.91,113.12,137.74
2005-11-18,4.4,108.78,112.53,112.85,137.61
2005-11-21,4.39,109.0,112.78,113.06,137.83
2005-11-22,4.32,109.25,112.97,113.07,138.0
2005-11-23,4.36,108.97,112.44,112.89,137.98
2005-11-24,,,,113.25,138.33
2005-11-25,4.33,109.25,112.91,113.33,138.31
2005-11-28,4.33,109.41,113.38,113.24,138.17
2005-11-29,4.4,108.91,112.44,112.95,138.11
2005-11-30,4.42,108.78,112.41,113.07,138.23
2005-12-01,4.45,108.56,112.06,113.41,138.27
2005-12-02,4.43,108.34,111.91,112.89,137.66
2005-12-05,4.47,108.03,111.47,112.63,137.08
2005-12-06,4.42,108.62,112.47,113.05,137.43
2005-12-07,4.42,108.47,112.03,112.65,137.45
2005-12-08,4.37,108.91,112.66,112.99,137.77
2005-12-09,4.43,108.41,111.97,112.55,136.58
2005-12-12,4.45,108.22,111.75,112.68,136.34
2005-12-13,4.43,108.44,112.0,112.79,136.55
2005-12-14,4.37,108.91,112.81,112.99,137.18
2005-12-15,4.37,108.88,112.69,112.82,137.1
2005-12-16,4.37,109.09,113.06,113.29,137.0
2005-12-19,4.38,109.02,113.03,113.91,136.84
2005-12-20,4.42,108.92,112.91,113.8,136.86
2005-12-21,4.43,108.75,112.66,113.53,136.55
2005-12-22,4.4,109.19,113.5,113.77,136.77
2005-12-23,4.37,109.56,114.16,113.77,136.78
2005-12-27,4.35,109.83,114.75,,137.02
2005-12-28,4.37,109.61,114.44,114.38,136.96
2005-12-29,4.38,109.64,114.59,114.19,137.0
2005-12-30,4.41,109.44,114.34,114.45,137.3
2006-01-02,,,,,137.15
2006-01-03,4.34,109.7,114.5,114.4,137.35
2006-01-04,4.31,109.83,114.59,114.78,137.74
2006-01-05,4.32,109.77,114.41,114.72,137.93
2006-01-06,4.36,109.59,114.16,114.62,137.91
2006-01-09,4.36,109.64,114.22,114.45,137.89
2006-01-10,4.41,109.23,113.5,114.17,138.0
2006-01-11,4.44,109.0,113.22,114.32,137.59
2006-01-12,4.39,109.34,113.84,114.62,137.87
2006-01-13,4.34,109.73,114.62,114.92,137.92
2006-01-16,,,,114.95,137.84
2006-01-17,4.33,109.86,114.88,115.42,138.14
2006-01-18,4.33,109.77,114.75,115.47,138.05
2006-01-19,4.37,109.5,114.41,114.9,137.62
2006-01-20,4.37,109.66,114.75,115.01,137.79
2006-01-23,4.35,109.62,114.66,115.12,137.9
2006-01-24,4.37,109.44,114.28,115.04,137.93
2006-01-25,4.46,108.83,113.22,114.46,137.69
2006-01-26,4.49,108.55,112.66,113.77,137.1
2006-01-27,4.51,108.59,112.78,113.66,137.03
2006-01-30,4.52,108.48,112.66,113.95,136.77
2006-01-31,4.54,108.44,112.84,114.04,136.92
2006-02-01,4.59,108.19,112.59,113.73,136.8
2006-02-02,4.59,108.19,112.69,113.63,136.77
2006-02-03,4.59,108.36,113.34,113.7,136.39
2006-02-06,4.62,108.27,113.31,113.72,136.6
2006-02-07,4.61,108.17,112.88,113.49,136.31
2006-02-08,4.64,107.98,112.53,113.47,136.54
2006-02-09,4.66,108.06,112.84,113.95,136.46
2006-02-10,4.69,107.78,112.41,113.8,135.86
2006-02-13,4.68,107.86,112.41,113.79,136.04
2006-02-14,4.69,107.69,112.06,113.87,135.78
2006-02-15,4.71,107.7,112.19,113.53,136.18
2006-02-16,4.69,107.78,112.31,113.78,136.32
2006-02-17,4.66,108.11,113.06,114.18,136.7
2006-02-20,,,,114.32,136.48
2006-02-21,4.71,107.94,112.88,114.25,136.72
2006-02-22,4.68,108.14,113.25,114.37,136.7
2006-02-23,4.72,107.83,112.88,114.15,136.27
2006-02-24,4.74,107.73,112.69,113.78,135.75
2006-02-27,4.74,107.69,112.5,113.42,135.82
2006-02-28,4.69,107.98,113.03,113.68,136.04
2006-03-01,4.71,107.8,112.56,113.86,135.7
2006-03-02,4.72,107.38,111.94,113.26,135.55
2006-03-03,4.76,107.08,111.34,113.2,135.78
2006-03-06,4.77,106.78,110.72,113.1,135.76
2006-03-07,4.77,106.81,110.72,113.02,135.9
2006-03-08,4.72,106.84,110.66,112.83,136.23
2006-03-09,4.72,106.91,110.69,112.34,135.02
2006-03-10,4.74,106.78,110.38,112.09,134.41
2006-03-13,4.74,106.69,110.25,111.96,134.1
2006-03-14,4.66,107.23,111.03,112.38,134.31
2006-03-15,4.69,107.08,110.56,112.21,133.96
2006-03-16,4.62,107.73,111.47,112.5,134.28
2006-03-17,4.65,107.56,111.06,112.0,134.13
2006-03-20,4.65,107.69,111.28,112.08,133.74
2006-03-21,4.72,107.23,110.69,112.03,133.64
2006-03-22,4.74,107.27,110.88,112.3,133.82
2006-03-23,4.77,106.97,110.5,112.16,133.83
2006-03-24,4.72,107.52,111.34,112.3,133.72
2006-03-27,4.72,107.3,110.91,112.13,134.24
2006-03-28,4.81,106.75,110.09,111.75,133.8
2006-03-29,4.82,106.62,109.69,111.69,133.24
2006-03-30,4.84,106.31,109.16,111.58,133.05
2006-03-31,4.82,106.39,109.16,111.5,133.35
2006-04-03,4.86,106.3,109.12,111.45,132.8
2006-04-04,4.84,106.31,109.03,111.33,133.06
2006-04-05,4.81,106.48,109.16,111.73,133.11
2006-04-06,4.84,106.16,108.47,111.45,132.31
2006-04-07,4.89,105.7,107.69,111.34,132.36
2006-04-10,4.89,105.88,107.94,111.23,132.6
2006-04-11,4.88,106.08,108.25,111.21,132.66
2006-04-12,4.91,105.7,107.62,111.1,132.61
2006-04-13,4.96,105.31,106.97,110.55,132.05
2006-04-17,4.91,105.61,107.41,,
2006-04-18,4.84,105.91,107.53,110.66,132.16
2006-04-19,4.86,105.7,107.09,110.66,132.45
2006-04-20,4.89,105.58,106.97,110.65,132.39
2006-04-21,4.9,105.73,107.44,110.39,132.62
2006-04-24,4.89,105.91,107.81,110.22,132.8
2006-04-25,4.95,105.36,106.84,109.75,132.26
2006-04-26,4.99,105.12,106.56,109.36,132.11
