Date,us_2year_bond_futures,us_10year_bond_futures,us_30year_bond_features,uk_gilt,jpy_bond_price
1986-07-24,,90.25,80.19,,
1986-07-25,,90.44,80.44,,
1986-07-28,,89.25,78.81,,
1986-07-29,,90.12,80.06,,
1986-07-30,,90.25,80.44,,
1986-07-31,,90.75,81.12,,
1986-08-01,,90.94,80.81,,
1986-08-04,,91.0,81.12,,
1986-08-05,,90.69,80.12,,
1986-08-06,,90.25,79.88,,
1986-08-07,,90.56,80.62,,
1986-08-08,,91.44,82.25,,
1986-08-11,,91.81,82.88,,
1986-08-12,,92.06,82.81,,
1986-08-13,,92.5,83.81,,
1986-08-14,,92.31,83.62,,
1986-08-15,,92.38,83.62,,
1986-08-18,,92.5,83.88,,
1986-08-19,,92.94,84.81,,
1986-08-20,,93.19,85.0,,
1986-08-21,,93.19,84.5,,
1986-08-22,,92.5,83.62,,
1986-08-25,,92.75,84.06,,
1986-08-26,,93.38,85.0,,
1986-08-27,,92.75,83.81,,
1986-08-28,,93.06,84.31,,
1986-08-29,,93.62,85.0,,
1986-09-02,,92.94,82.75,,
1986-09-03,,91.94,81.38,,
1986-09-04,,92.12,81.38,,
1986-09-05,,91.5,80.06,,
1986-09-08,,91.0,79.5,,
1986-09-09,,91.25,80.12,,
1986-09-10,,91.5,80.19,,
1986-09-11,,90.56,78.56,,
1986-09-12,,90.06,77.69,,
1986-09-15,,90.56,78.56,,
1986-09-16,,90.56,78.62,,
1986-09-17,,91.19,79.12,,
1986-09-18,,90.38,77.75,,
1986-09-19,,90.31,76.81,,
1986-09-22,,89.5,77.69,,
1986-09-23,,89.56,77.94,,
1986-09-24,,90.38,79.38,,
1986-09-25,,90.19,79.0,,
1986-09-26,,90.5,79.38,,
1986-09-29,,89.94,78.69,,
1986-09-30,,90.5,80.12,,
1986-10-01,,90.69,80.19,,
1986-10-02,,90.5,79.81,,
1986-10-03,,91.38,80.62,,
1986-10-06,,91.62,80.56,,
1986-10-07,,91.62,80.75,,
1986-10-08,,91.25,80.12,,
1986-10-09,,91.5,80.25,,
1986-10-10,,91.19,79.81,,
1986-10-13,,90.94,79.75,,
1986-10-14,,90.19,78.62,,
1986-10-15,,90.5,79.0,,
1986-10-16,,90.25,78.56,,
1986-10-17,,90.19,78.44,,
1986-10-20,,89.69,77.69,,
1986-10-21,,90.25,78.56,,
1986-10-22,,90.69,79.31,,
1986-10-23,,91.12,79.88,,
1986-10-24,,90.94,79.56,,
1986-10-27,,91.25,80.12,,
1986-10-28,,91.12,79.88,,
1986-10-29,,91.62,80.56,,
1986-10-30,,92.0,81.44,,
1986-10-31,,91.94,81.38,,
1986-11-03,,92.12,81.88,,
1986-11-04,,92.06,81.81,,
1986-11-05,,92.06,81.81,,
1986-11-06,,91.56,80.75,,
1986-11-07,,91.12,79.88,,
1986-11-10,,91.25,80.12,,
1986-11-11,,91.31,80.0,,
1986-11-12,,91.5,80.44,,
1986-11-13,,91.62,80.75,,
1986-11-14,,91.81,81.44,,
1986-11-17,,92.31,82.44,,
1986-11-18,,92.0,81.75,,
1986-11-19,,92.56,82.88,,
1986-11-20,,92.5,82.56,,
1986-11-21,,92.69,82.69,,
1986-11-24,,92.94,83.19,,
1986-11-25,,92.56,82.5,,
1986-11-26,,92.69,82.62,,
1986-11-28,,92.81,82.75,,
1986-12-01,,92.62,82.5,,
1986-12-02,,93.38,82.88,,
1986-12-03,,93.38,83.06,,
1986-12-04,,93.81,83.5,,
1986-12-05,,93.0,81.94,,
1986-12-08,,93.5,82.56,,
1986-12-09,,93.5,82.44,,
1986-12-10,,93.62,82.88,,
1986-12-11,,93.25,81.94,,
1986-12-12,,93.25,82.0,,
1986-12-15,,93.12,82.0,,
1986-12-16,,93.38,82.25,,
1986-12-17,,93.38,82.31,,
1986-12-18,,93.5,82.44,,
1986-12-19,,93.56,82.75,,
1986-12-22,,92.94,83.06,,
1986-12-23,,93.06,83.19,,
1986-12-24,,93.06,83.25,,
1986-12-26,,93.0,83.19,,
1986-12-29,,92.5,82.19,,
1986-12-30,,92.12,81.75,,
1986-12-31,,92.12,81.44,,
1987-01-02,,92.81,82.88,,
1987-01-05,,93.19,83.44,,
1987-01-06,,93.12,83.38,,
1987-01-07,,93.25,83.81,,
1987-01-08,,93.25,83.88,,
1987-01-09,,93.38,84.31,,
1987-01-12,,93.12,83.81,,
1987-01-13,,93.0,83.44,,
1987-01-14,,92.75,83.06,,
1987-01-15,,93.0,83.12,,
1987-01-16,,93.38,83.88,,
1987-01-19,,93.62,84.19,,
1987-01-20,,93.56,84.25,,
1987-01-21,,93.62,84.19,,
1987-01-22,,93.5,84.12,,
1987-01-23,,93.12,83.25,,
1987-01-26,,92.81,82.56,,
1987-01-27,,92.88,82.62,,
1987-01-28,,93.12,83.12,,
1987-01-29,,93.12,83.06,,
1987-01-30,,92.88,82.69,,
1987-02-02,,92.69,82.44,,
1987-02-03,,92.62,82.31,,
1987-02-04,,92.69,82.56,,
1987-02-05,,93.12,83.5,,
1987-02-06,,93.12,83.44,,
1987-02-09,,92.56,82.62,,
1987-02-10,,92.19,82.0,,
1987-02-11,,91.94,81.69,,
1987-02-12,,92.31,82.44,,
1987-02-13,,92.38,82.56,,
1987-02-17,,92.38,82.44,,
1987-02-18,,92.62,82.88,,
1987-02-19,,92.94,83.19,,
1987-02-20,,93.0,83.19,,
1987-02-23,,93.12,83.5,,
1987-02-24,,93.38,84.0,,
1987-02-25,,93.19,83.81,,
1987-02-26,,93.19,83.88,,
1987-02-27,,93.31,84.12,,
1987-03-02,,93.5,83.62,,
1987-03-03,,93.25,83.19,,
1987-03-04,,93.69,84.12,,
1987-03-05,,93.62,84.0,,
1987-03-06,,93.25,83.19,,
1987-03-09,,93.25,83.19,,
1987-03-10,,93.12,83.12,,
1987-03-11,,93.25,83.06,,
1987-03-12,,93.25,83.31,,
1987-03-13,,93.38,83.56,,
1987-03-16,,93.25,83.44,,
1987-03-17,,93.38,83.69,,
1987-03-18,,93.38,83.62,,
1987-03-19,,93.38,83.69,,
1987-03-20,,93.38,83.5,,
1987-03-23,,92.5,83.19,,
1987-03-24,,92.38,83.06,,
1987-03-25,,92.5,83.19,,
1987-03-26,,92.62,83.56,,
1987-03-27,,92.12,82.69,,
1987-03-30,,90.94,81.06,,
1987-03-31,,91.19,81.69,,
1987-04-01,,90.69,81.06,,
1987-04-02,,90.5,80.69,,
1987-04-03,,90.69,81.06,,
1987-04-06,,91.0,81.38,,
1987-04-07,,90.44,80.69,,
1987-04-08,,90.5,80.81,,
1987-04-09,,89.31,79.44,,
1987-04-10,,88.38,78.56,,
1987-04-13,,87.81,77.94,,
1987-04-14,,86.94,76.81,,
1987-04-15,,87.56,77.38,,
1987-04-16,,88.31,78.19,,
1987-04-20,,87.25,76.81,,
1987-04-21,,87.19,76.81,,
1987-04-22,,86.94,76.5,,
1987-04-23,,86.38,75.88,,
1987-04-24,,85.38,74.31,,
1987-04-27,,86.12,75.62,,
1987-04-28,,86.75,76.5,,
1987-04-29,,86.44,76.19,,
1987-04-30,,87.12,77.19,,
1987-05-01,,86.25,76.19,,
1987-05-04,,85.38,75.06,,
1987-05-05,,85.88,76.0,,
1987-05-06,,85.44,75.31,,
1987-05-07,,85.94,76.31,,
1987-05-08,,86.19,76.5,,
1987-05-11,,85.38,75.31,,
1987-05-12,,85.44,75.56,,
1987-05-13,,85.56,75.75,,
1987-05-14,,85.25,75.5,,
1987-05-15,,83.81,73.75,,
1987-05-18,,84.38,74.5,,
1987-05-19,,83.56,73.19,,
1987-05-20,,83.44,72.88,,
1987-05-21,,83.56,73.12,,
1987-05-22,,84.12,74.19,,
1987-05-26,,85.69,76.12,,
1987-05-27,,85.25,75.56,,
1987-05-28,,85.38,75.56,,
1987-05-29,,85.81,76.38,,
1987-06-01,,86.06,75.31,,
1987-06-02,,84.5,73.44,,
1987-06-03,,85.0,74.06,,
1987-06-04,,85.25,74.31,,
1987-06-05,,85.88,75.25,,
1987-06-08,,85.69,75.0,,
1987-06-09,,85.5,74.69,,
1987-06-10,,85.56,74.81,,
1987-06-11,,85.81,75.06,,
1987-06-12,,87.0,76.69,,
1987-06-15,,87.38,76.81,,
1987-06-16,,87.25,76.81,,
1987-06-17,,87.56,77.12,,
1987-06-18,,87.38,76.81,,
1987-06-19,,87.06,76.75,,
1987-06-22,,86.81,77.31,,
1987-06-23,,86.81,77.12,,
1987-06-24,,86.19,76.5,,
1987-06-25,,86.44,76.81,,
1987-06-26,,85.94,75.88,,
1987-06-29,,86.12,76.31,,
1987-06-30,,85.81,75.88,,
1987-07-01,,85.88,76.0,,
1987-07-02,,86.38,76.81,,
1987-07-06,,86.44,76.81,,
1987-07-07,,86.56,77.06,,
1987-07-08,,86.31,76.5,,
1987-07-09,,85.94,75.88,,
1987-07-10,,86.38,76.56,,
1987-07-13,,86.06,76.06,,
1987-07-14,,86.38,76.75,,
1987-07-15,,85.88,75.94,,
1987-07-16,,86.06,76.19,,
1987-07-17,,86.38,76.56,,
1987-07-20,,86.0,76.12,,
1987-07-21,,85.5,75.19,,
1987-07-22,,85.31,74.81,,
1987-07-23,,85.19,74.69,,
1987-07-24,,85.06,74.5,,
1987-07-27,,84.94,74.38,,
1987-07-28,,84.94,74.25,,
1987-07-29,,85.0,74.38,,
1987-07-30,,85.12,74.69,,
1987-07-31,,84.88,74.25,,
1987-08-03,,83.88,73.12,,
1987-08-04,,84.0,73.12,,
1987-08-05,,84.62,74.06,,
1987-08-06,,84.5,73.81,,
1987-08-07,,84.69,74.19,,
1987-08-10,,84.44,74.0,,
1987-08-11,,84.56,74.12,,
1987-08-12,,84.56,74.19,,
1987-08-13,,85.19,75.06,,
1987-08-14,,85.44,75.44,,
1987-08-17,,85.5,75.56,,
1987-08-18,,84.5,74.06,,
1987-08-19,,84.38,73.81,,
1987-08-20,,84.56,74.38,,
1987-08-21,,84.38,74.06,,
1987-08-24,,84.31,74.0,,
1987-08-25,,84.56,74.44,,
1987-08-26,,84.31,74.0,,
1987-08-27,,83.5,73.0,,
1987-08-28,,83.0,72.5,,
1987-08-31,,83.12,71.81,,
1987-09-01,,82.88,71.38,,
1987-09-02,,81.69,69.75,,
1987-09-03,,81.69,69.81,,
1987-09-04,,81.56,69.69,,
1987-09-08,,80.44,68.31,,
1987-09-09,,80.5,68.31,,
1987-09-10,,80.88,68.69,,
1987-09-11,,81.38,69.38,,
1987-09-14,,81.44,69.25,,
1987-09-15,,80.88,68.44,,
1987-09-16,,80.56,68.0,,
1987-09-17,,80.69,68.31,,
1987-09-18,,81.25,69.0,,
1987-09-21,,81.25,68.56,,
1987-09-22,,80.81,69.31,,
1987-09-23,,80.69,69.19,,
1987-09-24,,80.06,68.31,,
1987-09-25,,80.0,68.31,,
1987-09-28,,80.12,68.44,,
1987-09-29,,79.56,67.75,,
1987-09-30,,79.31,67.75,,
1987-10-01,,79.19,67.81,,
1987-10-02,,79.69,68.56,,
1987-10-05,,79.25,67.81,,
1987-10-06,,79.0,67.69,,
1987-10-07,,79.12,67.69,,
1987-10-08,,78.25,67.0,,
1987-10-09,,77.88,66.44,,
1987-10-12,,77.31,65.75,,
1987-10-13,,78.25,66.75,,
1987-10-14,,77.0,65.25,,
1987-10-15,,76.88,65.06,,
1987-10-16,,76.69,64.62,,
1987-10-19,,76.88,,,
1987-10-20,,79.56,,,
1987-10-21,,81.25,69.44,,
1987-10-22,,83.0,71.62,,
1987-10-23,,82.69,71.81,,
1987-10-26,,83.81,73.12,,
1987-10-27,,83.12,72.38,,
1987-10-28,,82.56,71.56,,
1987-10-29,,82.88,72.06,,
1987-10-30,,83.19,72.62,,
1987-11-02,,82.88,72.25,,
1987-11-03,,83.38,73.12,,
1987-11-04,,83.81,74.06,,
1987-11-05,,84.44,74.75,,
1987-11-06,,84.25,74.31,,
1987-11-09,,84.12,74.19,,
1987-11-10,,84.12,74.12,,
1987-11-11,,83.88,73.81,,
1987-11-12,,84.0,74.0,,
1987-11-13,,83.75,73.69,,
1987-11-16,,83.94,74.06,,
1987-11-17,,83.69,73.62,,
1987-11-18,,83.81,73.75,,
1987-11-19,,83.88,74.0,,
1987-11-20,,84.06,74.31,,
1987-11-23,,84.06,74.31,,
1987-11-24,,83.56,73.56,,
1987-11-25,,83.25,73.0,,
1987-11-27,,82.56,72.25,,
1987-11-30,,83.06,72.75,,
1987-12-01,,83.0,71.69,,
1987-12-02,,83.0,71.94,,
1987-12-03,,83.38,72.25,,
1987-12-04,,83.38,72.06,,
1987-12-07,,82.56,71.19,,
1987-12-08,,82.44,70.94,,
1987-12-09,,82.69,71.31,,
1987-12-10,,81.81,69.81,,
1987-12-11,,81.69,69.5,,
1987-12-14,,81.88,69.81,,
1987-12-15,,82.69,71.12,,
1987-12-16,,83.38,71.94,,
1987-12-17,,83.19,71.62,,
1987-12-18,,83.88,73.19,,
1987-12-21,,83.88,73.06,,
1987-12-22,,82.94,72.62,,
1987-12-23,,83.69,73.75,,
1987-12-24,,83.56,73.56,,
1987-12-28,,83.12,72.94,,
1987-12-29,,83.56,73.31,,
1987-12-30,,83.88,73.75,,
1987-12-31,,83.44,73.0,,
1988-01-04,,83.69,73.25,,
1988-01-05,,84.0,73.75,,
1988-01-06,,83.69,73.12,,
1988-01-07,,83.56,73.19,,
1988-01-08,,82.44,71.62,,
1988-01-11,,83.12,72.38,,
1988-01-12,,83.06,72.25,,
1988-01-13,,83.44,72.94,,
1988-01-14,,83.56,72.88,,
1988-01-15,,85.06,75.06,,
1988-01-18,,85.0,74.75,,
1988-01-19,,84.94,74.81,,
1988-01-20,,85.19,75.06,,
1988-01-21,,85.69,75.56,,
1988-01-22,,85.94,75.94,,
1988-01-25,,86.12,76.25,,
1988-01-26,,85.69,75.56,,
1988-01-27,,86.56,76.94,,
1988-01-28,,86.81,77.44,,
1988-01-29,,87.25,77.94,,
1988-02-01,,87.25,77.88,,
1988-02-02,,87.81,78.69,,
1988-02-03,,87.25,78.0,,
1988-02-04,,87.25,78.06,,
1988-02-05,,87.94,78.75,,
1988-02-08,,87.56,78.31,,
1988-02-09,,87.75,78.44,,
1988-02-10,,88.0,78.88,,
1988-02-11,,87.75,78.31,,
1988-02-12,,87.0,77.56,,
1988-02-16,,86.81,77.44,,
1988-02-17,,86.75,77.25,,
1988-02-18,,86.94,77.56,,
1988-02-19,,87.12,77.69,,
1988-02-22,,87.25,77.81,,
1988-02-23,,87.69,78.5,,
1988-02-24,,87.56,78.44,,
1988-02-25,,87.38,78.0,,
1988-02-26,,87.56,78.38,,
1988-02-29,,87.75,78.56,,
1988-03-01,,87.81,77.69,,
1988-03-02,,88.0,78.0,,
1988-03-03,,88.12,78.12,,
1988-03-04,,87.06,76.75,,
1988-03-07,,87.0,76.5,,
1988-03-08,,86.94,76.25,,
1988-03-09,,87.0,76.44,,
1988-03-10,,86.81,76.06,,
1988-03-11,,87.19,76.56,,
1988-03-14,,87.12,76.56,,
1988-03-15,,87.12,76.56,,
1988-03-16,,86.75,76.0,,
1988-03-17,,87.12,76.56,,
1988-03-18,,86.38,75.56,,
1988-03-21,,86.12,75.31,,
1988-03-22,,86.06,75.31,,
1988-03-23,,85.38,75.06,,
1988-03-24,,85.25,75.06,,
1988-03-25,,85.44,75.44,,
1988-03-28,,84.94,74.56,,
1988-03-29,,85.0,74.81,,
1988-03-30,,84.94,74.56,,
1988-03-31,,85.0,74.69,,
1988-04-04,,84.44,74.06,,
1988-04-05,,84.44,74.12,,
1988-04-06,,84.81,74.75,,
1988-04-07,,84.94,74.81,,
1988-04-08,,85.44,75.5,,
1988-04-11,,85.06,74.94,,
1988-04-12,,85.25,75.25,,
1988-04-13,,85.38,75.31,,
1988-04-14,,84.56,74.25,,
1988-04-15,,84.25,73.81,,
1988-04-18,,83.94,73.44,,
1988-04-19,,83.88,73.25,,
1988-04-20,,83.88,73.31,,
1988-04-21,,83.88,73.31,,
1988-04-22,,84.12,73.44,,
1988-04-25,,84.12,73.56,,
1988-04-26,,84.0,73.44,,
1988-04-27,,84.12,73.5,,
1988-04-28,,83.69,72.88,,
1988-04-29,,83.69,72.94,,
1988-05-02,,83.38,72.5,,
1988-05-03,,83.62,72.88,,
1988-05-04,,83.69,72.88,,
1988-05-05,,83.56,72.94,,
1988-05-06,,83.12,72.56,,
1988-05-09,,83.0,72.56,,
1988-05-10,,82.81,72.5,,
1988-05-11,,82.81,72.38,,
1988-05-12,,82.81,72.25,,
1988-05-13,,83.0,72.62,,
1988-05-16,,82.94,72.5,,
1988-05-17,,82.38,71.62,,
1988-05-18,,81.88,71.0,,
1988-05-19,,82.0,71.19,,
1988-05-20,,81.81,70.88,,
1988-05-23,,81.75,70.75,,
1988-05-24,,81.88,70.94,,
1988-05-25,,82.0,71.12,,
1988-05-26,,82.0,71.06,,
1988-05-27,,81.88,70.94,,
1988-05-31,,82.06,71.19,,
1988-06-01,,83.06,71.88,,
1988-06-02,,82.88,71.62,,
1988-06-03,,83.38,72.31,,
1988-06-06,,83.44,72.38,,
1988-06-07,,83.12,71.94,,
1988-06-08,,83.69,72.75,,
1988-06-09,,83.44,72.44,,
1988-06-10,,83.62,72.56,,
1988-06-13,,83.75,72.75,,
1988-06-14,,85.0,74.31,,
1988-06-15,,84.81,73.94,,
1988-06-16,,83.81,72.88,,
1988-06-17,,83.0,71.94,,
1988-06-20,,83.12,72.0,,
1988-06-21,,82.88,71.94,,
1988-06-22,,83.38,73.12,,
1988-06-23,,83.44,73.38,,
1988-06-24,,83.56,73.44,,
1988-06-27,,83.12,72.69,,
1988-06-28,,83.44,73.38,,
1988-06-29,,83.44,73.12,,
1988-06-30,,83.88,73.62,,
1988-07-01,,84.0,73.75,,
1988-07-05,,83.81,73.44,,
1988-07-06,,83.38,72.69,,
1988-07-07,,83.25,72.56,,
1988-07-08,,82.69,71.81,,
1988-07-11,,82.81,72.12,,
1988-07-12,,82.44,71.69,,
1988-07-13,,82.25,71.19,,
1988-07-14,,82.25,71.25,,
1988-07-15,,82.56,71.62,,
1988-07-18,,82.25,71.06,,
1988-07-19,,82.44,71.38,,
1988-07-20,,82.44,71.31,,
1988-07-21,,82.19,71.0,,
1988-07-22,,82.44,71.56,,
1988-07-25,,82.69,71.88,,
1988-07-26,,82.62,71.81,,
1988-07-27,,82.25,71.19,,
1988-07-28,,82.12,71.12,,
1988-07-29,,82.44,71.5,,
1988-08-01,,82.81,71.94,,
1988-08-02,,83.12,72.56,,
1988-08-03,,83.0,72.5,,
1988-08-04,,83.31,72.88,,
1988-08-05,,82.56,72.0,,
1988-08-08,,82.69,72.19,,
1988-08-09,,82.31,71.56,,
1988-08-10,,81.56,70.5,,
1988-08-11,,81.31,70.38,,
1988-08-12,,81.31,70.31,,
1988-08-15,,81.25,70.12,,
1988-08-16,,81.44,70.44,,
1988-08-17,,81.31,70.19,,
1988-08-18,,81.38,70.38,,
1988-08-19,,81.44,70.44,,
1988-08-22,,81.31,70.19,,
1988-08-23,,81.56,70.62,,
1988-08-24,,81.56,70.62,,
1988-08-25,,81.25,70.19,,
1988-08-26,,81.31,70.44,,
1988-08-29,,81.88,71.06,,
1988-08-30,,81.94,71.19,,
1988-08-31,,82.06,71.38,,
1988-09-01,,82.12,70.94,,
1988-09-02,,83.38,72.69,,
1988-09-06,,83.5,72.81,,
1988-09-07,,83.56,72.81,,
1988-09-08,,83.56,72.81,,
1988-09-09,,84.06,73.44,,
1988-09-12,,83.81,72.94,,
1988-09-13,,83.81,73.12,,
1988-09-14,,84.19,73.44,,
1988-09-15,,83.88,73.19,,
1988-09-16,,83.88,73.19,,
1988-09-19,,83.62,72.88,,
1988-09-20,,83.69,72.88,,
1988-09-21,,83.88,73.19,,
1988-09-22,,83.44,72.94,,
1988-09-23,,83.44,72.94,,
1988-09-26,,83.19,72.56,,
1988-09-27,,83.0,72.44,,
1988-09-28,,82.88,72.25,,
1988-09-29,,83.38,72.81,,
1988-09-30,,84.0,73.62,,
1988-10-03,,84.25,73.75,,
1988-10-04,,84.0,73.56,,
1988-10-05,,84.0,73.56,,
1988-10-06,,84.06,73.69,,
1988-10-07,,85.06,75.0,,
1988-10-10,,84.94,74.69,,
1988-10-11,,84.81,74.69,,
1988-10-12,,84.25,73.94,,
1988-10-13,,84.31,74.0,,
1988-10-14,,84.5,74.31,,
1988-10-17,,84.56,74.44,,
1988-10-18,,84.62,74.5,,
1988-10-19,,84.38,74.06,,
1988-10-20,,84.44,74.38,,
1988-10-21,,84.38,74.19,,
1988-10-24,,84.38,74.06,,
1988-10-25,,84.44,74.06,,
1988-10-26,,84.69,74.25,,
1988-10-27,,85.06,75.0,,
1988-10-28,,85.19,75.31,,
1988-10-31,,85.44,75.88,,
1988-11-01,,85.31,75.56,,
1988-11-02,,84.94,75.19,,
1988-11-03,,85.25,75.62,,
1988-11-04,,84.31,74.44,,
1988-11-07,,84.0,74.06,,
1988-11-08,,84.06,74.06,,
1988-11-09,,83.88,73.88,,
1988-11-10,,83.94,74.06,,
1988-11-11,,83.56,73.56,,
1988-11-14,,83.88,73.88,,
1988-11-15,,83.81,73.81,,
1988-11-16,,83.44,73.12,,
1988-11-17,,83.12,72.88,,
1988-11-18,,83.25,72.94,,
1988-11-21,,83.25,73.06,,
1988-11-22,,83.0,73.06,,
1988-11-23,,83.06,73.12,,
1988-11-25,,82.56,72.5,,
1988-11-28,,82.62,72.81,,
1988-11-29,,82.81,72.94,,
1988-11-30,,83.25,73.44,,
1988-12-01,,83.38,73.69,,
1988-12-02,,82.56,72.62,,
1988-12-05,,82.88,72.69,,
1988-12-06,,83.88,74.06,,
1988-12-07,,83.56,74.06,,
1988-12-08,,83.38,74.06,,
1988-12-09,,83.12,74.06,,
1988-12-12,,83.0,74.12,,
1988-12-13,,82.62,73.88,,
1988-12-14,,82.44,73.19,,
1988-12-15,,82.44,73.19,,
1988-12-16,,82.56,73.31,,
1988-12-19,,82.81,73.44,,
1988-12-20,,83.06,74.19,,
1988-12-21,,83.19,74.25,,
1988-12-22,,83.12,74.38,,
1988-12-23,,83.25,74.69,,
1988-12-27,,82.75,74.19,,
1988-12-28,,82.31,73.88,,
1988-12-29,,82.44,73.88,,
1988-12-30,,82.69,73.94,,
1989-01-03,,82.25,73.25,,
1989-01-04,,82.31,73.38,,
1989-01-05,,82.0,73.25,,
1989-01-06,,82.12,73.56,,
1989-01-09,,82.12,73.69,,
1989-01-10,,82.25,73.69,,
1989-01-11,,82.25,73.69,,
1989-01-12,,82.75,74.38,,
1989-01-13,,83.25,75.0,,
1989-01-16,,83.25,74.81,,
1989-01-17,,83.19,75.0,,
1989-01-18,,83.56,75.31,,
1989-01-19,,83.5,75.19,,
1989-01-20,,83.38,74.94,,
1989-01-23,,83.5,75.12,,
1989-01-24,,83.88,75.75,,
1989-01-25,,83.56,75.44,,
1989-01-26,,83.56,75.56,,
1989-01-27,,83.75,75.88,,
1989-01-30,,83.5,75.44,,
1989-01-31,,83.44,75.31,,
1989-02-01,,83.56,75.44,,
1989-02-02,,83.62,75.56,,
1989-02-03,,83.5,75.38,,
1989-02-06,,83.56,75.44,,
1989-02-07,,83.81,75.81,,
1989-02-08,,83.75,75.62,,
1989-02-09,,82.88,74.38,,
1989-02-10,,82.44,73.75,,
1989-02-13,,82.38,73.56,,
1989-02-14,,82.25,73.31,,
1989-02-15,,82.25,73.44,,
1989-02-16,,82.38,73.62,,
1989-02-17,,82.44,73.75,,
1989-02-21,,82.38,73.75,,
1989-02-22,,81.94,73.19,,
1989-02-23,,81.56,72.88,,
1989-02-24,,81.38,72.75,,
1989-02-27,,81.56,72.88,,
1989-02-28,,81.81,73.12,,
1989-03-01,,81.56,72.69,,
1989-03-02,,81.88,73.12,,
1989-03-03,,81.88,73.12,,
1989-03-06,,82.06,73.44,,
1989-03-07,,82.12,73.44,,
1989-03-08,,82.25,73.69,,
1989-03-09,,82.25,73.56,,
1989-03-10,,81.62,72.94,,
1989-03-13,,81.69,72.94,,
1989-03-14,,81.81,73.12,,
1989-03-15,,81.81,73.12,,
1989-03-16,,81.88,73.25,,
1989-03-17,,80.81,71.88,,
1989-03-20,,80.69,71.75,,
1989-03-21,,80.62,71.88,,
1989-03-22,,81.12,72.31,,
1989-03-23,,81.25,72.5,,
1989-03-27,,81.25,72.44,,
1989-03-28,,81.31,72.62,,
1989-03-29,,81.69,72.94,,
1989-03-30,,81.81,73.06,,
1989-03-31,,81.94,73.38,,
1989-04-03,,82.38,73.56,,
1989-04-04,,82.69,73.88,,
1989-04-05,,82.81,74.0,,
1989-04-06,,82.44,73.75,,
1989-04-07,,82.06,73.25,,
1989-04-10,,82.06,73.31,,
1989-04-11,,82.0,73.25,,
1989-04-12,,82.0,73.25,,
1989-04-13,,81.81,72.94,,
1989-04-14,,82.69,73.81,,
1989-04-17,,82.44,73.62,,
1989-04-18,,83.25,74.56,,
1989-04-19,,83.12,74.5,,
1989-04-20,,82.44,73.88,,
1989-04-21,,82.81,74.19,,
1989-04-24,,82.81,74.25,,
1989-04-25,,82.88,74.38,,
1989-04-26,,83.0,74.38,,
1989-04-27,,83.38,74.69,,
1989-04-28,,83.44,74.81,,
1989-05-01,,82.88,74.12,,
1989-05-02,,83.19,74.5,,
1989-05-03,,83.38,74.69,,
1989-05-04,,83.25,74.31,,
1989-05-05,,83.69,74.69,,
1989-05-08,,83.38,74.38,,
1989-05-09,,82.81,73.56,,
1989-05-10,,82.69,73.38,,
1989-05-11,,82.88,73.69,,
1989-05-12,,84.56,75.44,,
1989-05-15,,84.44,75.44,,
1989-05-16,,84.38,75.5,,
1989-05-17,,84.56,75.75,,
1989-05-18,,84.69,75.94,,
1989-05-19,,85.06,76.44,,
1989-05-22,,85.75,77.31,,
1989-05-23,,85.5,77.06,,
1989-05-24,,85.44,77.0,,
1989-05-25,,85.25,76.81,,
1989-05-26,,85.31,77.12,,
1989-05-30,,85.38,76.94,,
1989-05-31,,85.56,77.19,,
1989-06-01,,85.56,77.12,,
1989-06-02,,86.5,78.12,,
1989-06-05,,86.88,78.31,,
1989-06-06,,86.81,78.5,,
1989-06-07,,87.25,78.94,,
1989-06-08,,87.25,79.25,,
1989-06-09,,87.94,80.31,,
1989-06-12,,87.75,80.31,,
1989-06-13,,87.19,79.69,,
1989-06-14,,87.56,80.06,,
1989-06-15,,87.0,79.19,,
1989-06-16,,86.81,79.0,,
1989-06-19,,86.69,78.94,,
1989-06-20,,87.0,79.38,,
1989-06-21,,87.12,78.94,,
1989-06-22,,86.56,78.81,,
1989-06-23,,87.38,80.0,,
1989-06-26,,87.69,80.38,,
1989-06-27,,88.0,80.81,,
1989-06-28,,87.69,80.44,,
1989-06-29,,88.0,81.0,,
1989-06-30,,88.25,81.25,,
1989-07-03,,88.25,81.06,,
1989-07-05,,88.19,80.56,,
1989-07-06,,88.5,80.88,,
1989-07-07,,88.81,81.31,,
1989-07-10,,89.06,81.5,,
1989-07-11,,88.94,81.31,,
1989-07-12,,89.0,81.31,,
1989-07-13,,89.06,81.25,,
1989-07-14,,88.81,80.88,,
1989-07-17,,88.69,80.81,,
1989-07-18,,88.25,80.38,,
1989-07-19,,88.56,80.62,,
1989-07-20,,89.06,80.94,,
1989-07-21,,88.62,80.56,,
1989-07-24,,88.69,80.75,,
1989-07-25,,89.0,81.0,,
1989-07-26,,89.0,81.06,,
1989-07-27,,89.56,81.75,,
1989-07-28,,89.94,82.12,,
1989-07-31,,90.25,82.75,,
1989-08-01,,90.56,83.25,,
1989-08-02,,90.38,83.06,,
1989-08-03,,90.12,82.69,,
1989-08-04,,89.06,81.25,,
1989-08-07,,88.94,81.25,,
1989-08-08,,89.06,81.25,,
1989-08-09,,88.88,81.06,,
1989-08-10,,88.81,81.19,,
1989-08-11,,88.38,80.5,,
1989-08-14,,87.38,79.69,,
1989-08-15,,87.56,80.12,,
