Date,AusEERI,UKEERI,CadEERI,EuroEERI,JapEERI,SwisEERI,SwedEERI,USEERI
7-Sep-95,86.1813,82.0908,85.5036,99.259,147.8573,112.5741,80.8654,93.3174
8-Sep-95,86.7066,82.1131,85.3,99.2765,146.0397,112.4897,81.9718,93.8449
11-Sep-95,86.5069,81.8468,85.2801,99.4856,146.0939,113.1528,82.3075,93.5987
12-Sep-95,87.7393,82.1583,85.1489,99.5464,144.1856,113.3582,82.5362,93.9615
13-Sep-95,88.7267,82.5883,84.8413,99.0881,142.3614,112.8964,82.9788,94.9501
14-Sep-95,88.6185,82.4701,83.8048,99.2011,142.2983,113.5106,82.6707,95.2305
15-Sep-95,88.6333,82.7676,83.963,99.2705,140.6873,113.9073,82.7133,95.4574
18-Sep-95,88.3191,82.3607,84.1061,99.5042,140.7029,113.7506,82.3249,95.4806
19-Sep-95,88.883,82.3985,84.3775,99.4724,139.9589,114.1562,82.8651,95.5241
20-Sep-95,87.7863,82.1249,84.2429,99.7724,141.0374,115.9108,82.5301,94.7903
21-Sep-95,86.4456,81.9248,84.343,100.2335,143.6492,116.7596,82.0016,93.3983
22-Sep-95,84.933,81.9097,84.332,100.6341,145.4763,117.0432,81.0794,92.4677
25-Sep-95,85.3872,81.8635,85.0164,100.4811,144.5476,116.1776,82.0416,92.7674
26-Sep-95,86.0532,82.0805,84.9541,100.4546,142.6623,115.3669,82.541,93.4396
27-Sep-95,85.5964,81.6714,84.7409,100.8211,143.9219,116.0108,82.1024,92.8776
28-Sep-95,85.8173,82.0509,84.5017,100.7272,144.4105,116.2034,81.9262,92.6255
29-Sep-95,85.8067,82.0286,84.7416,100.364,145.6371,115.7593,82.7069,92.3789
2-Oct-95,87.1485,82.5279,85.3469,100.2982,143.0806,116.3484,82.7004,92.7448
3-Oct-95,87.9369,82.5681,86.0822,100.0651,142.1981,116.0697,82.8304,93.0738
4-Oct-95,87.6252,82.4981,85.8873,100.1459,142.499,116.2732,82.8733,92.9592
5-Oct-95,86.9299,82.3824,85.6031,100.2334,143.1748,116.606,82.6109,92.7896
6-Oct-95,87.134,82.4265,85.8283,100.2059,142.9105,116.8426,81.9571,92.8491
9-Oct-95,87.0256,82.094,85.494,100.8446,143.0502,116.6379,82.2598,92.4535
10-Oct-95,86.6243,81.9114,85.3702,100.7331,142.9937,116.3898,82.5897,92.7197
11-Oct-95,87.4386,81.8435,85.5562,100.727,142.6072,115.8235,82.652,92.9004
12-Oct-95,86.6794,81.6365,85.3509,100.9201,143.358,115.6758,82.5797,92.7127
13-Oct-95,86.8947,81.8723,85.4579,100.6054,142.9653,115.8124,82.6908,92.9338
16-Oct-95,86.4271,81.7996,85.4022,100.8765,143.1224,116.0637,82.4129,92.6774
17-Oct-95,86.5043,81.6388,85.3422,100.9276,143.1471,116.1079,82.9102,92.6514
18-Oct-95,86.3843,81.6374,85.3782,100.7063,142.8165,115.6974,83.9147,92.8927
19-Oct-95,85.9994,81.4208,85.4782,101.1088,142.6152,115.5167,84.4704,92.6254
20-Oct-95,85.4082,81.1742,84.6852,101.5212,143.0027,115.7914,84.7422,92.3765
23-Oct-95,84.9711,81.0975,83.3522,101.7154,143.218,116.8485,84.5187,92.4251
24-Oct-95,84.893,81.1609,83.2178,101.7347,142.617,116.5307,85.208,92.5784
25-Oct-95,85.5773,81.2921,83.5754,101.584,141.1564,116.4187,86.0132,92.9426
26-Oct-95,86.5603,81.2661,83.656,101.4885,140.7146,116.3278,85.771,93.2363
27-Oct-95,86.2932,81.374,83.316,101.6127,140.6878,116.7145,86.1359,93.1112
30-Oct-95,87.1578,81.3441,83.974,101.4519,140.9067,116.6749,85.9978,93.0154
31-Oct-95,87.2233,81.5047,85.0361,101.3818,140.1222,116.7433,85.9274,92.8683
1-Nov-95,87.4575,81.7818,84.9278,101.1357,139.1313,116.8349,86.5123,93.3291
2-Nov-95,87.4411,81.9751,85.0272,101.1624,138.4124,116.5279,86.219,93.5044
3-Nov-95,87.3389,81.8266,84.9356,101.3473,138.277,116.9014,86.1524,93.4575
6-Nov-95,86.7777,81.772,84.714,101.3356,139.3379,116.7403,85.3932,93.3153
7-Nov-95,86.4827,81.7495,84.187,101.3215,139.2949,116.7473,85.7265,93.5131
8-Nov-95,86.1198,81.7782,84.2582,101.254,140.1084,116.4265,85.7813,93.2992
9-Nov-95,84.427,81.6889,84.271,101.1607,141.383,116.4436,85.841,93.0387
10-Nov-95,84.3404,81.3514,84.4665,101.2221,142.339,116.6314,85.8928,92.7177
13-Nov-95,84.9328,80.7973,84.6093,101.3861,141.2158,116.4633,85.89,93.2492
14-Nov-95,85.0206,80.8961,84.367,101.5453,141.2776,116.6398,85.7067,93.0817
15-Nov-95,84.1975,80.1912,84.2749,102.11,141.5998,116.4644,86.0785,92.8318
16-Nov-95,85.018,80.3688,84.3738,102.0951,140.2276,116.2508,86.2146,93.244
17-Nov-95,85.1648,80.0149,84.4464,102.2963,140.2033,116.452,86.9194,93.0955
20-Nov-95,85.3591,79.8655,84.5787,101.8657,141.6062,116.4894,87.0554,93.0072
21-Nov-95,85.3287,80.3492,84.4912,101.8344,141.3232,116.4365,87.4266,92.8397
22-Nov-95,84.7626,80.4569,84.3255,101.707,141.7943,116.5183,87.5083,92.7932
23-Nov-95,84.5095,80.6497,84.3278,101.3875,142.4489,116.3623,87.4744,92.7804
24-Nov-95,84.537,80.6541,84.3435,101.412,141.6303,116.4513,87.8859,93.0038
27-Nov-95,85.2254,80.7462,84.5886,100.864,141.3836,115.8939,88.3372,93.5254
28-Nov-95,85.9745,80.3758,84.4168,100.9381,142.1706,115.7515,88.6093,93.3753
29-Nov-95,86.2022,79.8921,84.1988,101.0931,142.0292,115.3451,88.8267,93.6768
30-Nov-95,85.7473,79.9605,84.2994,100.8543,142.356,114.8662,88.5217,93.8808
1-Dec-95,85.2159,80.0755,83.8594,100.663,142.7369,114.9037,88.7892,93.9549
4-Dec-95,85.1512,80.0617,83.7993,100.7468,142.9843,115.2706,88.1389,93.8116
5-Dec-95,84.969,80.296,83.657,100.9372,142.2849,115.1066,88.2535,93.8188
6-Dec-95,85.2526,80.4531,83.7829,100.7383,142.4925,115.1958,88.3706,93.8228
7-Dec-95,85.1476,80.2849,83.682,100.8982,142.7197,115.1899,87.566,93.8234
8-Dec-95,85.0095,79.9444,83.3246,100.8583,143.0059,115.1596,87.3343,94.1283
11-Dec-95,84.8847,80.2278,82.9504,100.9157,143.1666,115.2997,86.1262,94.1329
12-Dec-95,85.6242,80.2834,83.1047,100.8643,142.23,115.0142,86.6104,94.4137
13-Dec-95,86.0986,80.3992,83.2494,100.6706,142.4881,114.9563,86.7951,94.3609
14-Dec-95,85.3031,80.4307,83.2772,100.8068,142.3855,115.5219,87.1798,94.0807
15-Dec-95,85.668,80.4628,83.2075,100.8773,141.547,115.7397,87.6502,94.2404
18-Dec-95,85.3063,80.0745,83.1549,101.1978,141.9304,116.5657,87.3901,93.915
19-Dec-95,85.3641,80.4236,83.0251,100.9979,141.7802,116.5268,87.2722,94.0337
20-Dec-95,85.5269,80.3618,83.5793,100.8887,141.7065,116.2211,87.3411,94.0983
21-Dec-95,85.5818,80.2782,84.1027,101.109,141.7151,115.9638,87.0005,93.8357
22-Dec-95,85.4997,80.4451,83.9029,101.183,140.8216,115.8263,87.0383,94.0677
27-Dec-95,86.2583,81.0861,84.1574,101.3533,139.974,115.9595,86.7607,93.7405
28-Dec-95,85.8831,80.8784,84.0684,101.3504,140.3251,116.1811,86.6016,93.737
29-Dec-95,85.8954,80.7218,83.9012,101.5475,139.6316,116.2928,87.0283,93.9585
2-Jan-96,86.0471,80.9991,84.277,101.5757,138.4195,115.6739,87.3052,94.0855
3-Jan-96,86.7166,80.8786,84.5431,101.4326,138.0951,115.7111,87.67,94.2574
4-Jan-96,87.1484,81.4047,84.7409,100.9692,136.3634,115.1276,87.8373,95.0545
5-Jan-96,86.4538,80.9748,84.4079,101.5206,137.3955,115.755,87.4435,94.4202
8-Jan-96,86.8395,80.9448,84.2315,101.5601,136.99,115.5333,87.5006,94.6546
9-Jan-96,86.6496,80.8007,84.1859,101.5173,137.1717,115.2912,87.8373,94.7114
10-Jan-96,86.7265,80.6043,83.9678,101.6825,137.3353,115.5362,87.9849,94.6039
11-Jan-96,86.7348,80.5406,83.866,101.6145,137.7181,115.7925,88.024,94.5386
12-Jan-96,86.7095,80.774,84.1431,101.5339,137.1345,115.8368,87.8415,94.635
15-Jan-96,86.481,80.8599,84.0866,101.338,137.1499,115.6106,88.1665,94.8004
16-Jan-96,86.7614,80.8692,83.9707,101.0553,136.9575,115.3987,88.18,95.2383
17-Jan-96,86.483,80.6815,83.898,100.9414,137.4421,115.1383,88.0343,95.4226
18-Jan-96,86.3915,80.3881,84.2779,100.8356,137.9424,114.9115,87.8131,95.403
19-Jan-96,86.1941,80.0604,84.2464,100.6485,138.1964,114.7546,87.9454,95.7318
22-Jan-96,85.7618,80.296,83.9544,100.8227,137.6426,115.3481,86.4758,95.8739
23-Jan-96,86.2645,80.341,83.8325,100.7357,137.6526,115.4082,86.2607,95.9694
24-Jan-96,86.6545,80.4195,84.0522,100.7204,136.4843,115.4842,86.4674,96.2558
25-Jan-96,86.6457,80.4384,83.5681,100.7535,136.7927,115.5147,86.0168,96.2794
26-Jan-96,87.1813,80.3193,83.3673,100.4604,137.1107,114.6227,85.6005,96.8053
29-Jan-96,87.1281,80.4529,83.4391,100.7335,137.0701,114.0599,85.0732,96.6292
30-Jan-96,87.5885,80.3912,83.653,100.7164,136.2467,113.9629,85.5442,96.8554
31-Jan-96,87.7291,80.617,83.65,100.6823,136.5683,113.9831,85.6457,96.6173
1-Feb-96,88.1228,80.8377,83.7805,100.6291,136.4471,113.2871,85.4606,96.6933
2-Feb-96,88.7308,80.9681,83.7486,100.7601,136.7834,112.8835,85.4244,96.4082
5-Feb-96,88.1611,81.1243,83.4411,101.0176,138.2103,113.6045,84.6492,95.6281
6-Feb-96,88.1404,81.6076,83.5753,100.9141,137.7092,113.5718,83.9222,95.7021
7-Feb-96,88.405,81.6435,84.0443,100.7385,137.1957,113.5022,84.0781,95.8526
8-Feb-96,88.9501,81.622,84.0041,100.8499,136.097,113.634,84.5031,96.1062
9-Feb-96,88.7274,81.3691,83.8278,100.9899,136.0196,113.3602,85.0663,96.1995
12-Feb-96,88.4247,81.1697,83.7881,101.089,136.4373,113.7183,84.8734,96.0225
13-Feb-96,88.4665,81.4881,83.8526,100.8628,136.0692,113.6107,84.9659,96.1922
14-Feb-96,88.7288,81.5225,83.4469,101.0113,136.0644,113.8963,84.7248,96.1035
15-Feb-96,88.442,81.5237,83.3464,100.7541,137.0064,113.9718,84.8281,96.0134
16-Feb-96,88.0533,81.7321,83.059,100.8679,137.7044,114.3476,84.8331,95.5677
19-Feb-96,87.3186,81.0994,82.7258,101.4537,138.9226,114.9637,84.6065,94.932
20-Feb-96,88.1546,81.3616,83.1876,101.2808,136.4525,114.5257,85.3606,95.654
21-Feb-96,87.2876,81.2246,83.0747,101.3434,137.5515,114.1543,86.1967,95.2968
22-Feb-96,87.6372,81.1084,83.4093,101.3112,137.7446,114.3031,86.4959,95.1449
23-Feb-96,87.8836,80.8617,83.2842,101.4414,137.8991,114.6545,86.7865,95.0651
26-Feb-96,87.659,80.6715,83.2562,101.5794,138.5616,114.5046,86.5143,94.8462
27-Feb-96,88.0934,80.7412,83.4514,101.4228,138.3489,114.0857,87.2997,94.9322
28-Feb-96,88.6638,80.7357,83.3296,101.205,138.7207,113.6034,87.3591,95.1317
29-Feb-96,89.159,80.8467,83.6812,100.9594,138.0379,113.5624,87.0955,95.4431
1-Mar-96,88.9713,80.9118,83.9453,100.7557,137.7989,113.4621,87.2084,95.6251
4-Mar-96,88.7037,80.8931,83.7615,100.801,138.2429,113.5344,86.386,95.5955
5-Mar-96,88.6671,80.9458,83.8044,100.7078,138.3578,113.6805,86.177,95.6067
6-Mar-96,88.9572,80.9267,83.8004,100.8095,137.9882,113.7787,86.363,95.6027
7-Mar-96,89.1287,81.04,83.7565,100.6184,138.0367,113.7767,87.0325,95.6424
8-Mar-96,89.9519,81.0206,84.0968,100.5028,137.5017,113.8594,86.9178,95.852
11-Mar-96,89.8024,80.864,84.0526,100.5534,138.1289,113.8983,86.5747,95.7082
12-Mar-96,90.0815,80.5676,84.1178,100.7588,137.685,114.177,86.8529,95.7247
13-Mar-96,90.2352,80.4986,83.9849,100.9657,137.854,114.6395,86.8347,95.4613
14-Mar-96,90.2942,80.5422,83.9424,100.8491,137.8003,114.9066,86.9062,95.5052
15-Mar-96,90.4559,80.6857,84.2327,100.7007,137.1902,114.8085,87.0671,95.6978
18-Mar-96,90.4057,80.9976,84.464,100.6409,136.9118,114.7475,87.7373,95.5399
19-Mar-96,90.5551,81.0622,84.5247,100.6046,136.4911,114.5596,88.4342,95.6001
20-Mar-96,90.6686,81.3257,84.5056,100.4425,136.2147,114.3371,89.0868,95.6534
21-Mar-96,90.9469,81.336,84.4128,100.4986,136.2094,114.2373,88.5858,95.6779
22-Mar-96,90.8726,81.2041,84.3365,100.5187,135.944,114.4399,89.0367,95.7619
25-Mar-96,90.4113,80.6941,84.4052,100.586,136.8587,114.5956,89.1463,95.6432
26-Mar-96,90.4107,80.5307,84.3042,100.636,136.6802,114.7015,89.0769,95.7288
27-Mar-96,91.2409,80.7145,84.3971,100.2808,136.4321,114.479,89.2025,96.0798
28-Mar-96,91.6974,80.6686,84.3397,100.5773,136.5104,114.619,88.8102,95.8061
29-Mar-96,91.6484,80.7852,84.3616,100.7228,135.919,114.825,88.3891,95.8396
1-Apr-96,92.3214,80.9097,84.8888,100.5374,135.1487,114.6454,88.8756,95.992
2-Apr-96,91.8873,80.8049,84.848,100.6051,135.2926,114.7655,88.7296,95.9496
3-Apr-96,91.5759,80.7913,84.7616,100.6595,135.8993,114.4938,89.0439,95.7413
4-Apr-96,91.6429,80.9034,84.6255,100.6755,135.7726,114.2898,88.7298,95.8223
9-Apr-96,92.7086,81.1765,84.8597,100.3736,134.5008,114.056,88.5849,96.4079
10-Apr-96,93.1711,80.9777,84.812,100.3251,134.4448,113.5482,88.9514,96.6533
11-Apr-96,93.2843,80.8606,84.9669,100.3205,134.5068,113.4683,89.0504,96.6606
12-Apr-96,93.5501,80.8243,84.982,100.3096,134.3687,113.0586,89.0662,96.7989
15-Apr-96,93.5203,80.8274,84.9931,100.1054,134.9723,112.7804,88.9414,96.8542
16-Apr-96,93.1007,80.8334,84.9172,100.0896,135.2635,112.7941,88.8718,96.7973
17-Apr-96,92.9791,80.787,84.9793,100.1465,135.0502,112.9892,88.7657,96.7838
18-Apr-96,92.5269,80.8008,84.6615,99.9111,136.0719,112.9731,89.0712,96.7144
19-Apr-96,92.0116,81.1213,84.5024,99.8556,136.4955,113.041,89.2666,96.4498
22-Apr-96,92.5353,80.9693,84.5247,99.6892,137.1799,113.0036,89.4309,96.4665
23-Apr-96,92.9571,81.1599,84.5518,99.5186,137.4287,112.9003,89.4452,96.428
24-Apr-96,92.4454,81.2351,84.6549,99.4786,137.1765,112.6924,89.248,96.5815
25-Apr-96,92.7739,81.3949,84.4342,99.1521,137.7367,112.8162,88.8029,96.7236
26-Apr-96,92.8582,81.2372,84.5459,99.054,138.7381,112.7154,89.0954,96.4657
29-Apr-96,92.1021,80.917,84.4322,99.2098,140.1156,112.6992,89.1282,96.0326
30-Apr-96,92.3099,80.8544,84.5891,98.8905,140.2249,112.1149,88.9314,96.4208
1-May-96,92.7711,80.6782,84.5691,99.1489,139.8097,111.9222,88.4398,96.5248
2-May-96,93.2294,80.7963,84.537,99.0735,140.325,111.9302,88.1777,96.3554
3-May-96,93.3634,80.8091,84.4817,99.2027,140.1076,112.0924,88.2843,96.2608
7-May-96,93.6941,81.0975,84.2257,99.4035,139.529,112.023,88.0998,96.2232
8-May-96,93.7942,81.2875,84.1595,99.4095,139.1428,112.4058,88.06,96.2062
9-May-96,93.3781,81.6408,84.1554,99.2008,139.6515,112.0478,88.2323,96.0517
10-May-96,94.2273,81.8218,84.2497,98.9993,138.9912,111.6663,88.6301,96.3723
13-May-96,93.8984,81.5722,84.0844,98.8422,139.8447,111.5547,88.9509,96.4192
14-May-96,94.3476,81.7608,84.2325,98.7623,138.7182,111.5532,89.2857,96.6735
15-May-96,94.4901,81.6131,84.2381,99.0707,137.4377,111.3678,89.3788,96.9397
16-May-96,94.5898,81.6289,84.2654,98.9543,137.67,111.0894,89.5359,96.9684
17-May-96,94.2892,81.5115,84.1027,99.3652,137.4306,111.1935,89.3926,96.7645
20-May-96,93.8943,81.6044,83.9302,99.219,137.0561,110.6017,89.4799,97.1665
21-May-96,93.7199,81.886,84.1089,98.9023,137.3701,110.6456,88.9855,97.2282
22-May-96,93.5895,81.6776,84.0191,99.043,137.5597,110.7611,88.7193,97.1906
23-May-96,93.8033,81.8393,83.8207,98.8866,137.7894,110.8902,88.4667,97.2232
24-May-96,93.7355,81.9306,83.9112,99.0053,136.5444,110.831,88.5971,97.4958
28-May-96,94.4235,82.1526,83.9287,98.8957,135.5927,110.3453,89.1284,97.8682
29-May-96,94.9746,82.4478,84.1149,98.8344,135.3088,110.4763,89.162,97.7495
30-May-96,93.9402,82.8274,84.2253,98.8683,136.3184,110.8291,89.0146,97.0299
31-May-96,94.2289,83.4882,84.0167,98.7872,135.5395,111.1832,89.327,96.9781
3-Jun-96,94.6754,83.4023,84.1621,98.8501,135.1136,111.3053,89.4209,97.0049
4-Jun-96,94.6652,83.6266,84.2639,98.7203,134.3902,110.8309,89.8403,97.2771
5-Jun-96,93.9831,83.5009,84.3702,98.8011,134.5882,110.8987,89.4958,97.1813
6-Jun-96,93.3552,83.1905,84.5244,98.9596,134.24,110.9199,89.3682,97.3316
7-Jun-96,93.9932,83.3483,84.5114,98.8347,134.4977,110.2172,89.3977,97.3848
10-Jun-96,94.223,82.8348,84.6095,98.9539,134.5886,110.3515,89.5006,97.4367
11-Jun-96,94.1918,83.0605,84.5654,98.8898,134.0899,110.3562,89.8907,97.534
12-Jun-96,94.1126,83.0137,84.4584,98.8549,134.0747,110.5153,89.976,97.5876
13-Jun-96,94.2044,82.7124,84.3359,98.9098,134.5172,110.753,89.855,97.5422
14-Jun-96,93.7077,82.7263,84.3162,99.2224,134.6301,111.0834,89.8245,97.1353
17-Jun-96,93.6715,82.9881,84.3275,99.4089,134.2806,110.8439,89.8854,96.9616
18-Jun-96,93.0435,82.7879,84.17,99.4066,135.298,110.7961,90.0316,96.7321
19-Jun-96,93.0873,82.9301,84.2477,99.2028,135.2181,110.7349,90.33,96.8282
20-Jun-96,93.1668,82.9039,84.3047,99.1135,135.2007,110.6365,90.5693,96.9134
21-Jun-96,93.6711,83.001,84.4188,99.0554,134.4123,110.3801,90.5457,97.2068
24-Jun-96,93.6971,83.064,84.5664,98.966,134.3074,110.2658,90.6803,97.2588
25-Jun-96,93.731,83.117,84.8387,98.9651,134.3274,110.2469,90.7434,97.142
26-Jun-96,93.764,83.0985,84.7708,99.1266,133.6758,110.4102,90.9259,97.1942
27-Jun-96,93.3796,83.0881,84.5674,99.3222,133.7166,110.8727,90.3273,97.0699
28-Jun-96,93.1369,83.5343,84.4224,99.234,133.2421,110.8099,90.2503,97.1535
1-Jul-96,93.204,83.651,84.5593,99.0704,133.3429,111.0876,90.1512,97.1109
2-Jul-96,92.8462,83.8353,84.5727,99.0465,132.7971,111.0108,89.5769,97.3502
3-Jul-96,92.8239,83.9614,84.7671,99.1397,132.2173,110.6683,89.8856,97.363
4-Jul-96,92.9966,83.9345,84.8234,99.2036,132.3646,110.5267,90.0621,97.22
5-Jul-96,94.0508,83.8343,84.3171,99.1724,131.9674,110.2229,90.1044,97.6419
8-Jul-96,94.3795,83.8364,84.2231,99.208,132.0393,110.1315,89.7289,97.6856
9-Jul-96,94.0531,83.5452,84.2124,99.3748,132.6634,110.1168,89.743,97.4514
10-Jul-96,94.5862,83.6537,84.2642,99.2413,132.7897,109.9843,90.051,97.4152
11-Jul-96,94.5219,83.7015,84.1604,99.3563,132.5606,110.2981,89.7292,97.3955
12-Jul-96,94.6665,83.5975,83.9373,99.4862,132.1559,110.2866,89.4611,97.6164
15-Jul-96,94.3036,83.4258,84.1841,99.5801,132.4232,110.6057,88.8208,97.4439
16-Jul-96,93.2047,82.9192,83.8903,100.4408,132.9684,111.9547,88.7746,96.5813
17-Jul-96,92.7242,82.2494,83.8591,100.7183,133.4814,112.4969,88.9697,96.3786
18-Jul-96,93.1229,82.2165,84.1106,100.5441,133.6249,112.2366,89.0541,96.4526
19-Jul-96,92.7917,82.1311,84.1384,100.6371,134.146,112.2224,89.2431,96.1651
22-Jul-96,92.5431,82.1401,84.0316,100.6295,134.6556,112.7155,89.2961,95.9491
23-Jul-96,92.7107,82.3334,83.8474,100.3948,134.4335,112.6141,89.6736,96.1665
24-Jul-96,92.6145,82.4543,83.8065,100.3795,134.345,112.5613,89.8943,96.1321
25-Jul-96,92.1375,82.3806,83.6838,100.7438,133.792,112.6597,89.7117,96.036
26-Jul-96,92.3135,82.43,83.6824,100.6018,133.8794,112.647,89.3841,96.1742
29-Jul-96,92.2899,82.5383,83.7543,100.5348,133.8832,112.8307,89.4745,96.1171
30-Jul-96,91.5861,82.3818,83.6735,100.6465,134.256,113.0957,89.052,96.0212
31-Jul-96,90.1486,82.2285,83.5411,100.7773,135.5847,113.2772,88.6456,95.6458
1-Aug-96,90.1061,82.2151,83.6368,100.764,135.6055,112.8964,89.2125,95.5859
2-Aug-96,90.3636,81.5897,83.5605,100.8718,135.6094,112.9891,89.3204,95.8274
5-Aug-96,90.3451,81.7537,83.5791,100.6494,136.0317,113.2926,89.0472,95.8038
6-Aug-96,90.7437,81.5108,83.6443,100.6733,135.7942,113.0983,89.3985,95.9681
7-Aug-96,91.0644,81.8215,83.8026,100.7138,134.7081,113.0168,88.7578,96.1482
8-Aug-96,91.4421,82.2853,83.8474,100.609,134.188,112.7336,88.7337,96.2319
9-Aug-96,91.3042,82.1396,83.7686,100.8024,134.1173,113.1464,88.4254,96.1352
12-Aug-96,90.9709,82.1384,83.7964,100.8208,134.6704,113.3325,88.2366,95.9067
13-Aug-96,91.2416,82.1371,83.6211,100.7555,134.6914,113.3929,88.374,95.9943
14-Aug-96,91.3637,82.2737,83.6532,100.5086,134.6282,113.2584,88.6727,96.1516
15-Aug-96,91.571,82.3292,83.4919,100.4812,134.5106,113.2086,88.8793,96.2487
16-Aug-96,92.0386,82.4134,83.7527,100.1564,134.7349,113.0319,89.0357,96.3427
19-Aug-96,92.6855,82.127,83.6997,100.4159,134.549,113.2618,89.0137,96.2802
20-Aug-96,92.3441,82.2509,83.7594,100.3705,134.0896,113.2074,89.3889,96.371
21-Aug-96,92.586,82.2112,83.6904,100.6018,133.8732,113.6558,89.2109,96.2049
22-Aug-96,93.1681,82.4913,83.9343,100.0932,134.0713,113.2882,89.3486,96.4606
23-Aug-96,92.7,82.52,83.9586,100.3526,133.7481,113.6339,89.3771,96.2519
27-Aug-96,92.0938,82.2977,84.0534,100.6394,134.1552,113.9489,89.0021,95.8823
28-Aug-96,92.6316,82.4784,84.0714,100.6773,133.4937,114.1055,88.8378,95.9623
29-Aug-96,92.7743,82.5041,84.125,100.5475,133.6614,113.807,88.793,96.0541
30-Aug-96,92.8515,82.7094,84.0086,100.6568,133.2804,113.5481,88.7382,96.0487
2-Sep-96,92.8972,82.8434,84.0192,100.454,132.8885,112.8664,88.8229,96.4227
3-Sep-96,93.1007,83.2206,83.9768,100.4132,132.6429,112.9422,88.7123,96.358
4-Sep-96,92.903,83.0246,83.9135,100.4355,133.3481,113.0675,88.576,96.1811
5-Sep-96,93.1794,83.2045,83.9629,100.3645,132.8343,112.9997,88.6831,96.3152
6-Sep-96,93.7565,83.0638,83.8165,100.3707,132.7187,112.8651,88.75,96.4867
9-Sep-96,94.1631,82.9555,83.8102,100.3285,133.0667,112.4312,88.847,96.5044
10-Sep-96,94.3968,83.3361,84.0648,99.8124,132.5867,111.8589,88.5664,97.052
11-Sep-96,94.7454,83.3165,84.0418,99.7463,132.1959,111.9376,88.9098,97.2084
12-Sep-96,94.1809,83.4144,84.0661,99.5548,132.5454,111.8697,89.2481,97.1875
13-Sep-96,93.8963,83.4115,84.1928,99.6342,132.1377,111.461,89.3443,97.2829
16-Sep-96,93.2421,83.4071,84.0929,99.7723,132.0657,111.2909,89.7918,97.1893
17-Sep-96,93.4471,83.419,84.0968,99.6142,132.3793,111.1315,89.9503,97.2273
18-Sep-96,92.8785,83.4855,83.9432,99.5797,133.5837,111.0613,89.7761,96.8191
19-Sep-96,93.1952,83.1512,84.0297,99.5349,133.5303,111.1611,89.9647,97.0128
20-Sep-96,93.5643,83.3724,84.2024,99.5282,132.8409,111.3781,90.0766,97.0602
23-Sep-96,93.5313,83.3934,84.171,99.5414,132.7095,111.7833,90.2099,97.0111
24-Sep-96,93.1616,83.4528,84.2343,99.5298,132.7787,111.5386,90.3847,96.9696
25-Sep-96,93.4069,83.7034,84.3069,99.6806,131.9943,111.6311,90.0618,96.9765
26-Sep-96,93.7281,83.9862,84.3368,99.3165,132.278,110.6521,89.8524,97.2619
27-Sep-96,93.7917,84.1282,84.5622,99.2409,131.8035,110.3973,90.1483,97.3594
30-Sep-96,93.8951,84.181,84.6644,99.2098,131.1522,110.6745,90.312,97.4972
1-Oct-96,93.9292,84.2572,84.6701,99.1635,131.2495,110.6805,90.3271,97.4887
2-Oct-96,94.4939,84.4265,84.7448,99.1045,130.668,110.786,90.6317,97.5592
3-Oct-96,93.9342,84.4465,84.8008,98.9635,131.0982,110.7591,90.4923,97.5548
4-Oct-96,93.827,84.2924,85.1464,99.0252,131.0172,110.6296,90.5174,97.4953
7-Oct-96,93.4236,84.2904,85.2557,98.9941,131.3363,110.6457,90.5968,97.3689
8-Oct-96,93.7248,84.1606,85.1585,99.1031,131.2378,111.0109,90.7711,97.323
9-Oct-96,93.833,84.3039,85.2494,99.0048,130.9339,110.9083,90.9086,97.4194
10-Oct-96,93.682,84.4077,85.3801,98.8475,131.3141,110.9939,90.8162,97.3247
11-Oct-96,93.9516,84.9594,85.274,98.6586,130.908,110.7459,90.8233,97.4153
14-Oct-96,93.9316,85.1171,85.3285,98.6329,130.7421,110.8263,90.8589,97.366
15-Oct-96,94.1683,85.6635,85.3146,98.2723,130.2929,110.072,90.7732,97.7653
16-Oct-96,94.1704,85.7406,85.2287,98.2489,130.4614,110.19,90.6406,97.6982
17-Oct-96,94.2757,86.0307,85.3683,97.9611,130.5558,110.1714,90.4668,97.7848
18-Oct-96,94.6628,86.249,85.5916,98.0103,130.0141,109.7524,90.6617,97.7584
21-Oct-96,94.773,86.0195,85.6351,98.281,129.6354,110.172,90.7047,97.661
22-Oct-96,94.6346,86.3481,85.805,98.2478,129.3885,109.9892,90.7588,97.5855
23-Oct-96,94.4139,85.9514,85.9297,98.7437,128.9177,110.3864,90.7869,97.3639
24-Oct-96,94.2118,85.6689,85.7488,98.9217,129.1099,110.1202,90.6667,97.3955
25-Oct-96,94.1846,86.3698,85.8721,98.8279,128.475,109.6318,90.4569,97.4376
28-Oct-96,94.1141,86.7433,85.8571,98.9469,127.3382,109.6926,90.4717,97.548
29-Oct-96,94.0408,86.357,85.7374,99.4075,127.3199,109.6325,90.4998,97.3373
30-Oct-96,93.8852,87.3929,85.9459,99.0621,127.3769,109.839,90.2565,97.0195
31-Oct-96,94.0736,87.3558,85.9902,98.9561,127.6403,109.3575,90.2449,97.1193
1-Nov-96,93.5248,87.9585,86.3643,98.6477,127.9147,108.3747,90.0789,97.0411
4-Nov-96,93.269,88.3634,86.3124,98.6876,127.5989,108.4026,89.7212,96.9747
