Date,EURIBOR,SONIA
9-Aug-05,2.134,4.4294
10-Aug-05,2.134,4.6072
11-Aug-05,2.134,4.3544
12-Aug-05,2.134,4.3458
15-Aug-05,2.135,4.3624
16-Aug-05,2.135,4.3608
17-Aug-05,2.134,4.3631
18-Aug-05,2.132,4.5213
19-Aug-05,2.132,4.6012
22-Aug-05,2.132,4.6969
23-Aug-05,2.133,4.7158
24-Aug-05,2.132,4.7359
25-Aug-05,2.133,4.7371
26-Aug-05,2.132,4.7047
30-Aug-05,2.134,4.7362
31-Aug-05,2.134,4.7577
1-Sep-05,2.133,4.759
2-Sep-05,2.13,4.7255
5-Sep-05,2.131,4.4101
6-Sep-05,2.132,4.5167
7-Sep-05,2.134,4.6858
8-Sep-05,2.134,4.7255
9-Sep-05,2.134,4.6889
12-Sep-05,2.134,4.6311
13-Sep-05,2.136,4.4075
14-Sep-05,2.135,4.6553
15-Sep-05,2.136,4.5652
16-Sep-05,2.136,4.6265
19-Sep-05,2.136,4.3646
20-Sep-05,2.136,4.3533
21-Sep-05,2.136,4.5616
22-Sep-05,2.135,4.3498
23-Sep-05,2.136,4.3384
26-Sep-05,2.141,4.6174
27-Sep-05,2.144,4.4531
28-Sep-05,2.146,4.5925
29-Sep-05,2.17,4.6768
30-Sep-05,2.176,4.3942
3-Oct-05,2.178,4.5053
4-Oct-05,2.181,4.3425
5-Oct-05,2.183,4.3413
6-Oct-05,2.183,4.4136
7-Oct-05,2.192,4.3366
10-Oct-05,2.191,4.3383
11-Oct-05,2.192,4.3582
12-Oct-05,2.186,4.5122
13-Oct-05,2.185,4.6114
14-Oct-05,2.185,4.6476
17-Oct-05,2.187,4.3397
18-Oct-05,2.188,4.3136
19-Oct-05,2.188,4.3262
20-Oct-05,2.187,4.3941
21-Oct-05,2.186,4.6052
24-Oct-05,2.185,4.35
25-Oct-05,2.186,4.3627
26-Oct-05,2.209,4.6744
27-Oct-05,2.24,4.4052
28-Oct-05,2.254,4.347
31-Oct-05,2.263,4.3925
1-Nov-05,2.264,4.6484
2-Nov-05,2.264,4.3897
3-Nov-05,2.273,4.3679
4-Nov-05,2.265,4.6262
7-Nov-05,2.274,4.6396
8-Nov-05,2.297,4.6332
9-Nov-05,2.305,4.6691
10-Nov-05,2.324,4.6292
11-Nov-05,2.321,4.3842
14-Nov-05,2.323,4.3601
15-Nov-05,2.35,4.4418
16-Nov-05,2.35,4.3573
17-Nov-05,2.35,4.6478
18-Nov-05,2.353,4.5897
21-Nov-05,2.439,4.6324
22-Nov-05,2.437,4.6695
23-Nov-05,2.443,4.6938
24-Nov-05,2.45,4.3713
25-Nov-05,2.45,4.3651
28-Nov-05,2.461,4.5168
29-Nov-05,2.473,4.6555
30-Nov-05,2.473,4.7196
1-Dec-05,2.474,4.3907
2-Dec-05,2.452,4.6729
5-Dec-05,2.452,4.7202
6-Dec-05,2.453,4.7122
7-Dec-05,2.452,4.6848
8-Dec-05,2.452,4.6287
9-Dec-05,2.454,4.3694
12-Dec-05,2.454,4.3793
13-Dec-05,2.456,4.5192
14-Dec-05,2.463,4.6762
15-Dec-05,2.475,4.697
16-Dec-05,2.481,4.7221
19-Dec-05,2.486,4.6328
20-Dec-05,2.489,4.5633
21-Dec-05,2.49,4.7216
22-Dec-05,2.494,4.7475
23-Dec-05,2.495,4.6492
28-Dec-05,2.492,4.7438
29-Dec-05,2.487,4.7683
30-Dec-05,2.488,4.7627
3-Jan-06,2.489,4.6893
4-Jan-06,2.489,4.6817
5-Jan-06,2.49,4.6837
6-Jan-06,2.491,4.3887
9-Jan-06,2.492,4.4181
10-Jan-06,2.495,4.5658
11-Jan-06,2.502,4.4543
12-Jan-06,2.514,4.552
13-Jan-06,2.507,4.3829
16-Jan-06,2.508,4.373
17-Jan-06,2.508,4.3628
18-Jan-06,2.505,4.3596
19-Jan-06,2.516,4.3641
20-Jan-06,2.52,4.4132
23-Jan-06,2.524,4.364
24-Jan-06,2.527,4.3651
25-Jan-06,2.533,4.3832
26-Jan-06,2.534,4.4811
27-Jan-06,2.536,4.5238
30-Jan-06,2.542,4.6338
31-Jan-06,2.547,4.7004
1-Feb-06,2.554,4.4088
2-Feb-06,2.563,4.3775
3-Feb-06,2.57,4.3738
6-Feb-06,2.57,4.5173
7-Feb-06,2.569,4.3694
8-Feb-06,2.575,4.5514
9-Feb-06,2.585,4.5983
10-Feb-06,2.592,4.37
13-Feb-06,2.594,4.3884
14-Feb-06,2.596,4.4281
15-Feb-06,2.597,4.4266
16-Feb-06,2.604,4.37
17-Feb-06,2.608,4.3574
20-Feb-06,2.609,4.3713
21-Feb-06,2.612,4.3853
22-Feb-06,2.616,4.3681
23-Feb-06,2.628,4.4467
24-Feb-06,2.644,4.3768
27-Feb-06,2.657,4.3687
28-Feb-06,2.664,4.6553
1-Mar-06,2.666,4.7442
2-Mar-06,2.674,4.8047
3-Mar-06,2.684,4.7299
6-Mar-06,2.688,4.4325
7-Mar-06,2.692,4.4271
8-Mar-06,2.694,4.3824
9-Mar-06,2.695,4.3842
10-Mar-06,2.698,4.6632
13-Mar-06,2.701,4.7555
14-Mar-06,2.704,4.7624
15-Mar-06,2.703,4.6003
16-Mar-06,2.704,4.7537
17-Mar-06,2.705,4.7022
20-Mar-06,2.723,4.4298
21-Mar-06,2.728,4.3892
22-Mar-06,2.737,4.3674
23-Mar-06,2.739,4.3698
24-Mar-06,2.741,4.3709
27-Mar-06,2.745,4.4236
28-Mar-06,2.772,4.397
29-Mar-06,2.797,4.3769
30-Mar-06,2.814,4.4056
31-Mar-06,2.816,4.7528
3-Apr-06,2.818,4.6511
4-Apr-06,2.822,4.6312
5-Apr-06,2.824,4.6527
6-Apr-06,2.831,4.4678
7-Apr-06,2.764,4.3863
10-Apr-06,2.763,4.6202
11-Apr-06,2.762,4.4528
12-Apr-06,2.764,4.3788
13-Apr-06,2.765,4.3901
18-Apr-06,2.769,4.38
19-Apr-06,2.77,4.3906
20-Apr-06,2.776,4.4011
21-Apr-06,2.779,4.3751
24-Apr-06,2.783,4.6082
25-Apr-06,2.79,4.6061
26-Apr-06,2.824,4.3997
27-Apr-06,2.832,4.6489
28-Apr-06,2.852,4.4299
2-May-06,2.86,4.4593
3-May-06,2.865,4.58
4-May-06,2.855,4.4422
5-May-06,2.859,4.4487
8-May-06,2.866,4.441
9-May-06,2.872,4.5738
10-May-06,2.877,4.3867
11-May-06,2.879,4.3828
12-May-06,2.885,4.5769
15-May-06,2.884,4.3844
16-May-06,2.883,4.5045
17-May-06,2.884,4.3622
18-May-06,2.893,4.5388
19-May-06,2.896,4.5427
22-May-06,2.901,4.5458
23-May-06,2.904,4.5582
24-May-06,2.905,4.5744
25-May-06,2.91,4.5764
26-May-06,2.913,4.5963
30-May-06,2.922,4.599
31-May-06,2.926,4.6207
1-Jun-06,2.944,4.5883
2-Jun-06,2.95,4.58
5-Jun-06,2.957,4.5886
6-Jun-06,2.969,4.598
7-Jun-06,2.974,4.5628
8-Jun-06,2.99,4.5843
9-Jun-06,2.953,4.5898
12-Jun-06,2.953,4.5852
13-Jun-06,2.959,4.5756
14-Jun-06,2.961,4.5688
15-Jun-06,2.963,4.5557
16-Jun-06,2.966,4.5622
19-Jun-06,2.973,4.5548
20-Jun-06,2.976,4.5429
21-Jun-06,2.985,4.5497
22-Jun-06,2.993,4.5474
23-Jun-06,2.997,4.5378
26-Jun-06,3.001,4.5417
27-Jun-06,3.041,4.5377
28-Jun-06,3.061,4.5424
29-Jun-06,3.063,4.5532
30-Jun-06,3.056,4.7194
3-Jul-06,3.055,4.5832
4-Jul-06,3.055,4.5445
5-Jul-06,3.06,4.4802
6-Jul-06,3.062,4.5361
7-Jul-06,3.075,4.5401
10-Jul-06,3.079,4.5446
11-Jul-06,3.079,4.5326
12-Jul-06,3.083,4.524
13-Jul-06,3.09,4.5188
14-Jul-06,3.092,4.5258
17-Jul-06,3.1,4.5506
18-Jul-06,3.104,4.5427
19-Jul-06,3.114,4.5333
20-Jul-06,3.117,4.5303
21-Jul-06,3.124,4.5254
24-Jul-06,3.126,4.5237
25-Jul-06,3.134,4.5189
26-Jul-06,3.141,4.5224
27-Jul-06,3.146,4.5291
28-Jul-06,3.149,4.5507
31-Jul-06,3.161,4.8059
1-Aug-06,3.17,4.7586
2-Aug-06,3.178,4.5724
3-Aug-06,3.185,4.7086
4-Aug-06,3.201,4.8197
7-Aug-06,3.204,4.8046
8-Aug-06,3.207,4.7885
9-Aug-06,3.21,4.7847
10-Aug-06,3.215,4.7876
11-Aug-06,3.217,4.8039
14-Aug-06,3.219,4.8448
15-Aug-06,3.22,4.8742
16-Aug-06,3.227,4.8426
17-Aug-06,3.234,4.8144
18-Aug-06,3.236,4.8181
21-Aug-06,3.244,4.8053
22-Aug-06,3.249,4.8026
23-Aug-06,3.253,4.8023
24-Aug-06,3.254,4.8073
25-Aug-06,3.255,4.8493
29-Aug-06,3.257,4.8557
30-Aug-06,3.256,4.8414
31-Aug-06,3.264,4.8703
1-Sep-06,3.267,4.7893
4-Sep-06,3.271,4.785
5-Sep-06,3.275,4.7702
6-Sep-06,3.289,4.6902
7-Sep-06,3.294,4.793
8-Sep-06,3.301,4.8162
11-Sep-06,3.305,4.8106
12-Sep-06,3.315,4.79
13-Sep-06,3.321,4.7787
14-Sep-06,3.333,4.7802
15-Sep-06,3.335,4.7843
18-Sep-06,3.34,4.7904
19-Sep-06,3.349,4.7913
20-Sep-06,3.352,4.7809
21-Sep-06,3.372,4.7754
22-Sep-06,3.376,4.7817
25-Sep-06,3.374,4.8037
26-Sep-06,3.368,4.7879
27-Sep-06,3.376,4.7795
28-Sep-06,3.413,4.7976
29-Sep-06,3.417,4.8972
2-Oct-06,3.424,4.8541
3-Oct-06,3.435,4.9117
4-Oct-06,3.453,4.7399
5-Oct-06,3.464,4.8257
6-Oct-06,3.464,4.7888
9-Oct-06,3.47,4.8063
10-Oct-06,3.479,4.8048
11-Oct-06,3.487,4.8007
12-Oct-06,3.494,4.8028
13-Oct-06,3.499,4.7979
16-Oct-06,3.502,4.7912
17-Oct-06,3.503,4.7987
18-Oct-06,3.511,4.8178
19-Oct-06,3.519,4.8202
20-Oct-06,3.521,4.8423
23-Oct-06,3.526,4.8489
24-Oct-06,3.528,4.8451
25-Oct-06,3.538,4.8389
26-Oct-06,3.548,4.8366
27-Oct-06,3.554,4.8426
30-Oct-06,3.561,4.8587
31-Oct-06,3.564,4.8876
1-Nov-06,3.563,4.8235
2-Nov-06,3.566,4.7966
3-Nov-06,3.566,4.7922
6-Nov-06,3.569,4.7975
7-Nov-06,3.575,4.7983
8-Nov-06,3.577,4.7426
9-Nov-06,3.584,5.0628
10-Nov-06,3.585,5.1016
13-Nov-06,3.587,5.0927
14-Nov-06,3.593,5.09
15-Nov-06,3.595,5.0707
16-Nov-06,3.598,5.058
17-Nov-06,3.604,5.0686
20-Nov-06,3.603,5.0672
21-Nov-06,3.604,5.0652
22-Nov-06,3.613,5.068
23-Nov-06,3.618,5.0737
24-Nov-06,3.624,5.075
27-Nov-06,3.625,5.0756
28-Nov-06,3.626,5.0688
29-Nov-06,3.627,5.0622
30-Nov-06,3.636,5.078
1-Dec-06,3.638,5.0578
4-Dec-06,3.639,5.0553
5-Dec-06,3.643,5.0448
6-Dec-06,3.653,5.0159
7-Dec-06,3.662,5.0813
8-Dec-06,3.669,5.1172
11-Dec-06,3.673,5.1121
12-Dec-06,3.674,5.09
13-Dec-06,3.674,5.0842
14-Dec-06,3.679,5.0829
15-Dec-06,3.686,5.0979
18-Dec-06,3.699,5.0887
19-Dec-06,3.704,5.0806
20-Dec-06,3.707,5.0784
21-Dec-06,3.714,5.078
22-Dec-06,3.716,5.0714
27-Dec-06,3.722,5.0804
28-Dec-06,3.723,5.0848
29-Dec-06,3.725,5.201
2-Jan-07,3.725,5.0783
3-Jan-07,3.726,5.078
4-Jan-07,3.734,5.0722
5-Jan-07,3.735,5.0678
8-Jan-07,3.738,5.0526
9-Jan-07,3.742,5.0419
10-Jan-07,3.745,4.9825
11-Jan-07,3.757,5.2352
12-Jan-07,3.745,5.3051
15-Jan-07,3.746,5.3123
16-Jan-07,3.746,5.3097
17-Jan-07,3.747,5.3071
18-Jan-07,3.754,5.3082
19-Jan-07,3.754,5.3087
22-Jan-07,3.755,5.3121
23-Jan-07,3.757,5.3091
24-Jan-07,3.756,5.3008
25-Jan-07,3.769,5.3001
26-Jan-07,3.772,5.3004
29-Jan-07,3.775,5.3002
30-Jan-07,3.781,5.3016
31-Jan-07,3.782,5.3237
1-Feb-07,3.785,5.3041
2-Feb-07,3.788,5.3024
5-Feb-07,3.78,5.3019
6-Feb-07,3.784,5.287
7-Feb-07,3.786,5.2267
8-Feb-07,3.803,5.3501
9-Feb-07,3.806,5.3314
12-Feb-07,3.809,5.3227
13-Feb-07,3.814,5.3227
14-Feb-07,3.815,5.3232
15-Feb-07,3.825,5.3234
16-Feb-07,3.826,5.3234
19-Feb-07,3.831,5.4
20-Feb-07,3.833,5.3285
21-Feb-07,3.835,5.3248
22-Feb-07,3.843,5.3202
23-Feb-07,3.846,5.3205
26-Feb-07,3.853,5.3185
27-Feb-07,3.854,5.3162
28-Feb-07,3.848,5.3178
1-Mar-07,3.856,5.3108
2-Mar-07,3.859,5.298
5-Mar-07,3.86,5.2881
6-Mar-07,3.866,5.2639
7-Mar-07,3.868,5.2269
8-Mar-07,3.878,5.3397
9-Mar-07,3.885,5.3274
12-Mar-07,3.889,5.3244
13-Mar-07,3.889,5.3266
14-Mar-07,3.893,5.3272
15-Mar-07,3.896,5.314
16-Mar-07,3.896,5.3077
19-Mar-07,3.892,5.3117
20-Mar-07,3.895,5.3126
21-Mar-07,3.897,5.3046
22-Mar-07,3.902,5.2979
23-Mar-07,3.904,5.2897
26-Mar-07,3.906,5.2967
27-Mar-07,3.909,5.2985
28-Mar-07,3.914,5.2969
29-Mar-07,3.922,5.2951
30-Mar-07,3.924,5.3123
2-Apr-07,3.927,5.2843
3-Apr-07,3.936,5.2673
4-Apr-07,3.944,5.2546
5-Apr-07,3.946,5.3416
10-Apr-07,3.955,5.3122
11-Apr-07,3.958,5.3182
12-Apr-07,3.968,5.317
13-Apr-07,3.97,5.3111
16-Apr-07,3.975,5.3058
17-Apr-07,3.978,5.3027
18-Apr-07,3.979,5.2833
19-Apr-07,3.985,5.2731
20-Apr-07,3.988,5.2775
23-Apr-07,3.992,5.276
24-Apr-07,3.995,5.2689
25-Apr-07,3.999,5.2786
26-Apr-07,4.005,5.2891
27-Apr-07,4.013,5.2843
30-Apr-07,4.017,5.2935
1-May-07,4.017,5.2943
2-May-07,4.023,5.2801
3-May-07,4.034,5.2761
4-May-07,4.036,5.2635
8-May-07,4.043,5.2675
9-May-07,4.046,5.2561
10-May-07,4.055,5.5762
11-May-07,4.061,5.5651
14-May-07,4.063,5.5589
15-May-07,4.066,5.5556
16-May-07,4.067,5.5445
17-May-07,4.073,5.5539
18-May-07,4.077,5.5404
21-May-07,4.078,5.5402
22-May-07,4.08,5.5464
23-May-07,4.086,5.5773
24-May-07,4.095,5.5728
25-May-07,4.098,5.5764
29-May-07,4.109,5.5718
30-May-07,4.113,5.5669
31-May-07,4.122,5.5491
1-Jun-07,4.124,5.5424
4-Jun-07,4.125,5.5266
5-Jun-07,4.126,5.5066
6-Jun-07,4.126,5.5494
7-Jun-07,4.135,5.5847
8-Jun-07,4.138,5.5742
11-Jun-07,4.14,5.5741
12-Jun-07,4.142,5.5685
13-Jun-07,4.145,5.561
14-Jun-07,4.147,5.5568
15-Jun-07,4.148,5.5567
18-Jun-07,4.148,5.5581
19-Jun-07,4.153,5.5535
20-Jun-07,4.155,5.5438
21-Jun-07,4.159,5.5443
22-Jun-07,4.16,5.5432
25-Jun-07,4.159,5.5442
26-Jun-07,4.162,5.5241
27-Jun-07,4.164,5.5068
28-Jun-07,4.172,5.9199
29-Jun-07,4.175,6.4568
2-Jul-07,4.176,6.4707
3-Jul-07,4.182,6.4128
4-Jul-07,4.183,5.614
5-Jul-07,4.19,5.8154
6-Jul-07,4.196,5.8202
9-Jul-07,4.197,5.812
10-Jul-07,4.197,5.8034
11-Jul-07,4.201,5.8057
12-Jul-07,4.209,5.8037
13-Jul-07,4.214,5.8012
16-Jul-07,4.215,5.8025
17-Jul-07,4.215,5.7971
18-Jul-07,4.221,5.7968
19-Jul-07,4.226,5.7925
20-Jul-07,4.228,5.7784
23-Jul-07,4.229,5.7781
24-Jul-07,4.235,5.7756
25-Jul-07,4.239,5.7715
26-Jul-07,4.245,5.7731
27-Jul-07,4.246,5.7749
30-Jul-07,4.252,5.7775
31-Jul-07,4.26,5.7774
1-Aug-07,4.264,5.7601
2-Aug-07,4.281,5.7914
3-Aug-07,4.296,5.8006
6-Aug-07,4.309,5.8112
7-Aug-07,4.328,5.8071
8-Aug-07,4.352,5.8038
9-Aug-07,4.399,6.0186
10-Aug-07,4.451,6.49
13-Aug-07,4.506,6.1851
14-Aug-07,4.519,5.9554
15-Aug-07,4.525,5.9009
16-Aug-07,4.574,5.8771
17-Aug-07,4.645,5.9935
20-Aug-07,4.656,5.9293
21-Aug-07,4.664,5.8318
22-Aug-07,4.676,5.8129
23-Aug-07,4.711,5.8057
24-Aug-07,4.721,5.814
28-Aug-07,4.717,5.8068
29-Aug-07,4.722,5.8175
30-Aug-07,4.724,5.9432
31-Aug-07,4.735,6.1242
3-Sep-07,4.741,6.1141
4-Sep-07,4.745,5.9913
5-Sep-07,4.755,5.8006
6-Sep-07,4.755,5.8219
7-Sep-07,4.752,5.8401
10-Sep-07,4.748,5.8252
11-Sep-07,4.75,5.8189
12-Sep-07,4.75,5.8166
13-Sep-07,4.73,5.7898
14-Sep-07,4.724,5.8318
17-Sep-07,4.729,6.1414
18-Sep-07,4.731,5.964
19-Sep-07,4.723,5.8017
20-Sep-07,4.726,5.7316
21-Sep-07,4.723,5.6781
24-Sep-07,4.723,5.679
25-Sep-07,4.725,5.6175
26-Sep-07,4.726,5.5805
27-Sep-07,4.786,5.7199
28-Sep-07,4.792,5.9288
1-Oct-07,4.791,5.7482
2-Oct-07,4.795,5.7604
3-Oct-07,4.79,5.7447
4-Oct-07,4.785,5.7604
5-Oct-07,4.775,5.775
8-Oct-07,4.767,5.7966
9-Oct-07,4.754,5.805
10-Oct-07,4.749,5.8026
11-Oct-07,4.732,5.7912
12-Oct-07,4.691,5.8096
15-Oct-07,4.659,5.7969
16-Oct-07,4.655,5.7852
17-Oct-07,4.655,5.7829
18-Oct-07,4.653,5.7814
19-Oct-07,4.637,5.7739
22-Oct-07,4.632,5.7676
23-Oct-07,4.63,5.7641
24-Oct-07,4.626,5.7507
25-Oct-07,4.613,5.7442
26-Oct-07,4.605,5.7514
29-Oct-07,4.606,5.7579
30-Oct-07,4.607,5.7684
31-Oct-07,4.603,5.8079
1-Nov-07,4.598,5.756
2-Nov-07,4.591,5.7542
5-Nov-07,4.59,5.7626
6-Nov-07,4.589,5.7607
7-Nov-07,4.589,5.7592
8-Nov-07,4.579,5.7634
9-Nov-07,4.579,5.774
12-Nov-07,4.574,5.776
13-Nov-07,4.575,5.7818
14-Nov-07,4.576,5.7996
15-Nov-07,4.58,5.8028
16-Nov-07,4.584,5.8274
19-Nov-07,4.619,5.8576
20-Nov-07,4.636,5.835
21-Nov-07,4.654,5.7799
22-Nov-07,4.677,5.7802
23-Nov-07,4.697,5.772
26-Nov-07,4.713,5.7859
27-Nov-07,4.743,5.7794
28-Nov-07,4.743,5.7841
29-Nov-07,4.776,5.791
30-Nov-07,4.81,5.8799
3-Dec-07,4.839,5.8118
4-Dec-07,4.858,5.7949
5-Dec-07,4.871,5.7842
6-Dec-07,4.884,5.6702
7-Dec-07,4.891,5.6336
10-Dec-07,4.902,5.6301
11-Dec-07,4.927,5.6358
12-Dec-07,4.953,5.6061
13-Dec-07,4.948,5.5591
14-Dec-07,4.941,5.5474
17-Dec-07,4.949,5.5562
18-Dec-07,4.876,5.5475
19-Dec-07,4.812,5.5318
20-Dec-07,4.79,5.5179
21-Dec-07,4.774,5.5017
24-Dec-07,4.765,5.474
27-Dec-07,4.765,5.4049
28-Dec-07,4.69,5.3446
31-Dec-07,4.684,5.7799
2-Jan-08,4.665,5.535
3-Jan-08,4.644,5.5262
4-Jan-08,4.63,5.5423
7-Jan-08,4.616,5.5345
8-Jan-08,4.598,5.5103
9-Jan-08,4.597,5.4583
10-Jan-08,4.591,5.46
11-Jan-08,4.576,5.5429
14-Jan-08,4.558,5.5271
15-Jan-08,4.541,5.5247
16-Jan-08,4.509,5.5112
17-Jan-08,4.446,5.5042
18-Jan-08,4.411,5.5024
21-Jan-08,4.393,5.5055
22-Jan-08,4.33,5.4817
23-Jan-08,4.288,5.48
24-Jan-08,4.302,5.4688
25-Jan-08,4.383,5.4815
28-Jan-08,4.378,5.4992
29-Jan-08,4.383,5.5048
30-Jan-08,4.381,5.492
31-Jan-08,4.374,5.5156
1-Feb-08,4.367,5.5164
4-Feb-08,4.368,5.5129
5-Feb-08,4.372,5.5163
6-Feb-08,4.359,5.5377
7-Feb-08,4.353,5.3056
8-Feb-08,4.331,5.2843
11-Feb-08,4.334,5.284
12-Feb-08,4.334,5.2807
13-Feb-08,4.34,5.2726
14-Feb-08,4.342,5.2797
15-Feb-08,4.355,5.2843
18-Feb-08,4.358,5.2928
19-Feb-08,4.36,5.2965
20-Feb-08,4.366,5.2918
21-Feb-08,4.373,5.2895
22-Feb-08,4.374,5.287
25-Feb-08,4.379,5.2925
26-Feb-08,4.382,5.2899
27-Feb-08,4.386,5.2838
28-Feb-08,4.387,5.2811
29-Feb-08,4.384,5.2976
3-Mar-08,4.383,5.3038
4-Mar-08,4.391,5.3053
5-Mar-08,4.401,5.2724
6-Mar-08,4.429,5.2573
7-Mar-08,4.497,5.2745
10-Mar-08,4.558,5.2829
11-Mar-08,4.597,5.2743
12-Mar-08,4.605,5.2767
13-Mar-08,4.606,5.263
14-Mar-08,4.617,5.2784
17-Mar-08,4.652,5.4005
18-Mar-08,4.654,5.379
19-Mar-08,4.664,5.2982
20-Mar-08,4.674,5.2841
25-Mar-08,4.699,5.3783
26-Mar-08,4.718,5.3579
27-Mar-08,4.728,5.2802
28-Mar-08,4.731,5.2552
31-Mar-08,4.727,5.4267
1-Apr-08,4.731,5.3105
2-Apr-08,4.736,5.2766
3-Apr-08,4.741,5.2278
4-Apr-08,4.741,5.1625
7-Apr-08,4.742,5.1643
8-Apr-08,4.742,5.1347
9-Apr-08,4.744,5.1692
10-Apr-08,4.744,5.0817
11-Apr-08,4.747,5.022
14-Apr-08,4.753,5.0246
15-Apr-08,4.764,5.036
16-Apr-08,4.774,5.0162
17-Apr-08,4.784,5.0088
18-Apr-08,4.794,5.0232
21-Apr-08,4.805,5.0127
22-Apr-08,4.82,5.0033
23-Apr-08,4.829,4.9782
24-Apr-08,4.837,4.9883
25-Apr-08,4.847,5.0096
28-Apr-08,4.848,5.0288
29-Apr-08,4.857,5.0337
30-Apr-08,4.857,5.0476
1-May-08,4.857,5.0548
2-May-08,4.855,5.0444
6-May-08,4.857,5.0292
7-May-08,4.856,5.0198
8-May-08,4.855,5.0179
9-May-08,4.855,5.0282
12-May-08,4.857,5.0291
13-May-08,4.856,5.0388
14-May-08,4.859,5.0165
15-May-08,4.86,5.0172
16-May-08,4.859,5.0225
19-May-08,4.858,5.0265
20-May-08,4.856,5.0244
21-May-08,4.858,5.0316
22-May-08,4.855,5.0346
23-May-08,4.857,5.0319
27-May-08,4.857,5.0351
28-May-08,4.857,5.0305
29-May-08,4.86,5.0286
30-May-08,4.864,5.0654
2-Jun-08,4.865,5.0277
3-Jun-08,4.864,5.0172
4-Jun-08,4.864,4.9972
5-Jun-08,4.866,5.0057
6-Jun-08,4.967,5.0232
9-Jun-08,4.961,5.0498
10-Jun-08,4.96,5.0429
11-Jun-08,4.959,5.0329
12-Jun-08,4.958,5.0301
13-Jun-08,4.961,5.0403
16-Jun-08,4.96,5.0291
17-Jun-08,4.961,5.0317
18-Jun-08,4.962,5.035
19-Jun-08,4.961,5.0286
20-Jun-08,4.959,5.0237
23-Jun-08,4.958,5.0143
24-Jun-08,4.958,5.0064
25-Jun-08,4.958,4.9829
26-Jun-08,4.955,4.9848
27-Jun-08,4.947,4.9931
30-Jun-08,4.947,5.288
1-Jul-08,4.955,5.0504
2-Jul-08,4.956,5.011
3-Jul-08,4.966,4.993
4-Jul-08,4.959,4.9996
7-Jul-08,4.96,4.9984
8-Jul-08,4.962,5.0175
9-Jul-08,4.962,5.0057
10-Jul-08,4.963,5.0082
11-Jul-08,4.963,5.0185
14-Jul-08,4.962,5.017
15-Jul-08,4.961,5.023
16-Jul-08,4.957,5.018
17-Jul-08,4.958,5.0155
18-Jul-08,4.957,5.0039
21-Jul-08,4.96,5.0067
22-Jul-08,4.961,5.0041
23-Jul-08,4.963,5.0077
24-Jul-08,4.962,5.0178
25-Jul-08,4.962,5.031
28-Jul-08,4.962,5.0225
29-Jul-08,4.961,5.0167
30-Jul-08,4.963,4.9814
31-Jul-08,4.968,4.9592
1-Aug-08,4.968,4.9634
4-Aug-08,4.97,4.9915
5-Aug-08,4.968,4.9836
6-Aug-08,4.967,4.9758
7-Aug-08,4.968,4.9925
8-Aug-08,4.966,5.0072
11-Aug-08,4.965,5.0043
12-Aug-08,4.966,4.9974
13-Aug-08,4.965,4.9885
14-Aug-08,4.964,5.0013
15-Aug-08,4.966,5.0083
18-Aug-08,4.963,4.9983
19-Aug-08,4.963,5.0021
20-Aug-08,4.964,5.0037
21-Aug-08,4.963,5.0014
22-Aug-08,4.964,4.9973
26-Aug-08,4.965,4.9961
27-Aug-08,4.964,4.9914
28-Aug-08,4.962,5.0017
29-Aug-08,4.963,5.035
1-Sep-08,4.961,5.0257
2-Sep-08,4.961,5.0238
3-Sep-08,4.96,5.0209
4-Sep-08,4.961,5.0183
5-Sep-08,4.96,5.0228
8-Sep-08,4.959,5.0199
9-Sep-08,4.958,5.0133
10-Sep-08,4.959,5.0075
11-Sep-08,4.958,5.0097
12-Sep-08,4.958,5.0122
15-Sep-08,4.964,5.3123
16-Sep-08,4.969,5.5838
17-Sep-08,4.973,4.9772
18-Sep-08,4.991,4.8679
19-Sep-08,5.005,4.5343
22-Sep-08,5.029,4.2779
23-Sep-08,5.055,4.0472
24-Sep-08,5.066,4.475
25-Sep-08,5.119,4.6471
26-Sep-08,5.142,4.6946
29-Sep-08,5.237,4.9538
30-Sep-08,5.277,5.0906
1-Oct-08,5.291,3.6365
2-Oct-08,5.33,4.2665
3-Oct-08,5.339,4.4401
6-Oct-08,5.345,4.5747
7-Oct-08,5.377,4.9778
8-Oct-08,5.393,4.9417
9-Oct-08,5.393,4.7688
10-Oct-08,5.381,5.2796
13-Oct-08,5.318,4.9456
14-Oct-08,5.235,4.8272
15-Oct-08,5.168,4.6566
16-Oct-08,5.09,4.1802
17-Oct-08,5.045,3.8702
20-Oct-08,5,4.0685
21-Oct-08,4.968,4.084
22-Oct-08,4.936,3.9165
23-Oct-08,4.921,4.0196
24-Oct-08,4.918,4.3245
27-Oct-08,4.912,4.3653
28-Oct-08,4.86,4.3773
29-Oct-08,4.827,4.3622
30-Oct-08,4.794,4.286
31-Oct-08,4.76,4.2961
3-Nov-08,4.733,4.226
4-Nov-08,4.7,4.1649
5-Nov-08,4.663,4.1729
6-Nov-08,4.592,3.2876
7-Nov-08,4.474,2.6805
10-Nov-08,4.406,2.6395
11-Nov-08,4.343,2.5487
12-Nov-08,4.286,2.4835
13-Nov-08,4.245,2.4732
14-Nov-08,4.223,2.4452
17-Nov-08,4.191,2.4232
18-Nov-08,4.153,2.4275
19-Nov-08,4.12,2.3935
20-Nov-08,4.076,2.4427
21-Nov-08,4.021,2.4394
