Date,EURIBOR,SONIA
17-Apr-02,3.395,3.5122
18-Apr-02,3.393,3.3866
19-Apr-02,3.388,3.3816
22-Apr-02,3.389,3.6764
23-Apr-02,3.392,3.5653
24-Apr-02,3.393,3.5067
25-Apr-02,3.387,4.5266
26-Apr-02,3.392,4.3084
29-Apr-02,3.386,4.7897
30-Apr-02,3.385,4.8749
1-May-02,3.385,3.4444
2-May-02,3.383,3.4509
3-May-02,3.416,3.4156
7-May-02,3.414,3.3905
8-May-02,3.417,3.3663
9-May-02,3.428,3.735
10-May-02,3.427,3.5691
13-May-02,3.43,3.5213
14-May-02,3.474,3.9569
15-May-02,3.498,3.5001
16-May-02,3.497,3.9325
17-May-02,3.526,4.2572
20-May-02,3.524,4.4654
21-May-02,3.524,3.4925
22-May-02,3.487,3.4169
23-May-02,3.483,3.3937
24-May-02,3.483,4.3432
27-May-02,3.482,4.9043
28-May-02,3.497,4.9337
29-May-02,3.497,4.9213
30-May-02,3.488,4.9915
31-May-02,3.485,3.998
5-Jun-02,3.473,4.0829
6-Jun-02,3.605,4.2296
7-Jun-02,3.466,3.3263
10-Jun-02,3.469,3.2978
11-Jun-02,3.466,3.2358
12-Jun-02,3.466,3.2326
13-Jun-02,3.47,3.2545
14-Jun-02,3.468,3.2115
17-Jun-02,3.465,3.2792
18-Jun-02,3.465,3.5762
19-Jun-02,3.467,3.9254
20-Jun-02,3.467,4.298
21-Jun-02,3.467,3.3933
24-Jun-02,3.463,3.5531
25-Jun-02,3.461,3.2795
26-Jun-02,3.433,3.2611
27-Jun-02,3.44,3.258
28-Jun-02,3.441,3.3156
1-Jul-02,3.438,3.9204
2-Jul-02,3.437,4.4537
3-Jul-02,3.431,4.6937
4-Jul-02,3.438,4.0309
5-Jul-02,3.439,3.2672
8-Jul-02,3.438,4.6384
9-Jul-02,3.435,3.9004
10-Jul-02,3.424,3.2653
11-Jul-02,3.414,3.2522
12-Jul-02,3.413,3.2605
15-Jul-02,3.413,3.7929
16-Jul-02,3.414,4.2852
17-Jul-02,3.407,3.3716
18-Jul-02,3.405,3.3199
19-Jul-02,3.403,3.7599
22-Jul-02,3.401,3.8084
23-Jul-02,3.402,3.5574
24-Jul-02,3.383,3.5266
25-Jul-02,3.386,3.5338
26-Jul-02,3.381,3.3886
29-Jul-02,3.373,4.36
30-Jul-02,3.378,4.6029
31-Jul-02,3.377,4.8134
1-Aug-02,3.371,4.7639
2-Aug-02,3.361,4.7881
5-Aug-02,3.347,4.7249
6-Aug-02,3.329,4.609
7-Aug-02,3.338,3.9336
8-Aug-02,3.336,3.8982
9-Aug-02,3.342,4.4506
12-Aug-02,3.34,3.7733
13-Aug-02,3.34,3.3736
14-Aug-02,3.326,3.5045
15-Aug-02,3.338,3.6334
16-Aug-02,3.351,3.3951
19-Aug-02,3.36,4.6734
20-Aug-02,3.353,4.0151
21-Aug-02,3.353,4.5851
22-Aug-02,3.369,4.5485
23-Aug-02,3.368,3.7797
27-Aug-02,3.367,4.1133
28-Aug-02,3.367,3.835
29-Aug-02,3.36,4.1634
30-Aug-02,3.358,4.3178
2-Sep-02,3.351,4.488
3-Sep-02,3.341,3.7235
4-Sep-02,3.326,4.3735
5-Sep-02,3.314,4.5811
6-Sep-02,3.306,3.7508
9-Sep-02,3.316,4.521
10-Sep-02,3.317,4.5027
11-Sep-02,3.315,3.8864
12-Sep-02,3.315,3.428
13-Sep-02,3.312,3.3966
16-Sep-02,3.313,3.3965
17-Sep-02,3.314,3.6256
18-Sep-02,3.308,4.0851
19-Sep-02,3.307,3.8864
20-Sep-02,3.3,3.3018
23-Sep-02,3.297,3.2697
24-Sep-02,3.292,3.2729
25-Sep-02,3.287,4.5509
26-Sep-02,3.288,4.5577
27-Sep-02,3.297,3.3028
30-Sep-02,3.297,3.3924
1-Oct-02,3.279,3.2969
2-Oct-02,3.283,3.3256
3-Oct-02,3.265,3.3619
4-Oct-02,3.254,3.6971
7-Oct-02,3.211,3.9634
8-Oct-02,3.228,3.4691
9-Oct-02,3.23,3.533
10-Oct-02,3.226,4.6415
11-Oct-02,3.259,4.3277
14-Oct-02,3.274,4.8538
15-Oct-02,3.281,4.8749
16-Oct-02,3.301,4.8166
17-Oct-02,3.313,4.8782
18-Oct-02,3.292,4.0209
21-Oct-02,3.263,4.871
22-Oct-02,3.258,3.8505
23-Oct-02,3.25,4.5032
24-Oct-02,3.24,4.6515
25-Oct-02,3.253,3.749
28-Oct-02,3.267,3.7415
29-Oct-02,3.272,3.7176
30-Oct-02,3.251,4.4283
31-Oct-02,3.259,3.4606
1-Nov-02,3.236,3.2899
4-Nov-02,3.233,3.3026
5-Nov-02,3.212,3.2458
6-Nov-02,3.214,3.2338
7-Nov-02,3.136,3.1871
8-Nov-02,3.209,4.1968
11-Nov-02,3.187,4.5457
12-Nov-02,3.174,3.5527
13-Nov-02,3.143,3.7219
14-Nov-02,3.124,4.0969
15-Nov-02,3.124,3.3345
18-Nov-02,3.1,4.7834
19-Nov-02,3.092,3.7446
20-Nov-02,3.079,3.2715
21-Nov-02,3.045,3.2722
22-Nov-02,3.043,3.2751
25-Nov-02,3.053,3.3158
26-Nov-02,3.054,3.2981
27-Nov-02,3.047,3.6599
28-Nov-02,3.055,3.9261
29-Nov-02,3.047,4.4397
2-Dec-02,3.036,4.8725
3-Dec-02,3.026,3.9832
4-Dec-02,2.989,4.5919
5-Dec-02,2.916,4.8072
6-Dec-02,2.916,4.6956
9-Dec-02,2.916,4.9011
10-Dec-02,2.918,4.0637
11-Dec-02,2.923,3.2831
12-Dec-02,2.93,3.3876
13-Dec-02,2.939,3.3078
16-Dec-02,2.942,4.5313
17-Dec-02,2.941,4.4428
18-Dec-02,2.94,4.7895
19-Dec-02,2.939,4.6905
20-Dec-02,2.943,4.5162
23-Dec-02,2.949,4.9379
24-Dec-02,2.945,4.4865
27-Dec-02,2.93,3.9531
30-Dec-02,2.867,4.8405
31-Dec-02,2.865,4.824
2-Jan-03,2.861,4.7694
3-Jan-03,2.863,3.9901
6-Jan-03,2.86,4.4295
7-Jan-03,2.859,4.7026
8-Jan-03,2.853,3.8006
9-Jan-03,2.834,4.1469
10-Jan-03,2.836,4.1019
13-Jan-03,2.829,3.6876
14-Jan-03,2.829,4.2088
15-Jan-03,2.829,3.8772
16-Jan-03,2.828,3.4931
17-Jan-03,2.83,3.372
20-Jan-03,2.828,3.3835
21-Jan-03,2.831,3.4032
22-Jan-03,2.825,3.9111
23-Jan-03,2.823,3.413
24-Jan-03,2.819,3.3596
27-Jan-03,2.814,3.2985
28-Jan-03,2.818,3.3237
29-Jan-03,2.813,3.3254
30-Jan-03,2.811,3.5324
31-Jan-03,2.807,4.1671
3-Feb-03,2.807,4.763
4-Feb-03,2.805,3.7844
5-Feb-03,2.795,3.4226
6-Feb-03,2.79,3.4213
7-Feb-03,2.763,3.3472
10-Feb-03,2.74,4.4122
11-Feb-03,2.741,4.5449
12-Feb-03,2.728,4.3637
13-Feb-03,2.707,3.3922
14-Feb-03,2.687,3.2942
17-Feb-03,2.693,3.542
18-Feb-03,2.689,3.2467
19-Feb-03,2.687,3.1086
20-Feb-03,2.679,3.5975
21-Feb-03,2.679,3.5644
24-Feb-03,2.592,4.0172
25-Feb-03,2.571,3.2192
26-Feb-03,2.545,4.1858
27-Feb-03,2.518,3.8172
28-Feb-03,2.533,3.4409
3-Mar-03,2.503,4.1854
4-Mar-03,2.492,3.9708
5-Mar-03,2.477,4.4249
6-Mar-03,2.461,4.1882
7-Mar-03,2.528,4.1375
10-Mar-03,2.537,4.5668
11-Mar-03,2.54,4.602
12-Mar-03,2.538,4.6657
13-Mar-03,2.545,3.6683
14-Mar-03,2.567,3.1739
17-Mar-03,2.561,4.5224
18-Mar-03,2.576,3.5586
19-Mar-03,2.562,3.4212
20-Mar-03,2.544,3.1187
21-Mar-03,2.537,3.099
24-Mar-03,2.529,3.1247
25-Mar-03,2.528,4.049
26-Mar-03,2.527,4.1353
27-Mar-03,2.526,3.6574
28-Mar-03,2.529,3.5685
31-Mar-03,2.522,4.4736
1-Apr-03,2.514,4.4209
2-Apr-03,2.505,3.6347
3-Apr-03,2.502,3.7279
4-Apr-03,2.517,3.3924
7-Apr-03,2.528,3.1343
8-Apr-03,2.527,3.1145
9-Apr-03,2.523,3.1651
10-Apr-03,2.519,3.2053
11-Apr-03,2.522,3.2127
14-Apr-03,2.545,4.3428
15-Apr-03,2.555,4.5232
16-Apr-03,2.561,3.6259
17-Apr-03,2.556,3.381
22-Apr-03,2.552,3.2583
23-Apr-03,2.552,3.1589
24-Apr-03,2.552,3.1333
25-Apr-03,2.543,3.0891
28-Apr-03,2.533,4.5512
29-Apr-03,2.531,4.5586
30-Apr-03,2.53,3.7494
1-May-03,2.53,3.0719
2-May-03,2.503,3.0516
6-May-03,2.502,3.2457
7-May-03,2.476,4.4946
8-May-03,2.455,3.2181
9-May-03,2.473,4.0966
12-May-03,2.467,4.4625
13-May-03,2.464,3.6999
14-May-03,2.43,4.4251
15-May-03,2.422,4.3297
16-May-03,2.408,3.4919
19-May-03,2.381,3.4082
20-May-03,2.374,3.2008
21-May-03,2.365,3.2384
22-May-03,2.358,3.5769
23-May-03,2.321,3.201
27-May-03,2.305,3.4434
28-May-03,2.294,3.5204
29-May-03,2.292,4.6449
30-May-03,2.272,3.9286
2-Jun-03,2.258,4.426
3-Jun-03,2.235,3.2876
4-Jun-03,2.185,4.5665
5-Jun-03,2.171,4.4983
6-Jun-03,2.147,4.329
9-Jun-03,2.134,4.0304
10-Jun-03,2.133,4.3898
11-Jun-03,2.123,3.6822
12-Jun-03,2.124,4.0384
13-Jun-03,2.125,4.1657
16-Jun-03,2.129,3.146
17-Jun-03,2.137,3.1453
18-Jun-03,2.141,3.865
19-Jun-03,2.142,3.2232
20-Jun-03,2.142,3.1019
23-Jun-03,2.143,3.1562
24-Jun-03,2.146,3.1139
25-Jun-03,2.139,3.0967
26-Jun-03,2.14,3.0906
27-Jun-03,2.148,3.0869
30-Jun-03,2.147,3.284
1-Jul-03,2.145,3.5136
2-Jul-03,2.142,3.9382
3-Jul-03,2.142,3.5007
4-Jul-03,2.14,3.0712
7-Jul-03,2.136,3.6386
8-Jul-03,2.134,3.8997
9-Jul-03,2.131,4.2619
10-Jul-03,2.135,3.8191
11-Jul-03,2.129,2.8265
14-Jul-03,2.129,3.5798
15-Jul-03,2.129,3.0394
16-Jul-03,2.133,3.6816
17-Jul-03,2.13,3.032
18-Jul-03,2.128,2.8325
21-Jul-03,2.127,2.8621
22-Jul-03,2.133,3.2583
23-Jul-03,2.126,2.8347
24-Jul-03,2.122,2.8616
25-Jul-03,2.12,2.9692
28-Jul-03,2.119,3.086
29-Jul-03,2.119,3.0286
30-Jul-03,2.121,3.0285
31-Jul-03,2.121,3.1602
1-Aug-03,2.129,2.9266
4-Aug-03,2.139,2.9602
5-Aug-03,2.138,3.2045
6-Aug-03,2.136,3.0353
7-Aug-03,2.136,2.9222
8-Aug-03,2.135,2.8961
11-Aug-03,2.135,3.9993
12-Aug-03,2.136,4.2412
13-Aug-03,2.135,4.3577
14-Aug-03,2.138,4.4034
15-Aug-03,2.138,3.5428
18-Aug-03,2.137,4.3222
19-Aug-03,2.139,4.3577
20-Aug-03,2.137,2.9269
21-Aug-03,2.141,2.9489
22-Aug-03,2.147,2.987
26-Aug-03,2.149,3.6124
27-Aug-03,2.154,3.7387
28-Aug-03,2.151,3.1017
29-Aug-03,2.152,3.6208
1-Sep-03,2.151,4.0712
2-Sep-03,2.153,3.4378
3-Sep-03,2.16,3.3269
4-Sep-03,2.161,3.176
5-Sep-03,2.158,3.5817
8-Sep-03,2.157,3.4804
9-Sep-03,2.153,3.1982
10-Sep-03,2.152,3.6461
11-Sep-03,2.152,3.2229
12-Sep-03,2.152,3.1748
15-Sep-03,2.151,3.2092
16-Sep-03,2.15,3.4791
17-Sep-03,2.151,3.3922
18-Sep-03,2.15,3.4797
19-Sep-03,2.149,3.7086
22-Sep-03,2.141,3.3824
23-Sep-03,2.138,3.6949
24-Sep-03,2.135,3.3966
25-Sep-03,2.133,4.1449
26-Sep-03,2.132,3.4916
29-Sep-03,2.133,3.8185
30-Sep-03,2.128,3.8798
1-Oct-03,2.121,3.1715
2-Oct-03,2.122,3.1333
3-Oct-03,2.127,3.1779
6-Oct-03,2.145,3.1584
7-Oct-03,2.138,3.215
8-Oct-03,2.134,3.2635
9-Oct-03,2.133,3.6596
10-Oct-03,2.135,3.5793
13-Oct-03,2.136,3.4699
14-Oct-03,2.138,3.6015
15-Oct-03,2.142,3.1246
16-Oct-03,2.14,3.1217
17-Oct-03,2.152,3.1026
20-Oct-03,2.152,3.2989
21-Oct-03,2.151,3.2451
22-Oct-03,2.152,3.0872
23-Oct-03,2.15,3.6476
24-Oct-03,2.151,3.7665
27-Oct-03,2.156,3.5018
28-Oct-03,2.154,3.2326
29-Oct-03,2.153,3.6303
30-Oct-03,2.159,3.7719
31-Oct-03,2.161,3.2044
3-Nov-03,2.163,3.0648
4-Nov-03,2.163,2.9917
5-Nov-03,2.164,2.8949
6-Nov-03,2.165,3.4147
7-Nov-03,2.169,3.4399
10-Nov-03,2.171,3.3537
11-Nov-03,2.171,4.0361
12-Nov-03,2.171,3.5915
13-Nov-03,2.171,3.6523
14-Nov-03,2.161,3.768
17-Nov-03,2.154,3.7933
18-Nov-03,2.153,3.7081
19-Nov-03,2.147,3.3904
20-Nov-03,2.151,3.3449
21-Nov-03,2.147,3.9232
24-Nov-03,2.146,3.7069
25-Nov-03,2.152,3.9734
26-Nov-03,2.153,3.5295
27-Nov-03,2.155,3.3473
28-Nov-03,2.158,4.0423
1-Dec-03,2.16,4.1439
2-Dec-03,2.159,3.9847
3-Dec-03,2.159,3.8833
4-Dec-03,2.159,4.0702
5-Dec-03,2.154,3.702
8-Dec-03,2.152,4.1948
9-Dec-03,2.149,3.637
10-Dec-03,2.149,3.7094
11-Dec-03,2.15,3.7651
12-Dec-03,2.146,3.4103
15-Dec-03,2.145,3.4077
16-Dec-03,2.145,3.4048
17-Dec-03,2.144,3.8197
18-Dec-03,2.141,3.7805
19-Dec-03,2.14,3.9511
22-Dec-03,2.14,3.9161
23-Dec-03,2.142,3.9823
24-Dec-03,2.142,3.5695
29-Dec-03,2.142,4.0498
30-Dec-03,2.126,3.6611
31-Dec-03,2.124,3.2895
2-Jan-04,2.12,3.3693
5-Jan-04,2.114,3.7294
6-Jan-04,2.113,3.7151
7-Jan-04,2.103,3.6582
8-Jan-04,2.102,3.9445
9-Jan-04,2.102,3.7517
12-Jan-04,2.095,4.0099
13-Jan-04,2.092,4.3719
14-Jan-04,2.08,3.3794
15-Jan-04,2.08,3.3744
16-Jan-04,2.077,3.3775
19-Jan-04,2.08,3.6941
20-Jan-04,2.075,3.3888
21-Jan-04,2.075,4.0552
22-Jan-04,2.075,3.7558
23-Jan-04,2.073,3.3269
26-Jan-04,2.074,3.5561
27-Jan-04,2.078,3.3696
28-Jan-04,2.091,4.152
29-Jan-04,2.091,4.2812
30-Jan-04,2.093,3.772
2-Feb-04,2.091,3.3672
3-Feb-04,2.089,3.2126
4-Feb-04,2.085,3.037
5-Feb-04,2.083,3.631
6-Feb-04,2.08,3.5436
9-Feb-04,2.074,4.5108
10-Feb-04,2.07,4.4281
11-Feb-04,2.074,4.697
12-Feb-04,2.067,4.865
13-Feb-04,2.067,4.3993
16-Feb-04,2.065,4.811
17-Feb-04,2.066,4.4775
18-Feb-04,2.055,4.4568
19-Feb-04,2.06,3.7824
20-Feb-04,2.061,4.2003
23-Feb-04,2.073,4.4954
24-Feb-04,2.076,4.2905
25-Feb-04,2.07,4.1784
26-Feb-04,2.053,3.7036
27-Feb-04,2.052,3.6589
1-Mar-04,2.047,4.1206
2-Mar-04,2.052,3.9607
3-Mar-04,2.057,3.8705
4-Mar-04,2.054,4.5246
5-Mar-04,2.061,4.2014
8-Mar-04,2.052,4.3042
9-Mar-04,2.052,3.9625
10-Mar-04,2.054,3.6524
11-Mar-04,2.058,3.6297
12-Mar-04,2.053,3.6745
15-Mar-04,2.052,3.676
16-Mar-04,2.053,3.687
17-Mar-04,2.052,3.6845
18-Mar-04,2.04,3.8552
19-Mar-04,2.034,3.857
22-Mar-04,2.025,3.8933
23-Mar-04,2.021,3.6803
24-Mar-04,2.017,3.6816
25-Mar-04,1.989,4.1262
26-Mar-04,1.967,4.1107
29-Mar-04,1.957,4.2568
30-Mar-04,1.958,3.6909
31-Mar-04,1.958,3.6909
1-Apr-04,1.96,3.6521
2-Apr-04,2.025,3.6595
5-Apr-04,2.054,3.6202
6-Apr-04,2.051,3.5177
7-Apr-04,2.038,3.4195
8-Apr-04,2.036,3.7121
13-Apr-04,2.038,4.1813
14-Apr-04,2.048,4.3835
15-Apr-04,2.051,3.5777
16-Apr-04,2.053,3.5155
19-Apr-04,2.052,3.495
20-Apr-04,2.052,3.7099
21-Apr-04,2.066,3.5856
22-Apr-04,2.059,3.5505
23-Apr-04,2.056,4.2479
26-Apr-04,2.064,4.4353
27-Apr-04,2.063,4.5266
28-Apr-04,2.064,4.6102
29-Apr-04,2.072,4.4357
30-Apr-04,2.073,3.9925
4-May-04,2.073,3.5844
5-May-04,2.072,3.483
6-May-04,2.074,3.8936
7-May-04,2.081,4.2391
10-May-04,2.086,4.271
11-May-04,2.085,4.3363
12-May-04,2.084,4.35
13-May-04,2.093,4.3464
14-May-04,2.094,4.3458
17-May-04,2.09,4.3535
18-May-04,2.091,4.2801
19-May-04,2.091,4.3687
20-May-04,2.091,4.167
21-May-04,2.09,4.0827
24-May-04,2.093,4.1928
25-May-04,2.092,4.2078
26-May-04,2.09,4.2818
27-May-04,2.087,4.4325
28-May-04,2.087,4.6399
1-Jun-04,2.087,4.5213
2-Jun-04,2.089,4.6718
3-Jun-04,2.096,4.4234
4-Jun-04,2.096,3.9851
7-Jun-04,2.102,3.9077
8-Jun-04,2.102,3.8165
9-Jun-04,2.103,3.7256
10-Jun-04,2.109,4.3379
11-Jun-04,2.112,4.4007
14-Jun-04,2.115,4.4482
15-Jun-04,2.121,4.4383
16-Jun-04,2.119,4.5422
17-Jun-04,2.122,4.3324
18-Jun-04,2.123,4.3196
21-Jun-04,2.124,4.3677
22-Jun-04,2.123,4.3697
23-Jun-04,2.123,4.5191
24-Jun-04,2.122,4.4043
25-Jun-04,2.122,4.5098
28-Jun-04,2.121,4.5719
29-Jun-04,2.123,4.6308
30-Jun-04,2.12,4.7368
1-Jul-04,2.116,4.3298
2-Jul-04,2.116,4.3501
5-Jul-04,2.114,4.3604
6-Jul-04,2.115,4.311
7-Jul-04,2.114,4.2998
8-Jul-04,2.114,4.4236
9-Jul-04,2.114,4.4828
12-Jul-04,2.114,4.4675
13-Jul-04,2.115,4.4
14-Jul-04,2.115,4.3171
15-Jul-04,2.115,4.6627
16-Jul-04,2.115,4.4844
19-Jul-04,2.115,4.3345
20-Jul-04,2.115,4.4407
21-Jul-04,2.115,4.4058
22-Jul-04,2.12,4.3562
23-Jul-04,2.12,4.3915
26-Jul-04,2.12,4.632
27-Jul-04,2.117,4.7007
28-Jul-04,2.118,4.9109
29-Jul-04,2.118,4.8662
30-Jul-04,2.116,4.2418
2-Aug-04,2.115,4.1015
3-Aug-04,2.116,3.9388
4-Aug-04,2.116,3.751
5-Aug-04,2.116,4.5761
6-Aug-04,2.115,4.9228
9-Aug-04,2.112,4.5795
10-Aug-04,2.112,4.5841
11-Aug-04,2.113,4.5983
12-Aug-04,2.114,4.7707
13-Aug-04,2.112,4.775
16-Aug-04,2.113,4.9129
17-Aug-04,2.113,4.7453
18-Aug-04,2.114,4.7419
19-Aug-04,2.114,4.8027
20-Aug-04,2.114,4.6633
23-Aug-04,2.114,4.6401
24-Aug-04,2.115,5.0496
25-Aug-04,2.115,4.6656
26-Aug-04,2.116,5.1871
27-Aug-04,2.115,4.593
31-Aug-04,2.115,4.6304
1-Sep-04,2.115,4.6747
2-Sep-04,2.111,5.1248
3-Sep-04,2.114,4.738
6-Sep-04,2.116,4.9728
7-Sep-04,2.116,4.6037
8-Sep-04,2.115,4.7019
9-Sep-04,2.115,4.632
10-Sep-04,2.116,4.5979
13-Sep-04,2.116,4.732
14-Sep-04,2.116,4.5931
15-Sep-04,2.116,4.6622
16-Sep-04,2.116,4.9905
17-Sep-04,2.116,4.8606
20-Sep-04,2.115,4.6485
21-Sep-04,2.116,4.6382
22-Sep-04,2.116,4.6302
23-Sep-04,2.116,4.6904
24-Sep-04,2.116,4.6092
27-Sep-04,2.116,4.626
28-Sep-04,2.116,4.8069
29-Sep-04,2.149,4.9169
30-Sep-04,2.148,4.6412
1-Oct-04,2.148,4.6499
4-Oct-04,2.149,4.9817
5-Oct-04,2.149,4.6832
6-Oct-04,2.15,4.5966
7-Oct-04,2.15,4.8243
8-Oct-04,2.149,4.7913
11-Oct-04,2.146,4.6399
12-Oct-04,2.146,4.6046
13-Oct-04,2.148,4.6698
14-Oct-04,2.147,5.0106
15-Oct-04,2.146,4.6437
18-Oct-04,2.145,4.6434
19-Oct-04,2.144,4.7682
20-Oct-04,2.144,4.6462
21-Oct-04,2.145,4.7659
22-Oct-04,2.145,4.7932
25-Oct-04,2.145,4.8308
26-Oct-04,2.146,4.6317
27-Oct-04,2.146,4.6829
28-Oct-04,2.152,4.8664
29-Oct-04,2.153,4.6004
1-Nov-04,2.152,4.5926
2-Nov-04,2.153,4.565
3-Nov-04,2.158,4.6822
4-Nov-04,2.161,5.0523
5-Nov-04,2.161,5.0069
8-Nov-04,2.169,4.6161
9-Nov-04,2.17,4.6267
10-Nov-04,2.171,4.6144
11-Nov-04,2.172,4.6122
12-Nov-04,2.172,4.6228
15-Nov-04,2.173,4.6007
16-Nov-04,2.174,4.6279
17-Nov-04,2.174,4.6013
18-Nov-04,2.176,4.9936
19-Nov-04,2.176,4.8284
22-Nov-04,2.177,4.8417
23-Nov-04,2.177,4.6573
24-Nov-04,2.176,4.5886
25-Nov-04,2.176,4.8525
26-Nov-04,2.177,4.88
29-Nov-04,2.176,5.0616
30-Nov-04,2.176,4.7724
1-Dec-04,2.174,4.6094
2-Dec-04,2.172,4.8682
3-Dec-04,2.174,4.6727
6-Dec-04,2.17,4.6031
7-Dec-04,2.171,4.6535
8-Dec-04,2.17,4.6435
9-Dec-04,2.17,4.6355
10-Dec-04,2.173,4.8171
13-Dec-04,2.174,4.7114
14-Dec-04,2.175,4.7311
15-Dec-04,2.175,5.0086
16-Dec-04,2.175,4.9117
17-Dec-04,2.175,4.8948
20-Dec-04,2.177,4.7622
21-Dec-04,2.176,4.7863
22-Dec-04,2.176,4.8358
23-Dec-04,2.178,4.8207
24-Dec-04,2.179,4.7935
29-Dec-04,2.18,4.8138
30-Dec-04,2.158,4.6235
31-Dec-04,2.154,4.8016
4-Jan-05,2.151,4.8981
5-Jan-05,2.151,4.8329
6-Jan-05,2.15,4.9037
7-Jan-05,2.146,4.7116
10-Jan-05,2.146,4.6208
11-Jan-05,2.146,5.0047
12-Jan-05,2.145,4.7481
13-Jan-05,2.144,4.6457
14-Jan-05,2.144,4.5974
17-Jan-05,2.143,4.6263
18-Jan-05,2.144,4.8048
19-Jan-05,2.143,4.8356
20-Jan-05,2.144,4.8759
21-Jan-05,2.143,4.6504
24-Jan-05,2.143,4.6256
25-Jan-05,2.144,5.002
26-Jan-05,2.143,4.7427
27-Jan-05,2.144,4.6268
28-Jan-05,2.144,4.7986
31-Jan-05,2.142,4.6468
1-Feb-05,2.142,4.806
2-Feb-05,2.141,4.629
3-Feb-05,2.144,4.8541
4-Feb-05,2.142,4.6125
7-Feb-05,2.142,4.7832
8-Feb-05,2.141,4.8426
9-Feb-05,2.142,4.7729
10-Feb-05,2.14,5.1115
11-Feb-05,2.14,4.6461
14-Feb-05,2.139,4.9115
15-Feb-05,2.136,4.6645
16-Feb-05,2.135,4.6287
17-Feb-05,2.135,4.6307
18-Feb-05,2.135,4.8521
21-Feb-05,2.135,4.6424
22-Feb-05,2.135,4.8495
23-Feb-05,2.135,4.9216
24-Feb-05,2.136,4.905
25-Feb-05,2.136,4.9762
28-Feb-05,2.136,5.2804
1-Mar-05,2.136,5.2253
2-Mar-05,2.135,4.6366
3-Mar-05,2.135,5.2559
4-Mar-05,2.134,4.6242
7-Mar-05,2.133,4.6114
8-Mar-05,2.134,4.643
9-Mar-05,2.134,4.7003
10-Mar-05,2.134,4.8442
11-Mar-05,2.135,4.62
14-Mar-05,2.135,4.6227
15-Mar-05,2.135,4.6234
16-Mar-05,2.135,4.6829
17-Mar-05,2.136,4.6416
18-Mar-05,2.135,4.6443
21-Mar-05,2.135,4.886
22-Mar-05,2.138,4.935
23-Mar-05,2.142,4.9693
24-Mar-05,2.143,4.639
29-Mar-05,2.144,4.6576
30-Mar-05,2.146,4.669
31-Mar-05,2.147,4.8668
1-Apr-05,2.147,4.8661
4-Apr-05,2.147,4.9315
5-Apr-05,2.147,4.9547
6-Apr-05,2.148,4.9679
7-Apr-05,2.146,4.866
8-Apr-05,2.144,4.7354
11-Apr-05,2.142,4.6615
12-Apr-05,2.14,4.8551
13-Apr-05,2.138,4.8769
14-Apr-05,2.137,4.9204
15-Apr-05,2.136,4.857
18-Apr-05,2.134,4.6359
19-Apr-05,2.134,4.6638
20-Apr-05,2.135,4.8432
21-Apr-05,2.133,4.6557
22-Apr-05,2.133,4.6379
25-Apr-05,2.129,4.8752
26-Apr-05,2.129,4.6297
27-Apr-05,2.129,4.8714
28-Apr-05,2.128,4.8874
29-Apr-05,2.126,4.8697
3-May-05,2.126,4.8513
4-May-05,2.125,4.8242
5-May-05,2.126,4.7733
6-May-05,2.125,4.6334
9-May-05,2.128,4.7664
10-May-05,2.125,4.623
11-May-05,2.125,4.5977
12-May-05,2.126,4.7073
13-May-05,2.125,4.6019
16-May-05,2.126,4.6025
17-May-05,2.126,4.5933
18-May-05,2.126,4.7247
19-May-05,2.125,4.6041
20-May-05,2.126,4.598
23-May-05,2.126,4.7104
24-May-05,2.126,4.894
25-May-05,2.125,4.9142
26-May-05,2.125,4.7609
27-May-05,2.125,4.6204
31-May-05,2.127,4.756
1-Jun-05,2.124,4.8616
2-Jun-05,2.115,4.8179
3-Jun-05,2.115,4.6011
6-Jun-05,2.116,4.5955
7-Jun-05,2.116,4.585
8-Jun-05,2.113,4.7672
9-Jun-05,2.113,4.8495
10-Jun-05,2.114,4.6726
13-Jun-05,2.111,4.8664
14-Jun-05,2.111,4.734
15-Jun-05,2.112,4.6706
16-Jun-05,2.116,4.7195
17-Jun-05,2.116,4.7732
20-Jun-05,2.116,4.9131
21-Jun-05,2.108,4.914
22-Jun-05,2.104,4.9355
23-Jun-05,2.102,4.9748
24-Jun-05,2.104,4.8734
27-Jun-05,2.104,4.8933
28-Jun-05,2.103,4.7212
29-Jun-05,2.104,4.8692
30-Jun-05,2.106,4.8483
1-Jul-05,2.107,4.6561
4-Jul-05,2.111,4.6528
5-Jul-05,2.114,4.7305
6-Jul-05,2.115,4.757
7-Jul-05,2.114,4.7495
8-Jul-05,2.114,4.7606
11-Jul-05,2.115,4.8757
12-Jul-05,2.117,4.6111
13-Jul-05,2.119,4.5961
14-Jul-05,2.119,4.7875
15-Jul-05,2.122,4.8432
18-Jul-05,2.123,4.8269
19-Jul-05,2.123,4.8683
20-Jul-05,2.124,4.617
21-Jul-05,2.123,4.8678
22-Jul-05,2.124,4.8918
25-Jul-05,2.124,4.923
26-Jul-05,2.125,4.9658
27-Jul-05,2.126,4.6299
28-Jul-05,2.124,4.6163
29-Jul-05,2.125,4.6204
1-Aug-05,2.126,4.6932
2-Aug-05,2.127,4.6163
3-Aug-05,2.131,4.6132
4-Aug-05,2.131,4.6476
5-Aug-05,2.132,4.4301
8-Aug-05,2.133,4.6742
