Date,nasdaq
13-Feb-14,"4,240.67"
12-Feb-14,"4,201.29"
11-Feb-14,"4,191.05"
10-Feb-14,"4,148.17"
7-Feb-14,"4,125.86"
6-Feb-14,"4,057.12"
5-Feb-14,"4,011.55"
4-Feb-14,"4,031.52"
3-Feb-14,"3,996.96"
31-Jan-14,"4,103.88"
30-Jan-14,"4,123.12"
29-Jan-14,"4,051.43"
28-Jan-14,"4,097.96"
27-Jan-14,"4,083.61"
24-Jan-14,"4,128.17"
23-Jan-14,"4,218.88"
22-Jan-14,"4,243.00"
21-Jan-14,"4,225.76"
17-Jan-14,"4,197.58"
16-Jan-14,"4,218.69"
15-Jan-14,"4,214.88"
14-Jan-14,"4,183.02"
13-Jan-14,"4,113.30"
10-Jan-14,"4,174.66"
9-Jan-14,"4,156.19"
8-Jan-14,"4,165.61"
7-Jan-14,"4,153.18"
6-Jan-14,"4,113.68"
3-Jan-14,"4,131.91"
2-Jan-14,"4,143.07"
31-Dec-13,"4,176.59"
30-Dec-13,"4,154.20"
27-Dec-13,"4,156.59"
26-Dec-13,"4,167.18"
24-Dec-13,"4,155.42"
23-Dec-13,"4,148.90"
20-Dec-13,"4,104.74"
19-Dec-13,"4,058.14"
18-Dec-13,"4,070.06"
17-Dec-13,"4,023.68"
16-Dec-13,"4,029.52"
13-Dec-13,"4,000.97"
12-Dec-13,"3,998.40"
11-Dec-13,"4,003.81"
10-Dec-13,"4,060.49"
9-Dec-13,"4,068.75"
6-Dec-13,"4,062.52"
5-Dec-13,"4,033.16"
4-Dec-13,"4,038.00"
3-Dec-13,"4,037.20"
2-Dec-13,"4,045.26"
29-Nov-13,"4,059.89"
27-Nov-13,"4,044.75"
26-Nov-13,"4,017.75"
25-Nov-13,"3,994.57"
22-Nov-13,"3,991.65"
21-Nov-13,"3,969.16"
20-Nov-13,"3,921.27"
19-Nov-13,"3,931.55"
18-Nov-13,"3,949.07"
15-Nov-13,"3,985.97"
14-Nov-13,"3,972.74"
13-Nov-13,"3,965.57"
12-Nov-13,"3,919.92"
11-Nov-13,"3,919.79"
8-Nov-13,"3,919.23"
7-Nov-13,"3,857.33"
6-Nov-13,"3,931.95"
5-Nov-13,"3,939.86"
4-Nov-13,"3,936.59"
1-Nov-13,"3,922.04"
31-Oct-13,"3,919.71"
30-Oct-13,"3,930.62"
29-Oct-13,"3,952.34"
28-Oct-13,"3,940.13"
25-Oct-13,"3,943.36"
24-Oct-13,"3,928.96"
23-Oct-13,"3,907.07"
22-Oct-13,"3,929.57"
21-Oct-13,"3,920.05"
18-Oct-13,"3,914.28"
17-Oct-13,"3,863.15"
16-Oct-13,"3,839.43"
15-Oct-13,"3,794.01"
14-Oct-13,"3,815.28"
11-Oct-13,"3,791.87"
10-Oct-13,"3,760.75"
9-Oct-13,"3,677.78"
8-Oct-13,"3,694.83"
7-Oct-13,"3,770.38"
4-Oct-13,"3,807.75"
3-Oct-13,"3,774.34"
2-Oct-13,"3,815.02"
1-Oct-13,"3,817.98"
30-Sep-13,"3,771.48"
27-Sep-13,"3,781.59"
26-Sep-13,"3,787.43"
25-Sep-13,"3,761.10"
24-Sep-13,"3,768.25"
23-Sep-13,"3,765.29"
20-Sep-13,"3,774.73"
19-Sep-13,"3,789.38"
18-Sep-13,"3,783.64"
17-Sep-13,"3,745.70"
16-Sep-13,"3,717.85"
13-Sep-13,"3,722.18"
12-Sep-13,"3,715.97"
11-Sep-13,"3,725.01"
10-Sep-13,"3,729.02"
9-Sep-13,"3,706.18"
6-Sep-13,"3,660.01"
5-Sep-13,"3,658.78"
4-Sep-13,"3,649.04"
3-Sep-13,"3,612.61"
30-Aug-13,"3,589.87"
29-Aug-13,"3,620.30"
28-Aug-13,"3,593.35"
27-Aug-13,"3,578.52"
26-Aug-13,"3,657.57"
23-Aug-13,"3,657.79"
22-Aug-13,"3,638.71"
21-Aug-13,"3,599.79"
20-Aug-13,"3,613.59"
19-Aug-13,"3,589.09"
16-Aug-13,"3,602.78"
15-Aug-13,"3,606.12"
14-Aug-13,"3,669.27"
13-Aug-13,"3,684.44"
12-Aug-13,"3,669.95"
9-Aug-13,"3,660.11"
8-Aug-13,"3,669.12"
7-Aug-13,"3,654.01"
6-Aug-13,"3,665.77"
5-Aug-13,"3,692.95"
2-Aug-13,"3,689.59"
1-Aug-13,"3,675.74"
31-Jul-13,"3,626.37"
30-Jul-13,"3,616.47"
29-Jul-13,"3,599.14"
26-Jul-13,"3,613.16"
25-Jul-13,"3,605.19"
24-Jul-13,"3,579.60"
23-Jul-13,"3,579.27"
22-Jul-13,"3,600.39"
19-Jul-13,"3,587.61"
18-Jul-13,"3,611.28"
17-Jul-13,"3,610.00"
16-Jul-13,"3,598.50"
15-Jul-13,"3,607.49"
12-Jul-13,"3,600.08"
11-Jul-13,"3,578.30"
10-Jul-13,"3,520.76"
9-Jul-13,"3,504.26"
8-Jul-13,"3,484.83"
5-Jul-13,"3,479.38"
3-Jul-13,"3,443.67"
2-Jul-13,"3,433.40"
1-Jul-13,"3,434.49"
28-Jun-13,"3,403.25"
27-Jun-13,"3,401.86"
26-Jun-13,"3,376.22"
25-Jun-13,"3,347.89"
24-Jun-13,"3,320.76"
21-Jun-13,"3,357.25"
20-Jun-13,"3,364.64"
19-Jun-13,"3,443.20"
18-Jun-13,"3,482.18"
17-Jun-13,"3,452.13"
14-Jun-13,"3,423.56"
13-Jun-13,"3,445.36"
12-Jun-13,"3,400.43"
11-Jun-13,"3,436.95"
10-Jun-13,"3,473.77"
7-Jun-13,"3,469.22"
6-Jun-13,"3,424.05"
5-Jun-13,"3,401.48"
4-Jun-13,"3,445.26"
3-Jun-13,"3,465.37"
31-May-13,"3,455.91"
30-May-13,"3,491.30"
29-May-13,"3,467.52"
28-May-13,"3,488.89"
24-May-13,"3,459.14"
23-May-13,"3,459.42"
22-May-13,"3,463.30"
21-May-13,"3,502.12"
20-May-13,"3,496.43"
17-May-13,"3,498.97"
16-May-13,"3,465.24"
15-May-13,"3,471.62"
14-May-13,"3,462.61"
13-May-13,"3,438.79"
10-May-13,"3,436.58"
9-May-13,"3,409.17"
8-May-13,"3,413.27"
7-May-13,"3,396.63"
6-May-13,"3,392.97"
3-May-13,"3,378.63"
2-May-13,"3,340.62"
1-May-13,"3,299.13"
30-Apr-13,"3,328.79"
29-Apr-13,"3,307.02"
26-Apr-13,"3,279.26"
25-Apr-13,"3,289.99"
24-Apr-13,"3,269.65"
23-Apr-13,"3,269.33"
22-Apr-13,"3,233.55"
19-Apr-13,"3,206.06"
18-Apr-13,"3,166.36"
17-Apr-13,"3,204.67"
16-Apr-13,"3,264.63"
15-Apr-13,"3,216.49"
12-Apr-13,"3,294.95"
11-Apr-13,"3,300.16"
10-Apr-13,"3,297.25"
9-Apr-13,"3,237.86"
8-Apr-13,"3,222.25"
5-Apr-13,"3,203.86"
4-Apr-13,"3,224.98"
3-Apr-13,"3,218.60"
2-Apr-13,"3,254.86"
1-Apr-13,"3,239.17"
28-Mar-13,"3,267.52"
27-Mar-13,"3,256.52"
26-Mar-13,"3,252.48"
25-Mar-13,"3,235.30"
22-Mar-13,"3,245.00"
21-Mar-13,"3,222.60"
20-Mar-13,"3,254.19"
19-Mar-13,"3,229.10"
18-Mar-13,"3,237.59"
15-Mar-13,"3,249.07"
14-Mar-13,"3,258.93"
13-Mar-13,"3,245.12"
12-Mar-13,"3,242.32"
11-Mar-13,"3,252.87"
8-Mar-13,"3,244.37"
7-Mar-13,"3,232.09"
6-Mar-13,"3,222.37"
5-Mar-13,"3,224.13"
4-Mar-13,"3,182.03"
1-Mar-13,"3,169.74"
28-Feb-13,"3,160.19"
27-Feb-13,"3,162.26"
26-Feb-13,"3,129.65"
25-Feb-13,"3,116.25"
22-Feb-13,"3,161.82"
21-Feb-13,"3,131.49"
20-Feb-13,"3,164.41"
19-Feb-13,"3,213.59"
15-Feb-13,"3,192.03"
14-Feb-13,"3,198.66"
13-Feb-13,"3,196.88"
12-Feb-13,"3,186.49"
11-Feb-13,"3,192.00"
8-Feb-13,"3,193.87"
7-Feb-13,"3,165.13"
6-Feb-13,"3,168.48"
5-Feb-13,"3,171.58"
4-Feb-13,"3,131.17"
1-Feb-13,"3,179.10"
31-Jan-13,"3,142.13"
30-Jan-13,"3,142.31"
29-Jan-13,"3,153.66"
28-Jan-13,"3,154.30"
25-Jan-13,"3,149.71"
24-Jan-13,"3,130.38"
23-Jan-13,"3,153.67"
22-Jan-13,"3,143.18"
18-Jan-13,"3,134.71"
17-Jan-13,"3,136.00"
16-Jan-13,"3,117.54"
15-Jan-13,"3,110.78"
14-Jan-13,"3,117.50"
11-Jan-13,"3,125.64"
10-Jan-13,"3,121.76"
9-Jan-13,"3,105.81"
8-Jan-13,"3,091.81"
7-Jan-13,"3,098.81"
4-Jan-13,"3,101.66"
3-Jan-13,"3,100.57"
2-Jan-13,"3,112.26"
31-Dec-12,"3,019.51"
28-Dec-12,"2,960.31"
27-Dec-12,"2,985.91"
26-Dec-12,"2,990.16"
24-Dec-12,"3,012.60"
21-Dec-12,"3,021.01"
20-Dec-12,"3,050.39"
19-Dec-12,"3,044.36"
18-Dec-12,"3,054.53"
17-Dec-12,"3,010.60"
14-Dec-12,"2,971.33"
13-Dec-12,"2,992.16"
12-Dec-12,"3,013.81"
11-Dec-12,"3,022.30"
10-Dec-12,"2,986.96"
7-Dec-12,"2,978.04"
6-Dec-12,"2,989.27"
5-Dec-12,"2,973.70"
4-Dec-12,"2,996.69"
3-Dec-12,"3,002.20"
30-Nov-12,"3,010.24"
29-Nov-12,"3,012.03"
28-Nov-12,"2,991.78"
27-Nov-12,"2,967.79"
26-Nov-12,"2,976.78"
23-Nov-12,"2,966.85"
21-Nov-12,"2,926.55"
20-Nov-12,"2,916.68"
19-Nov-12,"2,916.07"
16-Nov-12,"2,853.13"
15-Nov-12,"2,836.94"
14-Nov-12,"2,846.81"
13-Nov-12,"2,883.89"
12-Nov-12,"2,904.25"
9-Nov-12,"2,904.87"
8-Nov-12,"2,895.58"
7-Nov-12,"2,937.29"
6-Nov-12,"3,011.93"
5-Nov-12,"2,999.66"
2-Nov-12,"2,982.13"
1-Nov-12,"3,020.06"
31-Oct-12,"2,977.23"
26-Oct-12,"2,987.95"
25-Oct-12,"2,986.12"
24-Oct-12,"2,981.70"
23-Oct-12,"2,990.46"
22-Oct-12,"3,016.96"
19-Oct-12,"3,005.62"
18-Oct-12,"3,072.87"
17-Oct-12,"3,104.12"
16-Oct-12,"3,101.17"
15-Oct-12,"3,064.18"
12-Oct-12,"3,044.11"
11-Oct-12,"3,049.41"
10-Oct-12,"3,051.78"
9-Oct-12,"3,065.02"
8-Oct-12,"3,112.35"
5-Oct-12,"3,136.19"
4-Oct-12,"3,149.46"
3-Oct-12,"3,135.23"
2-Oct-12,"3,120.04"
1-Oct-12,"3,113.53"
28-Sep-12,"3,116.23"
27-Sep-12,"3,136.60"
26-Sep-12,"3,093.70"
25-Sep-12,"3,117.73"
24-Sep-12,"3,160.78"
21-Sep-12,"3,179.96"
20-Sep-12,"3,175.96"
19-Sep-12,"3,182.62"
18-Sep-12,"3,177.80"
17-Sep-12,"3,178.67"
14-Sep-12,"3,183.95"
13-Sep-12,"3,155.83"
12-Sep-12,"3,114.31"
11-Sep-12,"3,104.53"
10-Sep-12,"3,104.02"
7-Sep-12,"3,136.42"
6-Sep-12,"3,135.81"
5-Sep-12,"3,069.27"
4-Sep-12,"3,075.06"
31-Aug-12,"3,066.96"
30-Aug-12,"3,048.71"
29-Aug-12,"3,081.19"
28-Aug-12,"3,077.14"
27-Aug-12,"3,073.19"
24-Aug-12,"3,069.79"
23-Aug-12,"3,053.40"
22-Aug-12,"3,073.67"
21-Aug-12,"3,067.26"
20-Aug-12,"3,076.21"
17-Aug-12,"3,076.59"
16-Aug-12,"3,062.39"
15-Aug-12,"3,030.93"
14-Aug-12,"3,016.98"
13-Aug-12,"3,022.52"
10-Aug-12,"3,020.86"
9-Aug-12,"3,018.64"
8-Aug-12,"3,011.25"
7-Aug-12,"3,015.86"
6-Aug-12,"2,989.91"
3-Aug-12,"2,967.90"
2-Aug-12,"2,909.77"
1-Aug-12,"2,920.21"
31-Jul-12,"2,939.52"
30-Jul-12,"2,945.84"
27-Jul-12,"2,958.09"
26-Jul-12,"2,893.25"
25-Jul-12,"2,854.24"
24-Jul-12,"2,862.99"
23-Jul-12,"2,890.15"
20-Jul-12,"2,925.30"
19-Jul-12,"2,965.90"
18-Jul-12,"2,942.60"
17-Jul-12,"2,910.04"
16-Jul-12,"2,896.94"
13-Jul-12,"2,908.47"
12-Jul-12,"2,866.19"
11-Jul-12,"2,887.98"
10-Jul-12,"2,902.33"
9-Jul-12,"2,931.77"
6-Jul-12,"2,937.33"
5-Jul-12,"2,976.12"
3-Jul-12,"2,976.08"
2-Jul-12,"2,951.23"
29-Jun-12,"2,935.05"
28-Jun-12,"2,849.49"
27-Jun-12,"2,875.32"
26-Jun-12,"2,854.06"
25-Jun-12,"2,836.16"
22-Jun-12,"2,892.42"
21-Jun-12,"2,859.09"
20-Jun-12,"2,930.45"
19-Jun-12,"2,929.76"
18-Jun-12,"2,895.33"
15-Jun-12,"2,872.80"
14-Jun-12,"2,836.33"
13-Jun-12,"2,818.61"
12-Jun-12,"2,843.07"
11-Jun-12,"2,809.73"
8-Jun-12,"2,858.42"
7-Jun-12,"2,831.02"
6-Jun-12,"2,844.72"
5-Jun-12,"2,778.11"
4-Jun-12,"2,760.01"
1-Jun-12,"2,747.48"
31-May-12,"2,827.34"
30-May-12,"2,837.36"
29-May-12,"2,870.99"
25-May-12,"2,837.53"
24-May-12,"2,839.38"
23-May-12,"2,850.12"
22-May-12,"2,839.08"
21-May-12,"2,847.21"
18-May-12,"2,778.79"
17-May-12,"2,813.69"
16-May-12,"2,874.04"
15-May-12,"2,893.76"
14-May-12,"2,902.58"
11-May-12,"2,933.82"
10-May-12,"2,933.64"
9-May-12,"2,934.71"
8-May-12,"2,946.27"
7-May-12,"2,957.76"
4-May-12,"2,956.34"
3-May-12,"3,024.30"
2-May-12,"3,059.85"
1-May-12,"3,050.44"
30-Apr-12,"3,046.36"
27-Apr-12,"3,069.20"
26-Apr-12,"3,050.61"
25-Apr-12,"3,029.63"
24-Apr-12,"2,961.60"
23-Apr-12,"2,970.45"
20-Apr-12,"3,000.45"
19-Apr-12,"3,007.56"
18-Apr-12,"3,031.45"
17-Apr-12,"3,042.82"
16-Apr-12,"2,988.40"
13-Apr-12,"3,011.33"
12-Apr-12,"3,055.55"
11-Apr-12,"3,016.46"
10-Apr-12,"2,991.22"
9-Apr-12,"3,047.08"
5-Apr-12,"3,080.50"
4-Apr-12,"3,068.09"
3-Apr-12,"3,113.57"
2-Apr-12,"3,119.70"
30-Mar-12,"3,091.57"
29-Mar-12,"3,095.36"
28-Mar-12,"3,104.96"
27-Mar-12,"3,120.35"
26-Mar-12,"3,122.57"
23-Mar-12,"3,067.92"
22-Mar-12,"3,063.32"
21-Mar-12,"3,075.32"
20-Mar-12,"3,074.15"
19-Mar-12,"3,078.32"
16-Mar-12,"3,055.26"
15-Mar-12,"3,056.37"
14-Mar-12,"3,040.73"
13-Mar-12,"3,039.88"
12-Mar-12,"2,983.66"
9-Mar-12,"2,988.34"
8-Mar-12,"2,970.42"
7-Mar-12,"2,935.69"
6-Mar-12,"2,910.32"
5-Mar-12,"2,950.48"
2-Mar-12,"2,976.19"
1-Mar-12,"2,988.97"
29-Feb-12,"2,966.89"
28-Feb-12,"2,986.76"
27-Feb-12,"2,966.16"
24-Feb-12,"2,963.75"
23-Feb-12,"2,956.98"
22-Feb-12,"2,933.17"
21-Feb-12,"2,948.57"
17-Feb-12,"2,951.78"
16-Feb-12,"2,959.85"
15-Feb-12,"2,915.83"
14-Feb-12,"2,931.83"
13-Feb-12,"2,931.39"
10-Feb-12,"2,903.88"
9-Feb-12,"2,927.23"
8-Feb-12,"2,915.86"
7-Feb-12,"2,904.08"
6-Feb-12,"2,901.99"
3-Feb-12,"2,905.66"
2-Feb-12,"2,859.68"
1-Feb-12,"2,848.27"
31-Jan-12,"2,813.84"
30-Jan-12,"2,811.94"
27-Jan-12,"2,816.55"
26-Jan-12,"2,805.28"
25-Jan-12,"2,818.31"
24-Jan-12,"2,786.64"
23-Jan-12,"2,784.17"
20-Jan-12,"2,786.70"
19-Jan-12,"2,788.33"
18-Jan-12,"2,769.71"
17-Jan-12,"2,728.08"
13-Jan-12,"2,710.67"
12-Jan-12,"2,724.70"
11-Jan-12,"2,710.76"
10-Jan-12,"2,702.50"
9-Jan-12,"2,676.56"
6-Jan-12,"2,674.22"
5-Jan-12,"2,669.86"
4-Jan-12,"2,648.36"
3-Jan-12,"2,648.72"
30-Dec-11,"2,605.15"
29-Dec-11,"2,613.74"
28-Dec-11,"2,589.98"
27-Dec-11,"2,625.20"
23-Dec-11,"2,618.64"
22-Dec-11,"2,599.45"
21-Dec-11,"2,577.97"
20-Dec-11,"2,603.73"
19-Dec-11,"2,523.14"
16-Dec-11,"2,555.33"
15-Dec-11,"2,541.01"
14-Dec-11,"2,539.31"
13-Dec-11,"2,579.27"
12-Dec-11,"2,612.26"
9-Dec-11,"2,646.85"
8-Dec-11,"2,596.38"
7-Dec-11,"2,649.21"
6-Dec-11,"2,649.56"
5-Dec-11,"2,655.76"
2-Dec-11,"2,626.93"
1-Dec-11,"2,626.20"
30-Nov-11,"2,620.34"
29-Nov-11,"2,515.51"
28-Nov-11,"2,527.34"
25-Nov-11,"2,441.51"
23-Nov-11,"2,460.08"
22-Nov-11,"2,521.28"
21-Nov-11,"2,523.14"
18-Nov-11,"2,572.50"
17-Nov-11,"2,587.99"
16-Nov-11,"2,639.61"
15-Nov-11,"2,686.20"
14-Nov-11,"2,657.22"
11-Nov-11,"2,678.75"
10-Nov-11,"2,625.15"
9-Nov-11,"2,621.65"
8-Nov-11,"2,727.49"
7-Nov-11,"2,695.25"
4-Nov-11,"2,686.15"
3-Nov-11,"2,697.97"
2-Nov-11,"2,639.98"
1-Nov-11,"2,606.96"
31-Oct-11,"2,684.41"
28-Oct-11,"2,737.15"
27-Oct-11,"2,738.63"
26-Oct-11,"2,650.67"
25-Oct-11,"2,638.42"
24-Oct-11,"2,699.44"
21-Oct-11,"2,637.46"
20-Oct-11,"2,598.62"
19-Oct-11,"2,604.04"
18-Oct-11,"2,657.43"
17-Oct-11,"2,614.92"
14-Oct-11,"2,667.85"
13-Oct-11,"2,620.24"
12-Oct-11,"2,604.73"
11-Oct-11,"2,583.03"
10-Oct-11,"2,566.05"
7-Oct-11,"2,479.35"
6-Oct-11,"2,506.82"
5-Oct-11,"2,460.51"
4-Oct-11,"2,404.82"
3-Oct-11,"2,335.83"
30-Sep-11,"2,415.40"
29-Sep-11,"2,480.76"
28-Sep-11,"2,491.58"
27-Sep-11,"2,546.83"
26-Sep-11,"2,516.69"
23-Sep-11,"2,483.23"
22-Sep-11,"2,455.67"
21-Sep-11,"2,538.19"
20-Sep-11,"2,590.24"
19-Sep-11,"2,612.83"
16-Sep-11,"2,622.31"
15-Sep-11,"2,607.07"
14-Sep-11,"2,572.55"
13-Sep-11,"2,532.15"
12-Sep-11,"2,495.09"
9-Sep-11,"2,467.99"
8-Sep-11,"2,529.14"
7-Sep-11,"2,548.94"
6-Sep-11,"2,473.83"
2-Sep-11,"2,480.33"
1-Sep-11,"2,546.04"
31-Aug-11,"2,579.46"
30-Aug-11,"2,576.11"
29-Aug-11,"2,562.11"
26-Aug-11,"2,479.85"
25-Aug-11,"2,419.63"
24-Aug-11,"2,467.69"
23-Aug-11,"2,446.06"
22-Aug-11,"2,345.38"
19-Aug-11,"2,341.84"
18-Aug-11,"2,380.43"
17-Aug-11,"2,511.48"
16-Aug-11,"2,523.45"
15-Aug-11,"2,555.20"
12-Aug-11,"2,507.98"
11-Aug-11,"2,492.68"
10-Aug-11,"2,381.05"
9-Aug-11,"2,482.52"
8-Aug-11,"2,357.69"
5-Aug-11,"2,532.41"
4-Aug-11,"2,556.39"
3-Aug-11,"2,693.07"
2-Aug-11,"2,669.24"
1-Aug-11,"2,744.61"
29-Jul-11,"2,756.38"
28-Jul-11,"2,766.25"
27-Jul-11,"2,764.79"
26-Jul-11,"2,839.96"
25-Jul-11,"2,842.80"
22-Jul-11,"2,858.83"
21-Jul-11,"2,834.43"
20-Jul-11,"2,814.23"
19-Jul-11,"2,826.52"
18-Jul-11,"2,765.11"
15-Jul-11,"2,789.80"
14-Jul-11,"2,762.67"
13-Jul-11,"2,796.92"
12-Jul-11,"2,781.91"
11-Jul-11,"2,802.62"
8-Jul-11,"2,859.81"
7-Jul-11,"2,872.66"
6-Jul-11,"2,834.02"
5-Jul-11,"2,825.77"
1-Jul-11,"2,816.03"
30-Jun-11,"2,773.52"
29-Jun-11,"2,740.49"
28-Jun-11,"2,729.31"
27-Jun-11,"2,688.28"
24-Jun-11,"2,652.89"
23-Jun-11,"2,686.75"
22-Jun-11,"2,669.19"
21-Jun-11,"2,687.26"
20-Jun-11,"2,629.66"
17-Jun-11,"2,616.48"
16-Jun-11,"2,623.70"
15-Jun-11,"2,631.46"
14-Jun-11,"2,678.72"
13-Jun-11,"2,639.69"
10-Jun-11,"2,643.73"
9-Jun-11,"2,684.87"
8-Jun-11,"2,675.38"
7-Jun-11,"2,701.56"
6-Jun-11,"2,702.56"
3-Jun-11,"2,732.78"
2-Jun-11,"2,773.31"
1-Jun-11,"2,769.19"
31-May-11,"2,835.30"
27-May-11,"2,796.86"
26-May-11,"2,782.92"
25-May-11,"2,761.38"
24-May-11,"2,746.16"
23-May-11,"2,758.90"
20-May-11,"2,803.32"
19-May-11,"2,823.31"
18-May-11,"2,815.00"
17-May-11,"2,783.21"
16-May-11,"2,782.31"
13-May-11,"2,828.47"
12-May-11,"2,863.04"
11-May-11,"2,845.06"
10-May-11,"2,871.89"
9-May-11,"2,843.25"
6-May-11,"2,827.56"
5-May-11,"2,814.72"
4-May-11,"2,828.23"
3-May-11,"2,841.62"
2-May-11,"2,864.08"
29-Apr-11,"2,873.54"
28-Apr-11,"2,872.53"
27-Apr-11,"2,869.88"
26-Apr-11,"2,847.54"
25-Apr-11,"2,825.88"
21-Apr-11,"2,820.16"
20-Apr-11,"2,802.51"
19-Apr-11,"2,744.97"
18-Apr-11,"2,735.38"
15-Apr-11,"2,764.65"
14-Apr-11,"2,760.22"
13-Apr-11,"2,761.52"
12-Apr-11,"2,744.79"
11-Apr-11,"2,771.51"
8-Apr-11,"2,780.41"
7-Apr-11,"2,796.14"
6-Apr-11,"2,799.82"
5-Apr-11,"2,791.19"
4-Apr-11,"2,789.19"
1-Apr-11,"2,789.60"
31-Mar-11,"2,781.07"
30-Mar-11,"2,776.79"
29-Mar-11,"2,756.89"
28-Mar-11,"2,730.68"
25-Mar-11,"2,743.06"
24-Mar-11,"2,736.42"
23-Mar-11,"2,698.30"
22-Mar-11,"2,683.87"
21-Mar-11,"2,692.09"
18-Mar-11,"2,643.67"
17-Mar-11,"2,636.05"
16-Mar-11,"2,616.82"
15-Mar-11,"2,667.33"
14-Mar-11,"2,700.97"
11-Mar-11,"2,715.61"
10-Mar-11,"2,701.02"
9-Mar-11,"2,751.72"
8-Mar-11,"2,765.77"
7-Mar-11,"2,745.63"
4-Mar-11,"2,784.67"
3-Mar-11,"2,798.74"
2-Mar-11,"2,748.07"
1-Mar-11,"2,737.41"
28-Feb-11,"2,782.27"
25-Feb-11,"2,781.05"
24-Feb-11,"2,737.90"
23-Feb-11,"2,722.99"
22-Feb-11,"2,756.42"
18-Feb-11,"2,833.95"
17-Feb-11,"2,831.58"
16-Feb-11,"2,825.56"
15-Feb-11,"2,804.35"
14-Feb-11,"2,817.18"
11-Feb-11,"2,809.44"
10-Feb-11,"2,790.45"
9-Feb-11,"2,789.07"
8-Feb-11,"2,797.05"
7-Feb-11,"2,783.99"
4-Feb-11,"2,769.30"
3-Feb-11,"2,753.88"
2-Feb-11,"2,749.56"
1-Feb-11,"2,751.19"
31-Jan-11,"2,700.08"
28-Jan-11,"2,686.89"
27-Jan-11,"2,755.28"
26-Jan-11,"2,739.50"
25-Jan-11,"2,719.25"
24-Jan-11,"2,717.55"
21-Jan-11,"2,689.54"
20-Jan-11,"2,704.29"
19-Jan-11,"2,725.36"
18-Jan-11,"2,765.85"
14-Jan-11,"2,755.30"
13-Jan-11,"2,735.29"
12-Jan-11,"2,737.33"
11-Jan-11,"2,716.83"
10-Jan-11,"2,707.80"
7-Jan-11,"2,703.17"
6-Jan-11,"2,709.89"
5-Jan-11,"2,702.20"
4-Jan-11,"2,681.25"
3-Jan-11,"2,691.52"
31-Dec-10,"2,652.87"
30-Dec-10,"2,662.98"
29-Dec-10,"2,666.93"
28-Dec-10,"2,662.88"
27-Dec-10,"2,667.27"
23-Dec-10,"2,665.60"
22-Dec-10,"2,671.48"
21-Dec-10,"2,667.61"
20-Dec-10,"2,649.56"
17-Dec-10,"2,642.97"
16-Dec-10,"2,637.31"
15-Dec-10,"2,617.22"
14-Dec-10,"2,627.72"
13-Dec-10,"2,624.91"
10-Dec-10,"2,637.54"
9-Dec-10,"2,616.67"
8-Dec-10,"2,609.16"
7-Dec-10,"2,598.49"
6-Dec-10,"2,594.92"
3-Dec-10,"2,591.46"
2-Dec-10,"2,579.35"
1-Dec-10,"2,549.43"
30-Nov-10,"2,498.23"
29-Nov-10,"2,525.22"
26-Nov-10,"2,534.56"
24-Nov-10,"2,543.12"
23-Nov-10,"2,494.95"
22-Nov-10,"2,532.02"
19-Nov-10,"2,518.12"
18-Nov-10,"2,514.40"
17-Nov-10,"2,476.01"
16-Nov-10,"2,469.84"
15-Nov-10,"2,513.82"
12-Nov-10,"2,518.21"
11-Nov-10,"2,555.52"
10-Nov-10,"2,578.78"
9-Nov-10,"2,562.98"
8-Nov-10,"2,580.05"
5-Nov-10,"2,578.98"
4-Nov-10,"2,577.34"
3-Nov-10,"2,540.27"
2-Nov-10,"2,533.52"
1-Nov-10,"2,504.84"
29-Oct-10,"2,507.41"
28-Oct-10,"2,507.37"
27-Oct-10,"2,503.26"
26-Oct-10,"2,497.29"
25-Oct-10,"2,490.85"
22-Oct-10,"2,479.39"
21-Oct-10,"2,459.67"
20-Oct-10,"2,457.39"
19-Oct-10,"2,436.95"
18-Oct-10,"2,480.66"
15-Oct-10,"2,468.77"
14-Oct-10,"2,435.38"
13-Oct-10,"2,441.23"
12-Oct-10,"2,417.92"
11-Oct-10,"2,402.33"
8-Oct-10,"2,401.91"
7-Oct-10,"2,383.67"
6-Oct-10,"2,380.66"
5-Oct-10,"2,399.83"
4-Oct-10,"2,344.52"
1-Oct-10,"2,370.75"
30-Sep-10,"2,368.62"
29-Sep-10,"2,376.56"
28-Sep-10,"2,379.59"
27-Sep-10,"2,369.77"
24-Sep-10,"2,381.22"
23-Sep-10,"2,327.08"
22-Sep-10,"2,334.55"
21-Sep-10,"2,349.35"
20-Sep-10,"2,355.83"
17-Sep-10,"2,315.61"
16-Sep-10,"2,303.25"
15-Sep-10,"2,301.32"
14-Sep-10,"2,289.77"
13-Sep-10,"2,285.71"
10-Sep-10,"2,242.48"
9-Sep-10,"2,236.20"
8-Sep-10,"2,228.87"
7-Sep-10,"2,208.89"
3-Sep-10,"2,233.75"
2-Sep-10,"2,200.01"
1-Sep-10,"2,176.84"
31-Aug-10,"2,114.03"
30-Aug-10,"2,119.97"
27-Aug-10,"2,153.63"
26-Aug-10,"2,118.69"
25-Aug-10,"2,141.54"
24-Aug-10,"2,123.76"
23-Aug-10,"2,159.63"
20-Aug-10,"2,179.76"
19-Aug-10,"2,178.95"
18-Aug-10,"2,215.70"
17-Aug-10,"2,209.44"
16-Aug-10,"2,181.87"
13-Aug-10,"2,173.48"
