Date,nasdaq
12-Aug-15,"5,044.39"
11-Aug-15,"5,036.79"
10-Aug-15,"5,101.80"
7-Aug-15,"5,043.54"
6-Aug-15,"5,056.44"
5-Aug-15,"5,139.94"
4-Aug-15,"5,105.55"
3-Aug-15,"5,115.38"
31-Jul-15,"5,128.28"
30-Jul-15,"5,128.78"
29-Jul-15,"5,111.73"
28-Jul-15,"5,089.21"
27-Jul-15,"5,039.78"
24-Jul-15,"5,088.63"
23-Jul-15,"5,146.41"
22-Jul-15,"5,171.77"
21-Jul-15,"5,208.12"
20-Jul-15,"5,218.86"
17-Jul-15,"5,210.14"
16-Jul-15,"5,163.18"
15-Jul-15,"5,098.94"
14-Jul-15,"5,104.89"
13-Jul-15,"5,071.51"
10-Jul-15,"4,997.70"
9-Jul-15,"4,922.40"
8-Jul-15,"4,909.76"
7-Jul-15,"4,997.46"
6-Jul-15,"4,991.94"
2-Jul-15,"5,009.21"
1-Jul-15,"5,013.12"
30-Jun-15,"4,986.87"
29-Jun-15,"4,958.47"
26-Jun-15,"5,080.51"
25-Jun-15,"5,112.19"
24-Jun-15,"5,122.41"
23-Jun-15,"5,160.10"
22-Jun-15,"5,153.97"
19-Jun-15,"5,117.00"
18-Jun-15,"5,132.95"
17-Jun-15,"5,064.88"
16-Jun-15,"5,055.55"
15-Jun-15,"5,029.97"
12-Jun-15,"5,051.10"
11-Jun-15,"5,082.51"
10-Jun-15,"5,076.69"
9-Jun-15,"5,013.86"
8-Jun-15,"5,021.63"
5-Jun-15,"5,068.46"
4-Jun-15,"5,059.12"
3-Jun-15,"5,099.23"
2-Jun-15,"5,076.52"
1-Jun-15,"5,082.93"
29-May-15,"5,070.02"
28-May-15,"5,097.98"
27-May-15,"5,106.59"
26-May-15,"5,032.75"
22-May-15,"5,089.36"
21-May-15,"5,090.79"
20-May-15,"5,071.74"
19-May-15,"5,070.03"
18-May-15,"5,078.44"
15-May-15,"5,048.29"
14-May-15,"5,050.80"
13-May-15,"4,981.69"
12-May-15,"4,976.19"
11-May-15,"4,993.57"
8-May-15,"5,003.55"
7-May-15,"4,945.54"
6-May-15,"4,919.64"
5-May-15,"4,939.33"
4-May-15,"5,016.93"
1-May-15,"5,005.39"
30-Apr-15,"4,941.42"
29-Apr-15,"5,023.64"
28-Apr-15,"5,055.42"
27-Apr-15,"5,060.25"
24-Apr-15,"5,092.09"
23-Apr-15,"5,056.06"
22-Apr-15,"5,035.17"
21-Apr-15,"5,014.10"
20-Apr-15,"4,994.60"
17-Apr-15,"4,931.81"
16-Apr-15,"5,007.79"
15-Apr-15,"5,011.02"
14-Apr-15,"4,977.29"
13-Apr-15,"4,988.25"
10-Apr-15,"4,995.98"
9-Apr-15,"4,974.56"
8-Apr-15,"4,950.82"
7-Apr-15,"4,910.23"
6-Apr-15,"4,917.32"
2-Apr-15,"4,886.94"
1-Apr-15,"4,880.23"
31-Mar-15,"4,900.88"
30-Mar-15,"4,947.44"
27-Mar-15,"4,891.22"
26-Mar-15,"4,863.36"
25-Mar-15,"4,876.52"
24-Mar-15,"4,994.73"
23-Mar-15,"5,010.97"
20-Mar-15,"5,026.42"
19-Mar-15,"4,992.38"
18-Mar-15,"4,982.83"
17-Mar-15,"4,937.44"
16-Mar-15,"4,929.51"
13-Mar-15,"4,871.76"
12-Mar-15,"4,893.29"
11-Mar-15,"4,849.94"
10-Mar-15,"4,859.80"
9-Mar-15,"4,942.44"
6-Mar-15,"4,927.37"
5-Mar-15,"4,982.81"
4-Mar-15,"4,967.14"
3-Mar-15,"4,979.90"
2-Mar-15,"5,008.10"
27-Feb-15,"4,963.53"
26-Feb-15,"4,987.89"
25-Feb-15,"4,967.14"
24-Feb-15,"4,968.12"
23-Feb-15,"4,960.97"
20-Feb-15,"4,955.97"
19-Feb-15,"4,924.70"
18-Feb-15,"4,906.36"
17-Feb-15,"4,899.27"
13-Feb-15,"4,893.84"
12-Feb-15,"4,857.61"
11-Feb-15,"4,801.18"
10-Feb-15,"4,787.65"
9-Feb-15,"4,726.01"
6-Feb-15,"4,744.40"
5-Feb-15,"4,765.10"
4-Feb-15,"4,716.70"
3-Feb-15,"4,727.74"
2-Feb-15,"4,676.69"
30-Jan-15,"4,635.24"
29-Jan-15,"4,683.41"
28-Jan-15,"4,637.99"
27-Jan-15,"4,681.50"
26-Jan-15,"4,771.76"
23-Jan-15,"4,757.88"
22-Jan-15,"4,750.40"
21-Jan-15,"4,667.42"
20-Jan-15,"4,654.85"
16-Jan-15,"4,634.38"
15-Jan-15,"4,570.82"
14-Jan-15,"4,639.32"
13-Jan-15,"4,661.50"
12-Jan-15,"4,664.71"
9-Jan-15,"4,704.07"
8-Jan-15,"4,736.19"
7-Jan-15,"4,650.47"
6-Jan-15,"4,592.74"
5-Jan-15,"4,652.57"
2-Jan-15,"4,726.81"
31-Dec-14,"4,736.05"
30-Dec-14,"4,777.44"
29-Dec-14,"4,806.91"
26-Dec-14,"4,806.86"
24-Dec-14,"4,773.47"
23-Dec-14,"4,765.42"
22-Dec-14,"4,781.42"
19-Dec-14,"4,765.38"
18-Dec-14,"4,748.40"
17-Dec-14,"4,644.31"
16-Dec-14,"4,547.83"
15-Dec-14,"4,605.16"
12-Dec-14,"4,653.60"
11-Dec-14,"4,708.16"
10-Dec-14,"4,684.02"
9-Dec-14,"4,766.47"
8-Dec-14,"4,740.69"
5-Dec-14,"4,780.76"
4-Dec-14,"4,769.44"
3-Dec-14,"4,774.47"
2-Dec-14,"4,755.81"
1-Dec-14,"4,727.35"
28-Nov-14,"4,791.63"
26-Nov-14,"4,787.32"
25-Nov-14,"4,758.25"
24-Nov-14,"4,754.89"
21-Nov-14,"4,712.97"
20-Nov-14,"4,701.87"
19-Nov-14,"4,675.71"
18-Nov-14,"4,702.44"
17-Nov-14,"4,671.00"
14-Nov-14,"4,688.54"
13-Nov-14,"4,680.14"
12-Nov-14,"4,675.14"
11-Nov-14,"4,660.56"
10-Nov-14,"4,651.62"
7-Nov-14,"4,632.53"
6-Nov-14,"4,638.47"
5-Nov-14,"4,620.72"
4-Nov-14,"4,623.64"
3-Nov-14,"4,638.91"
31-Oct-14,"4,630.74"
30-Oct-14,"4,566.14"
29-Oct-14,"4,549.23"
28-Oct-14,"4,564.29"
27-Oct-14,"4,485.93"
24-Oct-14,"4,483.72"
23-Oct-14,"4,452.79"
22-Oct-14,"4,382.85"
21-Oct-14,"4,419.48"
20-Oct-14,"4,316.07"
17-Oct-14,"4,258.44"
16-Oct-14,"4,217.39"
15-Oct-14,"4,215.32"
14-Oct-14,"4,227.17"
13-Oct-14,"4,213.66"
10-Oct-14,"4,276.24"
9-Oct-14,"4,378.34"
8-Oct-14,"4,468.59"
7-Oct-14,"4,385.20"
6-Oct-14,"4,454.80"
3-Oct-14,"4,475.62"
2-Oct-14,"4,430.19"
1-Oct-14,"4,422.09"
30-Sep-14,"4,493.39"
29-Sep-14,"4,505.85"
26-Sep-14,"4,512.19"
25-Sep-14,"4,466.75"
24-Sep-14,"4,555.22"
23-Sep-14,"4,508.69"
22-Sep-14,"4,527.69"
19-Sep-14,"4,579.79"
18-Sep-14,"4,593.43"
17-Sep-14,"4,562.19"
16-Sep-14,"4,552.76"
15-Sep-14,"4,518.90"
12-Sep-14,"4,567.60"
11-Sep-14,"4,591.81"
10-Sep-14,"4,586.52"
9-Sep-14,"4,552.28"
8-Sep-14,"4,592.28"
5-Sep-14,"4,582.90"
4-Sep-14,"4,562.29"
3-Sep-14,"4,572.56"
2-Sep-14,"4,598.19"
29-Aug-14,"4,580.27"
28-Aug-14,"4,557.69"
27-Aug-14,"4,569.62"
26-Aug-14,"4,570.64"
25-Aug-14,"4,557.35"
22-Aug-14,"4,538.55"
21-Aug-14,"4,532.10"
20-Aug-14,"4,526.48"
19-Aug-14,"4,527.51"
18-Aug-14,"4,508.31"
15-Aug-14,"4,464.93"
14-Aug-14,"4,453.00"
13-Aug-14,"4,434.12"
12-Aug-14,"4,389.25"
11-Aug-14,"4,401.33"
8-Aug-14,"4,370.90"
7-Aug-14,"4,334.97"
6-Aug-14,"4,355.05"
5-Aug-14,"4,352.84"
4-Aug-14,"4,383.89"
1-Aug-14,"4,352.64"
31-Jul-14,"4,369.77"
30-Jul-14,"4,462.90"
29-Jul-14,"4,442.70"
28-Jul-14,"4,444.91"
25-Jul-14,"4,449.56"
24-Jul-14,"4,472.11"
23-Jul-14,"4,473.70"
22-Jul-14,"4,456.02"
21-Jul-14,"4,424.70"
18-Jul-14,"4,432.15"
17-Jul-14,"4,363.45"
16-Jul-14,"4,425.97"
15-Jul-14,"4,416.39"
14-Jul-14,"4,440.42"
11-Jul-14,"4,415.49"
10-Jul-14,"4,396.20"
9-Jul-14,"4,419.03"
8-Jul-14,"4,391.46"
7-Jul-14,"4,451.53"
3-Jul-14,"4,485.93"
2-Jul-14,"4,457.73"
1-Jul-14,"4,458.65"
30-Jun-14,"4,408.18"
27-Jun-14,"4,397.93"
26-Jun-14,"4,379.05"
25-Jun-14,"4,379.76"
24-Jun-14,"4,350.35"
23-Jun-14,"4,368.68"
20-Jun-14,"4,368.04"
19-Jun-14,"4,359.33"
18-Jun-14,"4,362.84"
17-Jun-14,"4,337.23"
16-Jun-14,"4,321.10"
13-Jun-14,"4,310.65"
12-Jun-14,"4,297.63"
11-Jun-14,"4,331.93"
10-Jun-14,"4,338.00"
9-Jun-14,"4,336.24"
6-Jun-14,"4,321.40"
5-Jun-14,"4,296.23"
4-Jun-14,"4,251.64"
3-Jun-14,"4,234.08"
2-Jun-14,"4,237.20"
30-May-14,"4,242.62"
29-May-14,"4,247.95"
28-May-14,"4,225.07"
27-May-14,"4,237.07"
23-May-14,"4,185.81"
22-May-14,"4,154.34"
21-May-14,"4,131.54"
20-May-14,"4,096.89"
19-May-14,"4,125.81"
16-May-14,"4,090.59"
15-May-14,"4,069.29"
14-May-14,"4,100.63"
13-May-14,"4,130.16"
12-May-14,"4,143.86"
9-May-14,"4,071.87"
8-May-14,"4,051.50"
7-May-14,"4,067.67"
6-May-14,"4,080.76"
5-May-14,"4,138.06"
2-May-14,"4,123.90"
1-May-14,"4,127.45"
30-Apr-14,"4,114.56"
29-Apr-14,"4,103.54"
28-Apr-14,"4,074.40"
25-Apr-14,"4,075.56"
24-Apr-14,"4,148.34"
23-Apr-14,"4,126.97"
22-Apr-14,"4,161.46"
21-Apr-14,"4,121.55"
17-Apr-14,"4,095.52"
16-Apr-14,"4,086.22"
15-Apr-14,"4,034.16"
14-Apr-14,"4,022.69"
11-Apr-14,"3,999.73"
10-Apr-14,"4,054.11"
9-Apr-14,"4,183.90"
8-Apr-14,"4,112.99"
7-Apr-14,"4,079.75"
4-Apr-14,"4,127.73"
3-Apr-14,"4,237.74"
2-Apr-14,"4,276.46"
1-Apr-14,"4,268.04"
31-Mar-14,"4,198.99"
28-Mar-14,"4,155.76"
27-Mar-14,"4,151.23"
26-Mar-14,"4,173.58"
25-Mar-14,"4,234.27"
24-Mar-14,"4,226.39"
21-Mar-14,"4,276.79"
20-Mar-14,"4,319.29"
19-Mar-14,"4,307.60"
18-Mar-14,"4,333.31"
17-Mar-14,"4,279.95"
14-Mar-14,"4,245.40"
13-Mar-14,"4,260.42"
12-Mar-14,"4,323.33"
11-Mar-14,"4,307.19"
10-Mar-14,"4,334.45"
7-Mar-14,"4,336.22"
6-Mar-14,"4,352.12"
5-Mar-14,"4,357.97"
4-Mar-14,"4,351.97"
3-Mar-14,"4,277.30"
28-Feb-14,"4,308.12"
27-Feb-14,"4,318.93"
26-Feb-14,"4,292.06"
25-Feb-14,"4,287.59"
24-Feb-14,"4,292.97"
21-Feb-14,"4,263.41"
20-Feb-14,"4,267.55"
19-Feb-14,"4,237.95"
18-Feb-14,"4,272.78"
14-Feb-14,"4,244.02"
