Date,uk_ftse
30-Jan-17,"7,118.48"
27-Jan-17,"7,184.49"
26-Jan-17,"7,161.49"
25-Jan-17,"7,164.43"
24-Jan-17,"7,150.34"
23-Jan-17,"7,151.18"
20-Jan-17,"7,198.44"
19-Jan-17,"7,208.44"
18-Jan-17,"7,247.61"
17-Jan-17,"7,220.38"
16-Jan-17,"7,327.13"
13-Jan-17,"7,337.81"
12-Jan-17,"7,292.37"
11-Jan-17,"7,290.49"
10-Jan-17,"7,275.47"
9-Jan-17,"7,237.77"
6-Jan-17,"7,210.05"
5-Jan-17,"7,195.31"
4-Jan-17,"7,189.74"
3-Jan-17,"7,177.89"
30-Dec-16,"7,142.83"
29-Dec-16,"7,120.26"
28-Dec-16,"7,106.08"
23-Dec-16,"7,068.17"
22-Dec-16,"7,063.68"
21-Dec-16,"7,041.42"
20-Dec-16,"7,043.96"
19-Dec-16,"7,017.16"
16-Dec-16,"7,011.64"
15-Dec-16,"6,999.01"
14-Dec-16,"6,949.19"
13-Dec-16,"6,968.57"
12-Dec-16,"6,890.42"
9-Dec-16,"6,954.21"
8-Dec-16,"6,931.55"
7-Dec-16,"6,902.23"
6-Dec-16,"6,779.84"
5-Dec-16,"6,746.83"
2-Dec-16,"6,730.72"
1-Dec-16,"6,752.93"
30-Nov-16,"6,783.79"
29-Nov-16,"6,772.00"
28-Nov-16,"6,799.47"
25-Nov-16,"6,840.75"
24-Nov-16,"6,829.20"
23-Nov-16,"6,817.71"
22-Nov-16,"6,819.72"
21-Nov-16,"6,777.96"
18-Nov-16,"6,775.77"
17-Nov-16,"6,794.71"
16-Nov-16,"6,749.72"
15-Nov-16,"6,792.74"
14-Nov-16,"6,753.18"
11-Nov-16,"6,730.43"
10-Nov-16,"6,827.98"
9-Nov-16,"6,911.84"
8-Nov-16,"6,843.13"
7-Nov-16,"6,806.90"
4-Nov-16,"6,693.26"
3-Nov-16,"6,790.51"
2-Nov-16,"6,845.42"
1-Nov-16,"6,917.14"
31-Oct-16,"6,954.22"
28-Oct-16,"6,996.26"
27-Oct-16,"6,986.57"
26-Oct-16,"6,958.09"
25-Oct-16,"7,017.64"
24-Oct-16,"6,986.40"
21-Oct-16,"7,020.47"
20-Oct-16,"7,026.90"
19-Oct-16,"7,021.92"
18-Oct-16,"7,000.06"
17-Oct-16,"6,947.55"
14-Oct-16,"7,013.55"
13-Oct-16,"6,977.74"
12-Oct-16,"7,024.01"
11-Oct-16,"7,070.88"
10-Oct-16,"7,097.50"
7-Oct-16,"7,044.39"
6-Oct-16,"6,999.96"
5-Oct-16,"7,033.25"
4-Oct-16,"7,074.34"
3-Oct-16,"6,983.52"
30-Sep-16,"6,899.33"
29-Sep-16,"6,919.42"
28-Sep-16,"6,849.38"
27-Sep-16,"6,807.67"
26-Sep-16,"6,818.04"
23-Sep-16,"6,909.43"
22-Sep-16,"6,911.40"
21-Sep-16,"6,834.77"
20-Sep-16,"6,830.79"
19-Sep-16,"6,813.55"
16-Sep-16,"6,710.28"
15-Sep-16,"6,730.30"
14-Sep-16,"6,673.31"
13-Sep-16,"6,665.63"
12-Sep-16,"6,700.90"
9-Sep-16,"6,776.95"
8-Sep-16,"6,858.70"
7-Sep-16,"6,846.58"
6-Sep-16,"6,826.05"
5-Sep-16,"6,879.42"
2-Sep-16,"6,894.60"
1-Sep-16,"6,745.97"
31-Aug-16,"6,781.51"
30-Aug-16,"6,820.79"
26-Aug-16,"6,838.05"
25-Aug-16,"6,816.90"
24-Aug-16,"6,835.78"
23-Aug-16,"6,868.51"
22-Aug-16,"6,828.54"
19-Aug-16,"6,858.95"
18-Aug-16,"6,868.96"
17-Aug-16,"6,859.15"
16-Aug-16,"6,893.92"
15-Aug-16,"6,941.19"
12-Aug-16,"6,916.02"
11-Aug-16,"6,914.71"
10-Aug-16,"6,866.42"
9-Aug-16,"6,851.30"
8-Aug-16,"6,809.13"
5-Aug-16,"6,793.47"
4-Aug-16,"6,740.16"
3-Aug-16,"6,634.40"
2-Aug-16,"6,645.40"
1-Aug-16,"6,693.95"
29-Jul-16,"6,724.43"
28-Jul-16,"6,721.06"
27-Jul-16,"6,750.43"
26-Jul-16,"6,724.03"
25-Jul-16,"6,710.13"
22-Jul-16,"6,730.48"
21-Jul-16,"6,699.89"
20-Jul-16,"6,728.99"
19-Jul-16,"6,697.37"
18-Jul-16,"6,695.42"
15-Jul-16,"6,669.24"
14-Jul-16,"6,654.47"
13-Jul-16,"6,670.40"
12-Jul-16,"6,680.69"
11-Jul-16,"6,682.86"
8-Jul-16,"6,590.64"
7-Jul-16,"6,533.79"
6-Jul-16,"6,463.59"
5-Jul-16,"6,545.37"
4-Jul-16,"6,522.26"
1-Jul-16,"6,577.83"
30-Jun-16,"6,504.33"
29-Jun-16,"6,360.06"
28-Jun-16,"6,140.39"
27-Jun-16,"5,982.20"
24-Jun-16,"6,138.69"
23-Jun-16,"6,338.10"
22-Jun-16,"6,261.19"
21-Jun-16,"6,226.55"
20-Jun-16,"6,204.00"
17-Jun-16,"6,021.09"
16-Jun-16,"5,950.48"
15-Jun-16,"5,966.80"
14-Jun-16,"5,923.53"
13-Jun-16,"6,044.97"
10-Jun-16,"6,115.76"
9-Jun-16,"6,231.89"
8-Jun-16,"6,301.52"
7-Jun-16,"6,284.53"
6-Jun-16,"6,273.40"
3-Jun-16,"6,209.63"
2-Jun-16,"6,185.61"
1-Jun-16,"6,191.93"
31-May-16,"6,230.79"
27-May-16,"6,270.79"
26-May-16,"6,265.65"
25-May-16,"6,262.85"
24-May-16,"6,219.26"
23-May-16,"6,136.43"
20-May-16,"6,156.32"
19-May-16,"6,053.35"
18-May-16,"6,165.80"
17-May-16,"6,167.77"
16-May-16,"6,151.40"
13-May-16,"6,138.50"
12-May-16,"6,104.19"
11-May-16,"6,162.49"
10-May-16,"6,156.65"
9-May-16,"6,114.81"
6-May-16,"6,125.70"
5-May-16,"6,117.25"
4-May-16,"6,112.02"
3-May-16,"6,185.59"
29-Apr-16,"6,241.89"
28-Apr-16,"6,322.40"
27-Apr-16,"6,319.91"
26-Apr-16,"6,284.52"
25-Apr-16,"6,260.92"
22-Apr-16,"6,310.44"
21-Apr-16,"6,381.44"
20-Apr-16,"6,410.26"
19-Apr-16,"6,405.35"
18-Apr-16,"6,353.52"
15-Apr-16,"6,343.75"
14-Apr-16,"6,365.10"
13-Apr-16,"6,362.89"
12-Apr-16,"6,242.39"
11-Apr-16,"6,200.12"
8-Apr-16,"6,204.41"
7-Apr-16,"6,136.89"
6-Apr-16,"6,161.63"
5-Apr-16,"6,091.23"
4-Apr-16,"6,164.72"
1-Apr-16,"6,146.05"
31-Mar-16,"6,174.90"
30-Mar-16,"6,203.17"
29-Mar-16,"6,105.90"
24-Mar-16,"6,106.48"
23-Mar-16,"6,199.11"
22-Mar-16,"6,192.74"
21-Mar-16,"6,184.58"
18-Mar-16,"6,189.64"
17-Mar-16,"6,201.12"
16-Mar-16,"6,175.49"
15-Mar-16,"6,139.97"
14-Mar-16,"6,174.57"
11-Mar-16,"6,139.79"
10-Mar-16,"6,036.70"
9-Mar-16,"6,146.32"
8-Mar-16,"6,125.44"
7-Mar-16,"6,182.40"
4-Mar-16,"6,199.43"
3-Mar-16,"6,130.46"
2-Mar-16,"6,147.06"
1-Mar-16,"6,152.88"
29-Feb-16,"6,097.09"
26-Feb-16,"6,096.01"
25-Feb-16,"6,012.81"
24-Feb-16,"5,867.18"
23-Feb-16,"5,962.31"
22-Feb-16,"6,037.73"
19-Feb-16,"5,950.23"
18-Feb-16,"5,971.95"
17-Feb-16,"6,030.32"
16-Feb-16,"5,862.17"
15-Feb-16,"5,824.28"
12-Feb-16,"5,707.60"
11-Feb-16,"5,536.97"
10-Feb-16,"5,672.30"
9-Feb-16,"5,632.19"
8-Feb-16,"5,689.36"
5-Feb-16,"5,848.06"
4-Feb-16,"5,898.76"
3-Feb-16,"5,837.14"
2-Feb-16,"5,922.01"
1-Feb-16,"6,060.10"
29-Jan-16,"6,083.79"
28-Jan-16,"5,931.78"
27-Jan-16,"5,990.37"
26-Jan-16,"5,911.46"
25-Jan-16,"5,877.00"
22-Jan-16,"5,900.01"
21-Jan-16,"5,773.79"
20-Jan-16,"5,673.58"
19-Jan-16,"5,876.80"
18-Jan-16,"5,779.92"
15-Jan-16,"5,804.10"
14-Jan-16,"5,918.23"
13-Jan-16,"5,960.97"
12-Jan-16,"5,929.24"
11-Jan-16,"5,871.83"
8-Jan-16,"5,912.44"
7-Jan-16,"5,954.08"
6-Jan-16,"6,073.38"
5-Jan-16,"6,137.24"
4-Jan-16,"6,093.43"
31-Dec-15,"6,242.32"
30-Dec-15,"6,274.05"
29-Dec-15,"6,314.57"
24-Dec-15,"6,254.64"
23-Dec-15,"6,240.98"
22-Dec-15,"6,083.10"
21-Dec-15,"6,034.84"
18-Dec-15,"6,052.42"
17-Dec-15,"6,102.54"
16-Dec-15,"6,061.19"
15-Dec-15,"6,017.79"
14-Dec-15,"5,874.06"
11-Dec-15,"5,952.78"
10-Dec-15,"6,088.05"
9-Dec-15,"6,126.68"
8-Dec-15,"6,135.22"
7-Dec-15,"6,223.52"
4-Dec-15,"6,238.29"
3-Dec-15,"6,275.00"
2-Dec-15,"6,420.93"
1-Dec-15,"6,395.65"
30-Nov-15,"6,356.09"
27-Nov-15,"6,375.15"
26-Nov-15,"6,393.13"
25-Nov-15,"6,337.64"
24-Nov-15,"6,277.23"
23-Nov-15,"6,305.49"
20-Nov-15,"6,334.63"
19-Nov-15,"6,329.93"
18-Nov-15,"6,278.97"
17-Nov-15,"6,268.76"
16-Nov-15,"6,146.38"
13-Nov-15,"6,118.28"
12-Nov-15,"6,178.68"
11-Nov-15,"6,297.20"
10-Nov-15,"6,275.28"
9-Nov-15,"6,295.16"
6-Nov-15,"6,353.83"
5-Nov-15,"6,364.90"
4-Nov-15,"6,412.88"
3-Nov-15,"6,383.61"
2-Nov-15,"6,361.80"
30-Oct-15,"6,361.09"
29-Oct-15,"6,395.80"
28-Oct-15,"6,437.80"
27-Oct-15,"6,365.27"
26-Oct-15,"6,417.02"
23-Oct-15,"6,444.08"
22-Oct-15,"6,376.28"
21-Oct-15,"6,348.42"
20-Oct-15,"6,345.13"
19-Oct-15,"6,352.33"
16-Oct-15,"6,378.04"
15-Oct-15,"6,338.67"
14-Oct-15,"6,269.61"
13-Oct-15,"6,342.28"
12-Oct-15,"6,371.18"
9-Oct-15,"6,416.16"
8-Oct-15,"6,374.82"
7-Oct-15,"6,336.35"
6-Oct-15,"6,326.16"
5-Oct-15,"6,298.92"
2-Oct-15,"6,129.98"
1-Oct-15,"6,072.47"
30-Sep-15,"6,061.61"
29-Sep-15,"5,909.24"
28-Sep-15,"5,958.86"
25-Sep-15,"6,109.01"
24-Sep-15,"5,961.49"
23-Sep-15,"6,032.24"
22-Sep-15,"5,935.84"
21-Sep-15,"6,108.71"
18-Sep-15,"6,104.11"
17-Sep-15,"6,186.99"
16-Sep-15,"6,229.21"
15-Sep-15,"6,137.60"
14-Sep-15,"6,084.59"
11-Sep-15,"6,117.76"
10-Sep-15,"6,155.81"
9-Sep-15,"6,229.01"
8-Sep-15,"6,146.10"
7-Sep-15,"6,074.52"
4-Sep-15,"6,042.92"
3-Sep-15,"6,194.10"
2-Sep-15,"6,083.31"
1-Sep-15,"6,058.54"
28-Aug-15,"6,247.94"
27-Aug-15,"6,192.03"
26-Aug-15,"5,979.20"
25-Aug-15,"6,081.34"
24-Aug-15,"5,898.87"
21-Aug-15,"6,187.65"
20-Aug-15,"6,367.89"
19-Aug-15,"6,403.45"
18-Aug-15,"6,526.29"
17-Aug-15,"6,550.30"
14-Aug-15,"6,550.74"
13-Aug-15,"6,568.33"
12-Aug-15,"6,571.19"
11-Aug-15,"6,664.54"
10-Aug-15,"6,736.22"
7-Aug-15,"6,718.49"
6-Aug-15,"6,747.09"
5-Aug-15,"6,752.41"
4-Aug-15,"6,686.57"
3-Aug-15,"6,688.62"
31-Jul-15,"6,696.28"
30-Jul-15,"6,668.87"
29-Jul-15,"6,631.00"
28-Jul-15,"6,555.28"
27-Jul-15,"6,505.13"
24-Jul-15,"6,579.81"
23-Jul-15,"6,655.01"
22-Jul-15,"6,667.34"
21-Jul-15,"6,769.07"
20-Jul-15,"6,788.69"
17-Jul-15,"6,775.08"
16-Jul-15,"6,796.45"
15-Jul-15,"6,753.75"
14-Jul-15,"6,753.75"
13-Jul-15,"6,737.95"
10-Jul-15,"6,673.38"
9-Jul-15,"6,581.63"
8-Jul-15,"6,490.70"
7-Jul-15,"6,432.21"
6-Jul-15,"6,535.68"
3-Jul-15,"6,585.78"
2-Jul-15,"6,630.47"
1-Jul-15,"6,608.59"
30-Jun-15,"6,520.98"
29-Jun-15,"6,620.48"
26-Jun-15,"6,753.70"
25-Jun-15,"6,807.82"
24-Jun-15,"6,844.80"
23-Jun-15,"6,834.87"
22-Jun-15,"6,825.67"
19-Jun-15,"6,710.45"
18-Jun-15,"6,707.88"
17-Jun-15,"6,680.55"
16-Jun-15,"6,710.10"
15-Jun-15,"6,710.52"
12-Jun-15,"6,784.92"
11-Jun-15,"6,846.74"
10-Jun-15,"6,830.27"
9-Jun-15,"6,753.80"
8-Jun-15,"6,790.04"
5-Jun-15,"6,804.60"
4-Jun-15,"6,859.24"
3-Jun-15,"6,950.46"
2-Jun-15,"6,928.27"
1-Jun-15,"6,953.58"
29-May-15,"6,984.43"
28-May-15,"7,040.92"
27-May-15,"7,033.33"
26-May-15,"6,948.99"
22-May-15,"7,031.72"
21-May-15,"7,013.47"
20-May-15,"7,007.26"
19-May-15,"6,995.10"
18-May-15,"6,968.87"
15-May-15,"6,960.49"
14-May-15,"6,973.04"
13-May-15,"6,949.63"
12-May-15,"6,933.80"
11-May-15,"7,029.85"
8-May-15,"7,046.82"
7-May-15,"6,886.95"
6-May-15,"6,933.74"
5-May-15,"6,927.58"
1-May-15,"6,985.95"
30-Apr-15,"6,960.63"
29-Apr-15,"6,946.28"
28-Apr-15,"7,030.53"
27-Apr-15,"7,103.98"
24-Apr-15,"7,070.70"
23-Apr-15,"7,053.67"
22-Apr-15,"7,028.24"
21-Apr-15,"7,062.93"
20-Apr-15,"7,052.13"
17-Apr-15,"6,994.63"
16-Apr-15,"7,060.45"
15-Apr-15,"7,096.78"
14-Apr-15,"7,075.26"
13-Apr-15,"7,064.30"
10-Apr-15,"7,089.77"
9-Apr-15,"7,015.36"
8-Apr-15,"6,937.41"
7-Apr-15,"6,961.77"
2-Apr-15,"6,833.46"
1-Apr-15,"6,809.50"
31-Mar-15,"6,773.04"
30-Mar-15,"6,891.43"
27-Mar-15,"6,855.02"
26-Mar-15,"6,895.33"
25-Mar-15,"6,990.97"
24-Mar-15,"7,019.68"
23-Mar-15,"7,037.67"
20-Mar-15,"7,022.51"
19-Mar-15,"6,962.32"
18-Mar-15,"6,945.20"
17-Mar-15,"6,837.61"
16-Mar-15,"6,804.08"
13-Mar-15,"6,740.58"
12-Mar-15,"6,761.07"
11-Mar-15,"6,721.51"
10-Mar-15,"6,702.84"
9-Mar-15,"6,876.47"
6-Mar-15,"6,911.80"
5-Mar-15,"6,961.14"
4-Mar-15,"6,919.24"
3-Mar-15,"6,889.13"
2-Mar-15,"6,940.64"
27-Feb-15,"6,946.66"
26-Feb-15,"6,949.73"
25-Feb-15,"6,935.38"
24-Feb-15,"6,949.63"
23-Feb-15,"6,912.16"
20-Feb-15,"6,915.20"
19-Feb-15,"6,888.90"
18-Feb-15,"6,898.08"
17-Feb-15,"6,898.13"
16-Feb-15,"6,857.05"
13-Feb-15,"6,873.52"
12-Feb-15,"6,828.11"
11-Feb-15,"6,818.17"
10-Feb-15,"6,829.12"
9-Feb-15,"6,837.15"
6-Feb-15,"6,853.44"
5-Feb-15,"6,865.93"
4-Feb-15,"6,860.02"
3-Feb-15,"6,871.80"
2-Feb-15,"6,782.55"
30-Jan-15,"6,749.40"
29-Jan-15,"6,810.60"
28-Jan-15,"6,825.94"
27-Jan-15,"6,811.61"
26-Jan-15,"6,852.40"
23-Jan-15,"6,832.83"
22-Jan-15,"6,796.63"
21-Jan-15,"6,728.04"
20-Jan-15,"6,620.10"
19-Jan-15,"6,585.53"
16-Jan-15,"6,550.27"
15-Jan-15,"6,498.78"
14-Jan-15,"6,388.46"
13-Jan-15,"6,542.20"
12-Jan-15,"6,501.42"
9-Jan-15,"6,501.14"
8-Jan-15,"6,569.96"
7-Jan-15,"6,419.83"
6-Jan-15,"6,366.51"
5-Jan-15,"6,417.16"
2-Jan-15,"6,547.80"
31-Dec-14,"6,566.09"
30-Dec-14,"6,547.00"
29-Dec-14,"6,633.51"
24-Dec-14,"6,609.93"
23-Dec-14,"6,598.18"
22-Dec-14,"6,576.74"
19-Dec-14,"6,545.27"
18-Dec-14,"6,466.00"
17-Dec-14,"6,336.48"
16-Dec-14,"6,331.83"
15-Dec-14,"6,182.72"
12-Dec-14,"6,300.63"
11-Dec-14,"6,461.70"
10-Dec-14,"6,500.04"
9-Dec-14,"6,529.47"
8-Dec-14,"6,672.15"
5-Dec-14,"6,742.84"
4-Dec-14,"6,679.37"
3-Dec-14,"6,716.63"
2-Dec-14,"6,742.10"
1-Dec-14,"6,656.37"
28-Nov-14,"6,722.62"
27-Nov-14,"6,723.42"
26-Nov-14,"6,729.17"
25-Nov-14,"6,731.14"
24-Nov-14,"6,729.79"
21-Nov-14,"6,750.76"
20-Nov-14,"6,678.90"
19-Nov-14,"6,696.60"
18-Nov-14,"6,709.13"
17-Nov-14,"6,671.97"
14-Nov-14,"6,654.37"
13-Nov-14,"6,635.45"
12-Nov-14,"6,611.04"
11-Nov-14,"6,627.40"
10-Nov-14,"6,611.25"
7-Nov-14,"6,567.24"
6-Nov-14,"6,551.15"
5-Nov-14,"6,539.14"
4-Nov-14,"6,453.97"
3-Nov-14,"6,487.97"
31-Oct-14,"6,546.47"
30-Oct-14,"6,463.55"
29-Oct-14,"6,453.87"
28-Oct-14,"6,402.17"
27-Oct-14,"6,363.46"
24-Oct-14,"6,388.73"
23-Oct-14,"6,419.15"
22-Oct-14,"6,399.73"
21-Oct-14,"6,372.33"
20-Oct-14,"6,267.07"
17-Oct-14,"6,310.29"
16-Oct-14,"6,195.91"
15-Oct-14,"6,211.64"
14-Oct-14,"6,392.68"
13-Oct-14,"6,366.24"
10-Oct-14,"6,339.97"
9-Oct-14,"6,431.85"
8-Oct-14,"6,482.24"
7-Oct-14,"6,495.58"
6-Oct-14,"6,563.65"
3-Oct-14,"6,527.91"
2-Oct-14,"6,446.39"
1-Oct-14,"6,557.52"
30-Sep-14,"6,622.72"
29-Sep-14,"6,646.60"
26-Sep-14,"6,649.39"
25-Sep-14,"6,639.71"
24-Sep-14,"6,706.27"
23-Sep-14,"6,676.08"
22-Sep-14,"6,773.63"
19-Sep-14,"6,837.92"
18-Sep-14,"6,819.29"
17-Sep-14,"6,780.90"
16-Sep-14,"6,792.24"
15-Sep-14,"6,804.21"
12-Sep-14,"6,806.96"
11-Sep-14,"6,799.62"
10-Sep-14,"6,830.11"
9-Sep-14,"6,829.00"
8-Sep-14,"6,834.77"
5-Sep-14,"6,855.10"
4-Sep-14,"6,877.97"
3-Sep-14,"6,873.58"
2-Sep-14,"6,829.17"
1-Sep-14,"6,825.31"
29-Aug-14,"6,819.75"
28-Aug-14,"6,805.80"
27-Aug-14,"6,830.66"
26-Aug-14,"6,822.76"
22-Aug-14,"6,775.25"
21-Aug-14,"6,777.66"
20-Aug-14,"6,755.48"
19-Aug-14,"6,779.31"
18-Aug-14,"6,741.25"
15-Aug-14,"6,689.08"
14-Aug-14,"6,685.26"
13-Aug-14,"6,656.68"
12-Aug-14,"6,632.42"
11-Aug-14,"6,632.82"
8-Aug-14,"6,567.36"
7-Aug-14,"6,597.37"
6-Aug-14,"6,636.16"
5-Aug-14,"6,682.48"
4-Aug-14,"6,677.52"
1-Aug-14,"6,679.18"
31-Jul-14,"6,730.11"
30-Jul-14,"6,773.44"
29-Jul-14,"6,807.75"
28-Jul-14,"6,788.07"
25-Jul-14,"6,791.55"
24-Jul-14,"6,821.46"
23-Jul-14,"6,798.15"
22-Jul-14,"6,795.34"
21-Jul-14,"6,728.44"
18-Jul-14,"6,749.45"
17-Jul-14,"6,738.32"
16-Jul-14,"6,784.67"
15-Jul-14,"6,710.45"
14-Jul-14,"6,746.14"
11-Jul-14,"6,690.17"
10-Jul-14,"6,672.37"
9-Jul-14,"6,718.04"
8-Jul-14,"6,738.45"
7-Jul-14,"6,823.51"
4-Jul-14,"6,866.05"
3-Jul-14,"6,865.21"
2-Jul-14,"6,816.37"
1-Jul-14,"6,802.92"
30-Jun-14,"6,743.94"
27-Jun-14,"6,757.77"
26-Jun-14,"6,735.12"
25-Jun-14,"6,733.62"
24-Jun-14,"6,787.07"
23-Jun-14,"6,800.56"
20-Jun-14,"6,825.20"
19-Jun-14,"6,808.11"
18-Jun-14,"6,778.56"
17-Jun-14,"6,766.77"
16-Jun-14,"6,754.64"
13-Jun-14,"6,777.85"
12-Jun-14,"6,843.11"
11-Jun-14,"6,838.87"
10-Jun-14,"6,873.55"
9-Jun-14,"6,875.00"
6-Jun-14,"6,858.21"
5-Jun-14,"6,813.49"
4-Jun-14,"6,818.63"
3-Jun-14,"6,836.30"
2-Jun-14,"6,864.10"
30-May-14,"6,844.51"
29-May-14,"6,871.29"
28-May-14,"6,851.22"
27-May-14,"6,844.94"
23-May-14,"6,815.75"
22-May-14,"6,820.56"
21-May-14,"6,821.04"
20-May-14,"6,802.00"
19-May-14,"6,844.55"
16-May-14,"6,855.81"
15-May-14,"6,840.89"
14-May-14,"6,878.49"
13-May-14,"6,873.08"
12-May-14,"6,851.75"
9-May-14,"6,814.57"
8-May-14,"6,839.25"
7-May-14,"6,796.44"
6-May-14,"6,798.56"
2-May-14,"6,822.42"
1-May-14,"6,808.87"
30-Apr-14,"6,780.03"
29-Apr-14,"6,769.91"
28-Apr-14,"6,700.16"
25-Apr-14,"6,685.69"
24-Apr-14,"6,703.00"
23-Apr-14,"6,674.74"
22-Apr-14,"6,681.76"
17-Apr-14,"6,625.25"
16-Apr-14,"6,584.17"
15-Apr-14,"6,541.61"
14-Apr-14,"6,583.76"
11-Apr-14,"6,561.70"
10-Apr-14,"6,641.97"
9-Apr-14,"6,635.61"
8-Apr-14,"6,590.69"
7-Apr-14,"6,622.84"
4-Apr-14,"6,695.55"
3-Apr-14,"6,649.14"
2-Apr-14,"6,659.04"
1-Apr-14,"6,652.61"
31-Mar-14,"6,598.37"
28-Mar-14,"6,615.58"
27-Mar-14,"6,588.32"
26-Mar-14,"6,605.30"
25-Mar-14,"6,604.89"
24-Mar-14,"6,520.39"
21-Mar-14,"6,557.17"
20-Mar-14,"6,542.44"
19-Mar-14,"6,573.13"
18-Mar-14,"6,605.28"
17-Mar-14,"6,568.35"
14-Mar-14,"6,527.89"
13-Mar-14,"6,553.78"
12-Mar-14,"6,620.90"
11-Mar-14,"6,685.52"
10-Mar-14,"6,689.45"
7-Mar-14,"6,712.67"
6-Mar-14,"6,788.49"
5-Mar-14,"6,775.42"
4-Mar-14,"6,823.77"
3-Mar-14,"6,708.35"
28-Feb-14,"6,809.70"
27-Feb-14,"6,810.27"
26-Feb-14,"6,799.15"
25-Feb-14,"6,830.50"
24-Feb-14,"6,865.86"
21-Feb-14,"6,838.06"
20-Feb-14,"6,812.99"
19-Feb-14,"6,796.71"
18-Feb-14,"6,796.43"
17-Feb-14,"6,736.00"
14-Feb-14,"6,663.62"
13-Feb-14,"6,659.42"
12-Feb-14,"6,675.03"
11-Feb-14,"6,672.66"
10-Feb-14,"6,591.55"
7-Feb-14,"6,571.68"
6-Feb-14,"6,558.28"
5-Feb-14,"6,457.89"
4-Feb-14,"6,449.27"
3-Feb-14,"6,465.66"
31-Jan-14,"6,510.44"
30-Jan-14,"6,538.45"
29-Jan-14,"6,544.28"
28-Jan-14,"6,572.33"
27-Jan-14,"6,550.66"
24-Jan-14,"6,663.74"
23-Jan-14,"6,773.28"
22-Jan-14,"6,826.33"
21-Jan-14,"6,834.26"
20-Jan-14,"6,836.73"
17-Jan-14,"6,829.30"
16-Jan-14,"6,815.42"
15-Jan-14,"6,819.86"
14-Jan-14,"6,766.86"
13-Jan-14,"6,757.15"
10-Jan-14,"6,739.94"
9-Jan-14,"6,691.34"
8-Jan-14,"6,721.78"
7-Jan-14,"6,755.45"
6-Jan-14,"6,730.73"
3-Jan-14,"6,730.67"
2-Jan-14,"6,717.91"
31-Dec-13,"6,749.09"
30-Dec-13,"6,731.27"
27-Dec-13,"6,750.87"
24-Dec-13,"6,694.17"
23-Dec-13,"6,678.61"
20-Dec-13,"6,606.58"
19-Dec-13,"6,584.70"
18-Dec-13,"6,492.08"
17-Dec-13,"6,486.19"
16-Dec-13,"6,522.20"
13-Dec-13,"6,439.96"
12-Dec-13,"6,445.25"
11-Dec-13,"6,507.72"
10-Dec-13,"6,523.31"
9-Dec-13,"6,559.48"
6-Dec-13,"6,551.99"
5-Dec-13,"6,498.33"
4-Dec-13,"6,509.97"
3-Dec-13,"6,532.43"
2-Dec-13,"6,595.33"
29-Nov-13,"6,650.57"
28-Nov-13,"6,654.47"
27-Nov-13,"6,649.47"
26-Nov-13,"6,636.22"
25-Nov-13,"6,694.62"
22-Nov-13,"6,674.30"
21-Nov-13,"6,681.33"
20-Nov-13,"6,681.08"
19-Nov-13,"6,698.01"
18-Nov-13,"6,723.46"
15-Nov-13,"6,693.44"
14-Nov-13,"6,666.13"
13-Nov-13,"6,630.00"
12-Nov-13,"6,726.79"
11-Nov-13,"6,728.37"
8-Nov-13,"6,708.42"
7-Nov-13,"6,697.22"
6-Nov-13,"6,741.69"
5-Nov-13,"6,746.84"
4-Nov-13,"6,763.62"
1-Nov-13,"6,734.74"
31-Oct-13,"6,731.43"
30-Oct-13,"6,777.70"
29-Oct-13,"6,774.73"
28-Oct-13,"6,725.82"
25-Oct-13,"6,721.34"
24-Oct-13,"6,713.18"
23-Oct-13,"6,674.48"
22-Oct-13,"6,695.66"
21-Oct-13,"6,654.20"
18-Oct-13,"6,622.58"
17-Oct-13,"6,576.16"
16-Oct-13,"6,571.59"
15-Oct-13,"6,549.11"
14-Oct-13,"6,507.65"
11-Oct-13,"6,487.19"
10-Oct-13,"6,430.49"
9-Oct-13,"6,337.91"
8-Oct-13,"6,365.83"
7-Oct-13,"6,437.28"
4-Oct-13,"6,453.88"
3-Oct-13,"6,449.04"
2-Oct-13,"6,437.50"
1-Oct-13,"6,460.01"
30-Sep-13,"6,462.22"
27-Sep-13,"6,512.66"
26-Sep-13,"6,565.59"
25-Sep-13,"6,551.53"
24-Sep-13,"6,571.46"
23-Sep-13,"6,557.37"
20-Sep-13,"6,596.43"
19-Sep-13,"6,625.39"
18-Sep-13,"6,558.82"
17-Sep-13,"6,570.17"
16-Sep-13,"6,622.86"
13-Sep-13,"6,583.80"
12-Sep-13,"6,588.98"
11-Sep-13,"6,588.43"
10-Sep-13,"6,583.99"
9-Sep-13,"6,530.74"
6-Sep-13,"6,547.33"
5-Sep-13,"6,532.44"
4-Sep-13,"6,474.74"
3-Sep-13,"6,468.41"
2-Sep-13,"6,506.19"
30-Aug-13,"6,412.93"
29-Aug-13,"6,483.05"
28-Aug-13,"6,430.06"
27-Aug-13,"6,440.97"
23-Aug-13,"6,492.10"
22-Aug-13,"6,446.87"
21-Aug-13,"6,390.84"
20-Aug-13,"6,453.46"
19-Aug-13,"6,465.73"
16-Aug-13,"6,499.99"
15-Aug-13,"6,483.34"
14-Aug-13,"6,587.43"
13-Aug-13,"6,611.94"
12-Aug-13,"6,574.34"
9-Aug-13,"6,583.39"
8-Aug-13,"6,529.68"
7-Aug-13,"6,511.21"
