Date,cac_40,s_p_500,Swis_smi_index,cad_50,ger_dax,us_dow,uk_ftse,nasdaq,jap_nikkei,swed_omx,eu_stoxx_50
1986-10-01,,,,,,,,,,125.93,
1986-10-02,,,,,,,,,,126.25,
1986-10-03,,,,,,,,,,126.69,
1986-10-06,,,,,,,,,,128.16,
1986-10-07,,,,,,,,,,129.84,
1986-10-08,,,,,,,,,,130.9,
1986-10-09,,,,,,,,,,130.65,
1986-10-10,,,,,,,,,,129.32,
1986-10-13,,,,,,,,,,127.88,
1986-10-14,,,,,,,,,,129.09,
1986-10-15,,,,,,,,,,127.58,
1986-10-16,,,,,,,,,,127.69,
1986-10-17,,,,,,,,,,128.76,
1986-10-20,,,,,,,,,,128.66,
1986-10-21,,,,,,,,,,127.44,
1986-10-22,,,,,,,,,,127.93,
1986-10-23,,,,,,,,,,129.5,
1986-10-24,,,,,,,,,,130.83,
1986-10-27,,,,,,,,,,130.24,
1986-10-28,,,,,,,,,,131.74,
1986-10-29,,,,,,,,,,130.99,
1986-10-30,,,,,,,,,,132.9,
1986-10-31,,,,,,,,,,134.54,
1986-11-03,,,,,,,,,,135.03,
1986-11-04,,,,,,,,,,136.3,
1986-11-05,,,,,,,,,,136.15,
1986-11-06,,,,,,,,,,136.66,
1986-11-07,,,,,,,,,,137.51,
1986-11-10,,,,,,,,,,137.17,
1986-11-11,,,,,,,,,,135.98,
1986-11-12,,,,,,,,,,137.12,
1986-11-13,,,,,,,,,,136.3,
1986-11-14,,,,,,,,,,135.07,
1986-11-17,,,,,,,,,,131.74,
1986-11-18,,,,,,,,,,131.16,
1986-11-19,,,,,,,,,,132.04,
1986-11-20,,,,,,,,,,132.36,
1986-11-21,,,,,,,,,,129.81,
1986-11-24,,,,,,,,,,128.73,
1986-11-25,,,,,,,,,,128.21,
1986-11-26,,,,,,,,,,129.12,
1986-11-27,,,,,,,,,,129.59,
1986-11-28,,,,,,,,,,128.0,
1986-12-01,,,,,,,,,,125.23,
1986-12-02,,,,,,,,,,124.95,
1986-12-03,,,,,,,,,,127.46,
1986-12-04,,,,,,,,,,126.45,
1986-12-05,,,,,,,,,,125.28,
1986-12-08,,,,,,,,,,123.4,
1986-12-09,,,,,,,,,,123.84,
1986-12-10,,,,,,,,,,123.21,
1986-12-11,,,,,,,,,,125.3,
1986-12-12,,,,,,,,,,127.25,
1986-12-15,,,,,,,,,,125.48,
1986-12-16,,,,,,,,,,124.99,
1986-12-17,,,,,,,,,,125.58,
1986-12-18,,,,,,,,,,125.62,
1986-12-19,,,,,,,,,,126.22,
1986-12-22,,,,,,,,,,125.5,
1986-12-23,,,,,,,,,,125.01,
1986-12-29,,,,,,,,,,125.0,
1986-12-30,,,,,,,,,,126.18,
1987-01-02,,,,,,,,,,127.18,
1987-01-05,,,,,,,,,,127.99,
1987-01-07,,,,,,,,,,126.02,
1987-01-08,,,,,,,,,,123.8,
1987-01-09,,,,,,,,,,120.86,
1987-01-12,,,,,,,,,,117.01,
1987-01-13,,,,,,,,,,114.05,
1987-01-14,,,,,,,,,,110.24,
1987-01-15,,,,,,,,,,114.98,
1987-01-16,,,,,,,,,,113.35,
1987-01-19,,,,,,,,,,114.98,
1987-01-20,,,,,,,,,,116.67,
1987-01-21,,,,,,,,,,116.39,
1987-01-22,,,,,,,,,,113.1,
1987-01-23,,,,,,,,,,113.65,
1987-01-26,,,,,,,,,,112.29,
1987-01-27,,,,,,,,,,109.92,
1987-01-28,,,,,,,,,,107.52,
1987-01-29,,,,,,,,,,109.16,
1987-01-30,,,,,,,,,,111.13,
1987-02-02,,,,,,,,,,113.78,
1987-02-03,,,,,,,,,,116.95,
1987-02-04,,,,,,,,,,116.04,
1987-02-05,,,,,,,,,,117.36,
1987-02-06,,,,,,,,,,116.97,
1987-02-09,,,,,,,,,,116.02,
1987-02-10,,,,,,,,,,116.14,
1987-02-11,,,,,,,,,,117.03,
1987-02-12,,,,,,,,,,118.15,
1987-02-13,,,,,,,,,,117.58,
1987-02-16,,,,,,,,,,117.59,
1987-02-17,,,,,,,,,,118.78,
1987-02-18,,,,,,,,,,119.53,
1987-02-19,,,,,,,,,,121.13,
1987-02-20,,,,,,,,,,122.52,
1987-02-23,,,,,,,,,,123.95,
1987-02-24,,,,,,,,,,122.98,
1987-02-25,,,,,,,,,,123.8,
1987-02-26,,,,,,,,,,125.79,
1987-02-27,,,,,,,,,,127.14,
1987-03-02,,,,,,,,,,128.0,
1987-03-03,,,,,,,,,,127.77,
1987-03-04,,,,,,,,,,128.65,
1987-03-05,,,,,,,,,,129.56,
1987-03-06,,,,,,,,,,129.25,
1987-03-09,,,,,,,,,,129.81,
1987-03-10,,,,,,,,,,130.93,
1987-03-11,,,,,,,,,,129.94,
1987-03-12,,,,,,,,,,128.45,
1987-03-13,,,,,,,,,,129.46,
1987-03-16,,,,,,,,,,129.76,
1987-03-17,,,,,,,,,,129.79,
1987-03-18,,,,,,,,,,131.54,
1987-03-19,,,,,,,,,,131.46,
1987-03-20,,,,,,,,,,130.82,
1987-03-23,,,,,,,,,,130.84,
1987-03-24,,,,,,,,,,133.2,
1987-03-25,,,,,,,,,,134.19,
1987-03-26,,,,,,,,,,133.56,
1987-03-27,,,,,,,,,,134.41,
1987-03-30,,,,,,,,,,132.79,
1987-03-31,,,,,,,,,,131.25,
1987-04-01,,,,,,,,,,130.29,
1987-04-02,,,,,,,,,,129.94,
1987-04-03,,,,,,,,,,131.59,
1987-04-06,,,,,,,,,,134.48,
1987-04-07,,,,,,,,,,135.18,
1987-04-08,,,,,,,,,,135.16,
1987-04-09,,,,,,,,,,135.92,
1987-04-10,,,,,,,,,,134.05,
1987-04-13,,,,,,,,,,133.24,
1987-04-14,,,,,,,,,,132.69,
1987-04-15,,,,,,,,,,135.53,
1987-04-16,,,,,,,,,,137.48,
1987-04-21,,,,,,,,,,136.99,
1987-04-22,,,,,,,,,,137.91,
1987-04-23,,,,,,,,,,139.53,
1987-04-24,,,,,,,,,,140.97,
1987-04-27,,,,,,,,,,139.03,
1987-04-28,,,,,,,,,,138.86,
1987-04-29,,,,,,,,,,139.26,
1987-04-30,,,,,,,,,,139.67,
1987-05-04,,,,,,,,,,139.0,
1987-05-05,,,,,,,,,,139.89,
1987-05-06,,,,,,,,,,141.39,
1987-05-07,,,,,,,,,,140.43,
1987-05-08,,,,,,,,,,140.04,
1987-05-11,,,,,,,,,,138.44,
1987-05-12,,,,,,,,,,135.67,
1987-05-13,,,,,,,,,,134.19,
1987-05-14,,,,,,,,,,133.9,
1987-05-15,,,,,,,,,,132.99,
1987-05-18,,,,,,,,,,128.41,
1987-05-19,,,,,,,,,,129.89,
1987-05-20,,,,,,,,,,127.08,
1987-05-21,,,,,,,,,,130.1,
1987-05-22,,,,,,,,,,131.47,
1987-05-25,,,,,,,,,,132.31,
1987-05-26,,,,,,,,,,132.26,
1987-05-27,,,,,,,,,,132.7,
1987-05-29,,,,,,,,,,132.04,
1987-06-01,,,,,,,,,,131.78,
1987-06-02,,,,,,,,,,131.63,
1987-06-03,,,,,,,,,,130.85,
1987-06-04,,,,,,,,,,132.45,
1987-06-05,,,,,,,,,,132.53,
1987-06-09,,,,,,,,,,133.63,
1987-06-10,,,,,,,,,,134.13,
1987-06-11,,,,,,,,,,133.8,
1987-06-12,,,,,,,,,,134.62,
1987-06-15,,,,,,,,,,135.52,
1987-06-16,,,,,,,,,,135.73,
1987-06-17,,,,,,,,,,136.66,
1987-06-18,,,,,,,,,,136.43,
1987-06-22,,,,,,,,,,135.34,
1987-06-23,,,,,,,,,,136.51,
1987-06-24,,,,,,,,,,136.15,
1987-06-25,,,,,,,,,,135.33,
1987-06-26,,,,,,,,,,135.61,
1987-06-29,,,,,,,,,,135.21,
1987-06-30,,,,,,,,,,134.73,
1987-07-01,,,,,,,,,,134.08,
1987-07-02,,,,,,,,,,135.34,
1987-07-03,,,,,,,,,,137.55,
1987-07-06,,,,,,,,,,137.88,
1987-07-07,,,,,,,,,,137.71,
1987-07-08,,,,,,,,,,139.22,
1987-07-09,,,,,,,,,,139.95,
1987-07-10,1490.42,,,,,,,,,140.04,
1987-07-13,,,,,,,,,,140.79,
1987-07-14,,,,,,,,,,141.2,
1987-07-15,,,,,,,,,,142.26,
1987-07-16,1474.22,,,,,,,,,142.06,
1987-07-17,1462.11,,,,,,,,,142.75,
1987-07-20,1457.38,,,,,,,,,142.6,
1987-07-21,1444.71,,,,,,,,,141.71,
1987-07-22,1446.65,,,,,,,,,140.19,
1987-07-23,1461.3,,,,,,,,,141.28,
1987-07-24,1483.55,,,,,,,,,141.6,
1987-07-27,1478.54,,,,,,,,,141.89,
1987-07-28,1484.7,,,,,,,,,143.86,
1987-07-29,1494.49,,,,,,,,,145.28,
1987-07-30,1488.41,,,,,,,,,145.22,
1987-07-31,1488.31,,,,,,,,,145.13,
1987-08-03,1483.02,,,,,,,,,143.82,
1987-08-04,1460.73,,,,,,,,,144.43,
1987-08-05,1460.39,,,,,,,,,146.88,
1987-08-06,1473.59,,,,,,,,,147.21,
1987-08-07,1467.85,,,,,,,,,146.76,
1987-08-10,1458.24,,,,,,,,,145.21,
1987-08-11,1450.97,,,,,,,,,148.44,
1987-08-12,1450.81,,,,,,,,,149.48,
1987-08-13,1458.7,,,,,,,,,150.67,
1987-08-14,1486.49,,,,,,,,,151.51,
1987-08-17,1487.29,,,,,,,,,150.56,
1987-08-18,1471.36,,,,,,,,,150.89,
1987-08-19,1461.47,,,,,,,,,151.25,
1987-08-20,1466.13,,,,,,,,,152.69,
1987-08-21,1471.44,,,,,,,,,153.77,
1987-08-24,1490.7,,,,,,,,,154.97,
1987-08-25,1485.92,,,,,,,,,152.11,
1987-08-26,1514.55,,,,,,,,,151.41,
1987-08-27,1526.59,,,,,,,,,150.42,
1987-08-28,1528.97,,,,,,,,,150.44,
1987-08-31,1533.59,,,,,,,,,148.57,
1987-09-01,1530.11,,,,,,,,,149.75,
1987-09-02,1524.0,,,,,,,,,149.94,
1987-09-03,1550.52,,,,,,,,,152.96,
1987-09-04,1560.7,,,,,,,,,154.15,
1987-09-07,1535.26,,,,,,,,,154.39,
1987-09-08,1531.28,,,,,,,,,155.7,
1987-09-09,1522.04,,,,,,,,,154.94,
1987-09-10,1530.55,,,,,,,,,156.84,
1987-09-11,1530.91,,,,,,,,,157.25,
1987-09-14,1537.29,,,,,,,,,157.93,
1987-09-15,1528.85,,,,,,,,,157.25,
1987-09-16,1520.4,,,,,,,,,156.93,
1987-09-17,1526.78,,,,,,,,,155.24,
1987-09-18,1532.12,,,,,,,,,154.59,
1987-09-21,1528.51,,,,,,,,,156.47,
1987-09-22,1509.46,,,,,,,,,156.51,
1987-09-23,1524.54,,,,,,,,,156.63,
1987-09-24,1504.45,,,,,,,,,155.87,
1987-09-25,1492.74,,,,,,,,,154.88,
1987-09-28,1465.58,,,,,,,,,152.88,
1987-09-29,1475.39,,,,,,,,,155.3,
1987-09-30,1447.87,,,,,,,,,157.24,
1987-10-01,1452.81,,,,,,,,,159.97,
1987-10-02,1456.88,,,,,,,,,160.41,
1987-10-05,1463.0,,,,,,,,,162.07,
1987-10-06,1458.13,,,,,,,,,162.17,
1987-10-07,1449.77,,,,,,,,,162.14,
1987-10-08,1453.94,,,,,,,,,162.91,
1987-10-09,1430.33,,,,,,,,,162.29,
1987-10-12,1399.23,,,,,,,,,160.03,
1987-10-13,1395.62,,,,,,,,,159.58,
1987-10-14,1358.51,,,,,,,,,161.16,
1987-10-15,1307.23,,,,,,,,,158.63,
1987-10-16,1337.98,,,,,,,,,156.22,
1987-10-19,1208.99,,,,,,,,,146.21,
1987-10-20,1221.71,,,,,,,,,138.07,
1987-10-21,1243.95,,,,,,,,,143.91,
1987-10-22,1197.15,,,,,,,,,137.84,
1987-10-23,1187.02,,,,,,,,,138.39,
1987-10-26,1090.85,,,,,,,,,128.78,
1987-10-27,1105.12,,,,,,,,,129.93,
1987-10-28,1008.92,,,,,,,,,123.52,
1987-10-29,1075.5,,,,,,,,,113.66,
1987-10-30,1116.47,,,,,,,,,122.58,
1987-11-02,,,,,,,,,,121.98,
1987-11-03,1107.85,,,,,,,,,119.39,
1987-11-04,1077.27,,,,,,,,,112.18,
1987-11-05,1062.54,,,,,,,,,110.27,
1987-11-06,1072.66,,,,,,,,,112.45,
1987-11-09,1030.23,,,,,,,,,106.19,
1987-11-10,954.72,,,,,,,,,100.62,
1987-11-11,,,,,,,,,,98.86,
1987-11-12,1036.57,,,,,,,,,104.94,
1987-11-13,1038.71,,,,,,,,,111.64,
1987-11-16,1101.16,,,,,,,,,115.13,
1987-11-17,1080.33,,,,,,,,,112.45,
1987-11-18,1072.08,,,,,,,,,112.39,
1987-11-19,1049.44,,,,,,,,,107.88,
1987-11-20,1024.93,,,,,,,,,107.57,
1987-11-23,1035.37,,,,,,,,,111.58,
1987-11-24,1077.91,,,,,,,,,111.42,
1987-11-25,1075.03,,,,,,,,,112.72,
1987-11-26,1067.85,,,,,,,,,110.13,
1987-11-27,1066.91,,,,,,,,,109.15,
1987-11-30,1037.43,,,,,,,,,102.31,
1987-12-01,1032.26,,,,,,,,,102.23,
1987-12-02,1026.98,,,,,,,,,100.56,
1987-12-03,1018.78,,,,,,,,,102.45,
1987-12-04,989.14,,,,,,,,,101.0,
1987-12-07,964.2,,,,,,,,,103.25,
1987-12-08,972.6,,,,,,,,,104.87,
1987-12-09,966.89,,,,,,,,,103.57,
1987-12-10,964.15,,,,,,,,,104.88,
1987-12-11,977.04,,,,,,,,,101.93,
1987-12-14,996.5,,,,,,,,,101.31,
1987-12-15,1016.91,,,,,,,,,102.78,
1987-12-16,1039.43,,,,,,,,,103.33,
1987-12-17,1025.69,,,,,,,,,106.98,
1987-12-18,1019.37,,,,,,,,,106.97,
1987-12-21,1036.78,,,,,,,,,108.55,
1987-12-22,1030.52,,,,,,,,,108.47,
1987-12-23,1046.77,,,,,,,,,108.61,
1987-12-28,1018.76,,,,,,,,,106.19,
1987-12-29,1008.88,,,,,,,,,104.45,
1987-12-30,1011.69,,,,,,,,,105.16,
1987-12-31,1000.0,,,,,,,,,,
1988-01-04,984.64,,,,,,,,,103.98,
1988-01-05,1021.17,,,,,,,,,108.75,
1988-01-06,1028.05,,,,,,,,,,
1988-01-07,1024.08,,,,,,,,,112.19,
1988-01-08,1029.22,,,,,,,,,110.0,
1988-01-11,998.73,,,,,,,,,107.39,
1988-01-12,991.98,,,,,,,,,108.08,
1988-01-13,967.86,,,,,,,,,107.02,
1988-01-14,972.88,,,,,,,,,107.05,
1988-01-15,1007.86,,,,,,,,,108.68,
1988-01-18,987.59,,,,,,,,,109.95,
1988-01-19,971.99,,,,,,,,,110.75,
1988-01-20,940.64,,,,,,,,,110.9,
1988-01-21,928.56,,,,,,,,,112.26,
1988-01-22,917.26,,,,,,,,,115.35,
1988-01-25,915.39,,,,,,,,,117.09,
1988-01-26,923.39,,,,,,,,,118.56,
1988-01-27,913.98,,,,,,,,,116.3,
1988-01-28,903.65,,,,,,,,,117.59,
1988-01-29,893.82,,,,,,,,,119.77,
1988-02-01,911.8,,,,,,,,,119.34,
1988-02-02,935.09,,,,,,,,,118.06,
1988-02-03,957.95,,,,,,,,,120.04,
1988-02-04,971.94,,,,,,,,,120.46,
1988-02-05,986.88,,,,,,,,,121.78,
1988-02-08,981.64,,,,,,,,,121.66,
1988-02-09,980.96,,,,,,,,,119.96,
1988-02-10,992.89,,,,,,,,,121.07,
1988-02-11,1028.23,,,,,,,,,123.13,
1988-02-12,1034.42,,,,,,,,,123.56,
1988-02-15,1044.76,,,,,,,,,124.88,
1988-02-16,1043.66,,,,,,,,,126.22,
1988-02-17,1062.63,,,,,,,,,124.97,
1988-02-18,1082.35,,,,,,,,,123.86,
1988-02-19,1096.59,,,,,,,,,122.72,
1988-02-22,1114.15,,,,,,,,,123.92,
1988-02-23,1095.64,,,,,,,,,124.19,
1988-02-24,1101.97,,,,,,,,,121.41,
1988-02-25,1122.62,,,,,,,,,121.72,
1988-02-26,1109.46,,,,,,,,,122.04,
1988-02-29,1112.58,,,,,,,,,122.52,
1988-03-01,1108.58,,,,,,,,,124.83,
1988-03-02,1092.88,,,,,,,,,125.24,
1988-03-03,1084.45,,,,,,,,,126.64,
1988-03-04,1079.51,,,,,,,,,127.18,
1988-03-07,1074.84,,,,,,,,,127.83,
1988-03-08,1067.42,,,,,,,,,126.65,
1988-03-09,1087.67,,,,,,,,,128.1,
1988-03-10,1081.35,,,,,,,,,131.34,
1988-03-11,1064.64,,,,,,,,,131.09,
1988-03-14,1064.92,,,,,,,,,129.79,
1988-03-15,1058.58,,,,,,,,,131.69,
1988-03-16,1064.86,,,,,,,,,130.94,
1988-03-17,1070.54,,,,,,,,,130.17,
1988-03-18,1087.43,,,,,,,,,131.28,
1988-03-21,1065.03,,,,,,,,,130.39,
1988-03-22,1049.63,,,,,,,,,129.38,
1988-03-23,1053.93,,,,,,,,,130.5,
1988-03-24,1055.06,,,,,,,,,130.77,
1988-03-25,1042.71,,,,,,,,,127.36,
1988-03-28,1015.17,,,,,,,,,124.33,
1988-03-29,1024.24,,,,,,,,,125.73,
1988-03-30,1021.37,,,,,,,,,127.03,
1988-03-31,1016.71,,,,,,,,,126.48,
1988-04-05,1018.57,,,,,,,,,126.59,
1988-04-06,1022.88,,,,,,,,,128.12,
1988-04-07,1035.32,,,,,,,,,130.53,
1988-04-08,1042.75,,,,,,,,,131.39,
1988-04-11,1070.04,,,,,,,,,133.28,
1988-04-12,1077.73,,,,,,,,,133.78,
1988-04-13,1106.35,,,,,,,,,134.28,
1988-04-14,1093.78,,,,,,,,,134.17,
1988-04-15,1092.22,,,,,,,,,129.73,
1988-04-18,1100.15,,,,,,,,,127.82,
1988-04-19,1097.55,,,,,,,,,126.83,
1988-04-20,1098.87,,,,,,,,,127.5,
1988-04-21,1115.58,,,,,,,,,127.77,
1988-04-22,1129.99,,,,,,,,,127.69,
1988-04-25,1107.54,,,,,,,,,129.17,
1988-04-26,1136.98,,,,,,,,,130.46,
1988-04-27,1137.4,,,,,,,,,132.06,
1988-04-28,1137.79,,,,,,,,,130.15,
1988-04-29,1127.54,,,,,,,,,130.61,
1988-05-02,1131.39,,,,,,,,,131.18,
1988-05-03,1132.93,,,,,,,,,132.24,
1988-05-04,1144.82,,,,,,,,,131.46,
1988-05-05,1130.58,,,,,,,,,129.21,
1988-05-06,1133.51,,,,,,,,,129.49,
1988-05-09,1142.12,,,,,,,,,129.72,
1988-05-10,1137.02,,,,,,,,,129.84,
1988-05-11,1116.16,,,,,,,,,128.78,
1988-05-12,1117.16,,,,,,,,,,
1988-05-13,,,,,,,,,,128.66,
1988-05-16,1114.71,,,,,,,,,129.94,
1988-05-17,1128.45,,,,,,,,,130.94,
1988-05-18,1117.07,,,,,,,,,132.3,
1988-05-19,1113.77,,,,,,,,,131.43,
1988-05-20,1135.72,,,,,,,,,132.77,
1988-05-24,1141.62,,,,,,,,,132.76,
1988-05-25,1180.84,,,,,,,,,134.78,
1988-05-26,1181.84,,,,,,,,,135.46,
1988-05-27,1199.64,,,,,,,,,135.19,
1988-05-30,1221.6,,,,,,,,,135.4,
1988-05-31,1235.78,,,,,,,,,137.47,
1988-06-01,1249.4,,,,,,,,,138.87,
1988-06-02,1237.62,,,,,,,,,137.48,
1988-06-03,1242.44,,,,,,,,,137.12,
1988-06-06,1256.62,,,,,,,,,137.47,
1988-06-07,1255.95,,,,,,,,,137.11,
1988-06-08,1271.78,,,,,,,,,136.95,
1988-06-09,1295.59,,,,,,,,,137.65,
1988-06-10,1292.43,,,,,,,,,137.03,
1988-06-13,1271.54,,,,,,,,,136.16,
1988-06-14,1287.88,,,,,,,,,136.55,
1988-06-15,1281.68,,,,,,,,,137.93,
1988-06-16,1254.93,,,,,,,,,138.16,
1988-06-17,1259.72,,,,,,,,,137.33,
1988-06-20,1261.77,,,,,,,,,136.4,
1988-06-21,1253.77,,,,,,,,,135.12,
1988-06-22,1280.07,,,,,,,,,136.2,
1988-06-23,1287.93,,,,,,,,,137.07,
1988-06-24,1316.43,,,,,,,,,,
1988-06-27,1307.86,,,,,,,,,135.73,
1988-06-28,1300.87,,,,,,,,,133.84,
1988-06-29,1307.45,,,,,,,,,134.68,
1988-06-30,1320.17,,,,,,,,,134.09,
1988-07-01,1328.52,,,,,,,,,135.65,
1988-07-04,1338.79,,,,,,,,,135.73,
1988-07-05,1353.43,,,,,,,,,135.52,
1988-07-06,1370.18,,,,,,,,,136.96,
1988-07-07,1371.22,,,,,,,,,137.66,
1988-07-08,1368.96,,,,,,,,,138.01,
1988-07-11,1339.64,,,,,,,,,137.13,
1988-07-12,1324.88,,,,,,,,,137.3,
1988-07-13,1306.17,,,,,,,,,136.75,
1988-07-14,,,,,,,,,,136.61,
1988-07-15,1316.43,,,,,,,,,136.69,
1988-07-18,1293.82,,,,,,,,,137.0,
1988-07-19,1275.52,,,,,,,,,136.63,
1988-07-20,1290.69,,,,,,,,,137.74,
1988-07-21,1299.84,,,,,,,,,138.7,
1988-07-22,1300.54,,,,,,,,,138.44,
1988-07-25,1296.16,,,,,,,,,138.01,
1988-07-26,1308.26,,,,,,,,,138.33,
1988-07-27,1308.93,,,,,,,,,138.86,
1988-07-28,1305.6,,,,,,,,,139.03,
1988-07-29,1320.55,,,,,,,,,139.92,
1988-08-01,1328.8,,,,,,,,,141.89,
1988-08-02,1331.93,,,,,,,,,141.47,
1988-08-03,1327.79,,,,,,,,,141.52,
1988-08-04,1326.98,,,,,,,,,141.87,
1988-08-05,1324.48,,,,,,,,,141.76,
1988-08-08,1321.32,,,,,,,,,139.98,
1988-08-09,1323.15,,,,,,,,,138.24,
1988-08-10,1305.94,,,,,,,,,135.02,
1988-08-11,1292.18,,,,,,,,,133.76,
1988-08-12,1295.32,,,,,,,,,135.18,
1988-08-15,,,,,,,,,,133.68,
1988-08-16,1285.91,,,,,,,,,133.56,
1988-08-17,1303.51,,,,,,,,,133.94,
1988-08-18,1303.88,,,,,,,,,134.98,
1988-08-19,1310.02,,,,,,,,,135.15,
1988-08-22,1308.13,,,,,,,,,134.77,
1988-08-23,1293.86,,,,,,,,,132.86,
1988-08-24,1306.67,,,,,,,,,133.46,
1988-08-25,1284.7,,,,,,,,,131.85,
1988-08-26,1279.1,,,,,,,,,131.34,
1988-08-29,1280.26,,,,,,,,,130.85,
1988-08-30,1286.81,,,,,,,,,132.07,
1988-08-31,1291.45,,,,,,,,,133.25,
1988-09-01,1277.51,,,,,,,,,132.59,
1988-09-02,1287.28,,,,,,,,,132.67,
1988-09-05,1289.36,,,,,,,,,133.48,
1988-09-06,1289.86,,,,,,,,,134.34,
1988-09-07,1305.16,,,,,,,,,134.52,
1988-09-08,1301.8,,,,,,,,,134.76,
1988-09-09,1301.37,,,,,,,,,135.44,
1988-09-12,1311.85,,,,,,,,,136.57,
1988-09-13,1333.62,,,,,,,,,137.1,
1988-09-14,1367.67,,,,,,,,,137.06,
1988-09-15,1365.04,,,,,,,,,136.98,
1988-09-16,1364.64,,,,,,,,,136.54,
1988-09-19,1367.33,,,,,,,,,138.58,
1988-09-20,1365.07,,,,,,,,,139.16,
1988-09-21,1388.95,,,,,,,,,140.32,
1988-09-22,1405.95,,,,,,,,,142.1,
1988-09-23,1386.23,,,,,,,,,141.91,
1988-09-26,1403.02,,,,,,,,,141.92,
1988-09-27,1393.55,,,,,,,,,141.24,
1988-09-28,1398.07,,,,,,,,,140.79,
1988-09-29,1416.58,,,,,,,,,141.32,
1988-09-30,1417.32,,,,,,,,,141.9,
1988-10-03,1420.89,,,,,,,,,142.63,
1988-10-04,1432.25,,,,,,,,,142.89,
1988-10-05,1432.32,,,,,,,,,143.43,
1988-10-06,1434.62,,,,,,,,,144.7,
1988-10-07,1440.22,,,,,,,,,144.85,
1988-10-10,1439.49,,,,,,,,,145.79,
1988-10-11,1411.27,,,,,,,,,145.25,
1988-10-12,1405.4,,,,,,,,,144.98,
1988-10-13,1423.55,,,,,,,,,144.11,
1988-10-14,1436.84,,,,,,,,,145.99,
1988-10-17,1418.08,,,,,,,,,145.13,
1988-10-18,1428.15,,,,,,,,,144.37,
1988-10-19,1451.87,,,,,,,,,144.13,
1988-10-20,1449.57,,,,,,,,,144.99,
1988-10-21,1456.11,,,,,,,,,146.18,
1988-10-24,1463.78,,,,,,,,,146.89,
1988-10-25,1467.25,,,,,,,,,147.12,
1988-10-26,1473.84,,,,,,,,,147.44,
1988-10-27,1476.96,,,,,,,,,147.34,
1988-10-28,1495.96,,,,,,,,,147.29,
1988-10-31,,,,,,,,,,148.01,
1988-11-01,,,,,,,,,,148.7,
1988-11-02,1506.67,,,,,,,,,149.47,
1988-11-03,1499.96,,,,,,,,,149.29,
1988-11-04,1501.75,,,,,,,,,151.01,
1988-11-07,1485.15,,,,,,,,,149.78,
1988-11-08,1496.56,,,,,,,,,150.29,
1988-11-09,1487.98,,,,,,,,,150.11,
1988-11-10,1492.35,,,,,,,,,148.92,
1988-11-11,,,,,,,,,,147.4,
1988-11-14,1492.35,,,,,,,,,144.98,
1988-11-15,1492.35,,,,,,,,,144.75,
1988-11-16,1480.57,,,,,,,,,146.18,
1988-11-17,1470.99,,,,,,,,,145.89,
1988-11-18,1471.84,,,,,,,,,146.43,
1988-11-21,1471.58,,,,,,,,,147.09,
1988-11-22,1455.96,,,,,,,,,148.19,
1988-11-23,1468.41,,,,,,,,,149.62,
1988-11-24,1478.0,,,,,,,,,149.03,
1988-11-25,1469.58,,,,,,,,,146.53,
1988-11-28,1466.41,,,,,,,,,145.49,
1988-11-29,1463.67,,,,,,,,,146.81,
1988-11-30,1480.75,,,,,,,,,149.08,
1988-12-01,1473.73,,,,,,,,,150.28,
1988-12-02,1466.84,,,,,,,,,150.04,
1988-12-05,1462.2,,,,,,,,,151.62,
1988-12-06,1498.2,,,,,,,,,154.29,
1988-12-07,1476.36,,,,,,,,,154.13,
1988-12-08,1476.36,,,,,,,,,154.28,
1988-12-09,1497.46,,,,,,,,,155.56,
1988-12-12,1498.2,,,,,,,,,155.02,
1988-12-13,1486.85,,,,,,,,,155.81,
1988-12-14,1483.5,,,,,,,,,156.09,
1988-12-15,1473.1,,,,,,,,,156.09,
1988-12-16,1475.55,,,,,,,,,157.75,
1988-12-19,1478.46,,,,,,,,,157.12,
1988-12-20,1498.71,,,,,,,,,158.34,
1988-12-21,1505.32,,,,,,,,,159.22,
1988-12-22,1528.03,,,,,,,,,158.17,
1988-12-23,1539.99,,,,,,,,,158.29,
1988-12-27,1546.79,,,,,,,,,159.07,
1988-12-28,1545.7,,,,,,,,,160.17,
1988-12-29,1559.05,,,,,,,,,159.9,
1988-12-30,1573.94,,,,,,,,,159.63,
1989-01-02,,,,,,,,,,152.67,
1989-01-03,1570.77,,,,,,,,,155.89,
1989-01-04,1595.37,,,,,,,,,157.09,
1989-01-05,1627.7,,,,,,,,,160.03,
1989-01-06,1642.99,,,,,,,,,,
1989-01-09,1629.84,,,,,,,,,163.22,
1989-01-10,1631.73,,,,,,,,,164.82,
1989-01-11,1619.35,,,,,,,,,164.89,
1989-01-12,1619.35,,,,,,,,,165.0,
1989-01-13,1643.23,,,,,,,,,165.48,
1989-01-16,1643.23,,,,,,,,,164.93,
1989-01-17,1636.1,,,,,,,,,165.0,
1989-01-18,1628.93,,,,,,,,,165.28,
1989-01-19,1643.91,,,,,,,,,167.19,
1989-01-20,1643.87,,,,,,,,,167.63,
1989-01-23,1631.05,,,,,,,,,167.82,
1989-01-24,1644.85,,,,,,,,,168.12,
1989-01-25,1679.72,,,,,,,,,170.11,
1989-01-26,1667.42,,,,,,,,,171.09,
1989-01-27,1677.32,,,,,,,,,170.45,
1989-01-30,1665.76,,,,,,,,,172.02,
1989-01-31,1654.99,,,,,,,,,171.76,
