Date,shanghai_composite
1-Jun-05,"1,039.19"
31-May-05,"1,060.74"
30-May-05,"1,060.16"
27-May-05,"1,051.95"
26-May-05,"1,058.87"
25-May-05,"1,072.14"
24-May-05,"1,073.85"
23-May-05,"1,070.84"
20-May-05,"1,099.27"
19-May-05,"1,103.47"
18-May-05,"1,102.96"
17-May-05,"1,099.64"
16-May-05,"1,095.47"
13-May-05,"1,107.63"
12-May-05,"1,103.99"
11-May-05,"1,124.27"
10-May-05,"1,135.56"
9-May-05,"1,130.84"
29-Apr-05,"1,159.15"
28-Apr-05,"1,169.12"
27-Apr-05,"1,148.76"
26-Apr-05,"1,165.34"
25-Apr-05,"1,157.97"
22-Apr-05,"1,169.19"
21-Apr-05,"1,172.56"
20-Apr-05,"1,184.19"
19-Apr-05,"1,199.90"
18-Apr-05,"1,197.73"
15-Apr-05,"1,216.96"
14-Apr-05,"1,234.33"
13-Apr-05,"1,248.20"
12-Apr-05,"1,219.51"
11-Apr-05,"1,240.97"
8-Apr-05,"1,248.52"
7-Apr-05,"1,225.49"
6-Apr-05,"1,214.87"
5-Apr-05,"1,191.74"
4-Apr-05,"1,202.97"
1-Apr-05,"1,223.57"
31-Mar-05,"1,181.24"
30-Mar-05,"1,172.57"
29-Mar-05,"1,195.02"
28-Mar-05,"1,200.11"
25-Mar-05,"1,205.63"
24-Mar-05,"1,208.19"
23-Mar-05,"1,201.65"
22-Mar-05,"1,206.92"
21-Mar-05,"1,231.05"
18-Mar-05,"1,227.40"
17-Mar-05,"1,243.47"
16-Mar-05,"1,255.59"
15-Mar-05,"1,269.14"
14-Mar-05,"1,293.50"
11-Mar-05,"1,289.94"
10-Mar-05,"1,286.23"
9-Mar-05,"1,316.79"
8-Mar-05,"1,318.27"
7-Mar-05,"1,293.74"
4-Mar-05,"1,287.71"
3-Mar-05,"1,294.34"
2-Mar-05,"1,287.45"
1-Mar-05,"1,303.41"
28-Feb-05,"1,306.00"
25-Feb-05,"1,312.44"
24-Feb-05,"1,309.95"
23-Feb-05,"1,309.47"
22-Feb-05,"1,309.28"
21-Feb-05,"1,284.48"
18-Feb-05,"1,258.97"
17-Feb-05,"1,276.13"
16-Feb-05,"1,278.88"
4-Feb-05,"1,269.00"
3-Feb-05,"1,242.31"
2-Feb-05,"1,252.50"
1-Feb-05,"1,188.93"
31-Jan-05,"1,191.82"
28-Jan-05,"1,213.67"
27-Jan-05,"1,225.89"
26-Jan-05,"1,241.96"
25-Jan-05,"1,254.23"
24-Jan-05,"1,255.78"
21-Jan-05,"1,234.48"
20-Jan-05,"1,204.39"
19-Jan-05,"1,218.11"
18-Jan-05,"1,225.45"
17-Jan-05,"1,216.65"
14-Jan-05,"1,245.62"
13-Jan-05,"1,256.31"
12-Jan-05,"1,256.92"
11-Jan-05,"1,257.46"
10-Jan-05,"1,252.40"
7-Jan-05,"1,244.75"
6-Jan-05,"1,239.43"
5-Jan-05,"1,251.94"
4-Jan-05,"1,242.77"
31-Dec-04,"1,266.50"
30-Dec-04,"1,273.71"
29-Dec-04,"1,274.31"
28-Dec-04,"1,278.94"
27-Dec-04,"1,280.27"
24-Dec-04,"1,285.04"
23-Dec-04,"1,282.72"
22-Dec-04,"1,307.57"
21-Dec-04,"1,275.17"
20-Dec-04,"1,275.46"
17-Dec-04,"1,290.49"
16-Dec-04,"1,305.02"
15-Dec-04,"1,313.05"
14-Dec-04,"1,307.55"
13-Dec-04,"1,309.69"
10-Dec-04,"1,317.72"
9-Dec-04,"1,338.81"
8-Dec-04,"1,326.44"
7-Dec-04,"1,323.75"
6-Dec-04,"1,339.64"
3-Dec-04,"1,337.20"
2-Dec-04,"1,333.09"
1-Dec-04,"1,334.94"
30-Nov-04,"1,340.77"
29-Nov-04,"1,337.43"
26-Nov-04,"1,356.73"
25-Nov-04,"1,358.33"
24-Nov-04,"1,359.12"
23-Nov-04,"1,371.24"
22-Nov-04,"1,383.02"
19-Nov-04,"1,379.96"
18-Nov-04,"1,367.83"
17-Nov-04,"1,356.14"
16-Nov-04,"1,370.39"
15-Nov-04,"1,370.05"
12-Nov-04,"1,352.22"
11-Nov-04,"1,347.07"
10-Nov-04,"1,354.39"
9-Nov-04,"1,307.43"
8-Nov-04,"1,304.23"
5-Nov-04,"1,305.13"
4-Nov-04,"1,304.78"
3-Nov-04,"1,326.75"
2-Nov-04,"1,301.53"
1-Nov-04,"1,305.29"
29-Oct-04,"1,320.54"
28-Oct-04,"1,341.74"
27-Oct-04,"1,342.80"
26-Oct-04,"1,324.78"
25-Oct-04,"1,311.15"
22-Oct-04,"1,329.36"
21-Oct-04,"1,310.55"
20-Oct-04,"1,330.58"
19-Oct-04,"1,337.62"
18-Oct-04,"1,335.39"
15-Oct-04,"1,330.52"
14-Oct-04,"1,332.94"
13-Oct-04,"1,386.72"
12-Oct-04,"1,384.44"
11-Oct-04,"1,413.15"
8-Oct-04,"1,422.93"
30-Sep-04,"1,396.70"
29-Sep-04,"1,420.01"
28-Sep-04,"1,435.59"
27-Sep-04,"1,427.40"
24-Sep-04,"1,435.56"
23-Sep-04,"1,464.78"
22-Sep-04,"1,420.15"
21-Sep-04,"1,448.56"
20-Sep-04,"1,463.22"
17-Sep-04,"1,414.70"
16-Sep-04,"1,371.20"
15-Sep-04,"1,355.23"
14-Sep-04,"1,300.36"
13-Sep-04,"1,260.32"
10-Sep-04,"1,287.08"
9-Sep-04,"1,284.31"
8-Sep-04,"1,309.33"
7-Sep-04,"1,324.29"
6-Sep-04,"1,321.46"
3-Sep-04,"1,327.12"
2-Sep-04,"1,327.93"
1-Sep-04,"1,321.46"
31-Aug-04,"1,342.06"
30-Aug-04,"1,319.53"
27-Aug-04,"1,320.61"
26-Aug-04,"1,334.42"
25-Aug-04,"1,339.78"
24-Aug-04,"1,344.63"
23-Aug-04,"1,325.41"
20-Aug-04,"1,341.74"
19-Aug-04,"1,340.45"
18-Aug-04,"1,358.22"
17-Aug-04,"1,360.20"
16-Aug-04,"1,354.51"
13-Aug-04,"1,368.45"
12-Aug-04,"1,368.20"
11-Aug-04,"1,384.96"
10-Aug-04,"1,400.77"
9-Aug-04,"1,395.85"
6-Aug-04,"1,390.46"
5-Aug-04,"1,389.04"
4-Aug-04,"1,404.51"
3-Aug-04,"1,366.37"
2-Aug-04,"1,373.22"
30-Jul-04,"1,386.20"
29-Jul-04,"1,407.33"
28-Jul-04,"1,388.81"
27-Jul-04,"1,384.13"
26-Jul-04,"1,387.67"
23-Jul-04,"1,407.40"
22-Jul-04,"1,407.44"
21-Jul-04,"1,448.04"
20-Jul-04,"1,447.94"
19-Jul-04,"1,457.54"
16-Jul-04,"1,456.13"
15-Jul-04,"1,421.54"
14-Jul-04,"1,403.76"
13-Jul-04,"1,399.46"
12-Jul-04,"1,397.15"
9-Jul-04,"1,430.65"
8-Jul-04,"1,439.78"
7-Jul-04,"1,438.40"
6-Jul-04,"1,450.50"
5-Jul-04,"1,444.59"
2-Jul-04,"1,441.19"
1-Jul-04,"1,441.07"
30-Jun-04,"1,399.16"
29-Jun-04,"1,408.69"
28-Jun-04,"1,385.18"
25-Jun-04,"1,401.11"
24-Jun-04,"1,427.75"
23-Jun-04,"1,440.73"
22-Jun-04,"1,450.68"
21-Jun-04,"1,433.47"
18-Jun-04,"1,427.30"
17-Jun-04,"1,445.50"
16-Jun-04,"1,475.42"
15-Jun-04,"1,463.78"
14-Jun-04,"1,438.74"
11-Jun-04,"1,472.07"
10-Jun-04,"1,468.34"
9-Jun-04,"1,468.07"
8-Jun-04,"1,493.81"
7-Jun-04,"1,517.14"
4-Jun-04,"1,542.09"
3-Jun-04,"1,543.53"
2-Jun-04,"1,567.07"
1-Jun-04,"1,579.66"
31-May-04,"1,555.91"
28-May-04,"1,548.72"
27-May-04,"1,557.18"
26-May-04,"1,524.44"
25-May-04,"1,518.05"
24-May-04,"1,550.35"
21-May-04,"1,558.33"
20-May-04,"1,549.06"
19-May-04,"1,558.29"
18-May-04,"1,555.44"
17-May-04,"1,539.96"
14-May-04,"1,562.69"
13-May-04,"1,597.57"
12-May-04,"1,603.77"
11-May-04,"1,568.06"
10-May-04,"1,560.21"
30-Apr-04,"1,595.59"
29-Apr-04,"1,579.45"
28-Apr-04,"1,606.80"
27-Apr-04,"1,611.86"
26-Apr-04,"1,635.50"
23-Apr-04,"1,635.50"
22-Apr-04,"1,657.79"
21-Apr-04,"1,651.58"
20-Apr-04,"1,669.42"
19-Apr-04,"1,675.88"
16-Apr-04,"1,693.86"
15-Apr-04,"1,679.08"
14-Apr-04,"1,697.16"
13-Apr-04,"1,715.14"
12-Apr-04,"1,722.99"
9-Apr-04,"1,727.35"
8-Apr-04,"1,770.28"
7-Apr-04,"1,774.55"
6-Apr-04,"1,777.52"
5-Apr-04,"1,766.48"
2-Apr-04,"1,768.64"
1-Apr-04,"1,758.15"
31-Mar-04,"1,741.62"
30-Mar-04,"1,724.28"
29-Mar-04,"1,719.67"
26-Mar-04,"1,734.05"
25-Mar-04,"1,736.48"
24-Mar-04,"1,740.05"
23-Mar-04,"1,741.69"
22-Mar-04,"1,755.68"
19-Mar-04,"1,747.87"
18-Mar-04,"1,717.26"
17-Mar-04,"1,745.10"
16-Mar-04,"1,745.54"
15-Mar-04,"1,736.22"
12-Mar-04,"1,694.74"
11-Mar-04,"1,691.64"
10-Mar-04,"1,678.07"
9-Mar-04,"1,637.10"
8-Mar-04,"1,637.14"
5-Mar-04,"1,662.10"
4-Mar-04,"1,668.87"
3-Mar-04,"1,661.81"
2-Mar-04,"1,687.28"
1-Mar-04,"1,689.76"
27-Feb-04,"1,675.07"
26-Feb-04,"1,654.90"
25-Feb-04,"1,647.38"
24-Feb-04,"1,682.30"
23-Feb-04,"1,681.65"
20-Feb-04,"1,721.75"
19-Feb-04,"1,717.02"
18-Feb-04,"1,717.10"
17-Feb-04,"1,703.77"
16-Feb-04,"1,696.83"
13-Feb-04,"1,658.54"
12-Feb-04,"1,663.83"
11-Feb-04,"1,677.76"
10-Feb-04,"1,691.01"
9-Feb-04,"1,703.53"
6-Feb-04,"1,679.19"
5-Feb-04,"1,693.43"
4-Feb-04,"1,685.16"
3-Feb-04,"1,649.28"
2-Feb-04,"1,623.88"
30-Jan-04,"1,590.73"
29-Jan-04,"1,628.84"
16-Jan-04,"1,600.42"
15-Jan-04,"1,586.49"
14-Jan-04,"1,592.42"
13-Jan-04,"1,612.68"
12-Jan-04,"1,618.52"
9-Jan-04,"1,581.47"
8-Jan-04,"1,610.13"
7-Jan-04,"1,587.20"
6-Jan-04,"1,574.52"
5-Jan-04,"1,568.35"
2-Jan-04,"1,517.19"
31-Dec-03,"1,497.04"
30-Dec-03,"1,511.69"
29-Dec-03,"1,496.43"
26-Dec-03,"1,514.78"
25-Dec-03,"1,512.60"
24-Dec-03,"1,513.83"
23-Dec-03,"1,500.64"
22-Dec-03,"1,492.96"
19-Dec-03,"1,446.29"
18-Dec-03,"1,457.30"
17-Dec-03,"1,453.99"
16-Dec-03,"1,466.34"
15-Dec-03,"1,470.36"
12-Dec-03,"1,470.79"
11-Dec-03,"1,470.02"
10-Dec-03,"1,469.42"
9-Dec-03,"1,443.37"
8-Dec-03,"1,436.66"
5-Dec-03,"1,451.12"
4-Dec-03,"1,452.81"
3-Dec-03,"1,445.03"
2-Dec-03,"1,435.31"
1-Dec-03,"1,432.70"
28-Nov-03,"1,397.22"
27-Nov-03,"1,389.10"
26-Nov-03,"1,411.91"
25-Nov-03,"1,408.41"
24-Nov-03,"1,404.01"
21-Nov-03,"1,361.56"
20-Nov-03,"1,376.51"
19-Nov-03,"1,338.87"
18-Nov-03,"1,316.56"
17-Nov-03,"1,328.10"
14-Nov-03,"1,331.05"
13-Nov-03,"1,319.61"
12-Nov-03,"1,317.79"
11-Nov-03,"1,343.62"
10-Nov-03,"1,340.10"
7-Nov-03,"1,335.20"
6-Nov-03,"1,356.79"
5-Nov-03,"1,385.11"
4-Nov-03,"1,389.55"
3-Nov-03,"1,364.06"
31-Oct-03,"1,348.30"
30-Oct-03,"1,344.63"
29-Oct-03,"1,361.49"
28-Oct-03,"1,369.33"
27-Oct-03,"1,369.46"
24-Oct-03,"1,381.83"
23-Oct-03,"1,386.65"
22-Oct-03,"1,398.01"
21-Oct-03,"1,364.30"
20-Oct-03,"1,359.50"
17-Oct-03,"1,370.58"
16-Oct-03,"1,365.51"
15-Oct-03,"1,383.10"
14-Oct-03,"1,388.17"
13-Oct-03,"1,399.66"
10-Oct-03,"1,404.01"
9-Oct-03,"1,369.17"
8-Oct-03,"1,371.68"
30-Sep-03,"1,367.16"
29-Sep-03,"1,355.34"
26-Sep-03,"1,370.84"
25-Sep-03,"1,376.29"
24-Sep-03,"1,394.23"
23-Sep-03,"1,390.17"
22-Sep-03,"1,381.44"
19-Sep-03,"1,391.37"
18-Sep-03,"1,390.48"
17-Sep-03,"1,389.82"
16-Sep-03,"1,406.10"
15-Sep-03,"1,397.54"
12-Sep-03,"1,409.16"
11-Sep-03,"1,423.96"
10-Sep-03,"1,423.18"
9-Sep-03,"1,420.07"
8-Sep-03,"1,425.73"
5-Sep-03,"1,431.53"
4-Sep-03,"1,447.42"
3-Sep-03,"1,447.85"
2-Sep-03,"1,446.51"
1-Sep-03,"1,449.82"
29-Aug-03,"1,421.98"
28-Aug-03,"1,415.69"
27-Aug-03,"1,425.36"
26-Aug-03,"1,425.21"
25-Aug-03,"1,422.18"
22-Aug-03,"1,438.88"
21-Aug-03,"1,441.09"
20-Aug-03,"1,441.66"
19-Aug-03,"1,449.71"
18-Aug-03,"1,445.09"
15-Aug-03,"1,450.20"
14-Aug-03,"1,455.90"
13-Aug-03,"1,465.83"
12-Aug-03,"1,479.28"
11-Aug-03,"1,474.41"
8-Aug-03,"1,471.27"
7-Aug-03,"1,487.37"
6-Aug-03,"1,486.25"
5-Aug-03,"1,494.31"
4-Aug-03,"1,494.37"
1-Aug-03,"1,476.97"
31-Jul-03,"1,476.74"
30-Jul-03,"1,479.65"
29-Jul-03,"1,477.30"
28-Jul-03,"1,470.39"
25-Jul-03,"1,477.65"
24-Jul-03,"1,493.45"
23-Jul-03,"1,502.15"
22-Jul-03,"1,498.48"
21-Jul-03,"1,495.88"
18-Jul-03,"1,507.16"
17-Jul-03,"1,539.36"
16-Jul-03,"1,529.49"
15-Jul-03,"1,525.44"
14-Jul-03,"1,521.41"
11-Jul-03,"1,528.85"
10-Jul-03,"1,531.93"
9-Jul-03,"1,503.31"
8-Jul-03,"1,512.02"
7-Jul-03,"1,501.48"
4-Jul-03,"1,502.35"
3-Jul-03,"1,504.44"
2-Jul-03,"1,499.68"
1-Jul-03,"1,484.70"
30-Jun-03,"1,486.02"
27-Jun-03,"1,497.05"
26-Jun-03,"1,515.38"
25-Jun-03,"1,502.08"
24-Jun-03,"1,512.43"
23-Jun-03,"1,511.37"
20-Jun-03,"1,529.47"
19-Jun-03,"1,538.75"
18-Jun-03,"1,553.88"
17-Jun-03,"1,557.17"
16-Jun-03,"1,559.70"
13-Jun-03,"1,566.77"
12-Jun-03,"1,562.11"
11-Jun-03,"1,565.84"
10-Jun-03,"1,538.76"
9-Jun-03,"1,530.21"
6-Jun-03,"1,538.92"
5-Jun-03,"1,556.25"
4-Jun-03,"1,574.11"
3-Jun-03,"1,562.24"
2-Jun-03,"1,576.53"
30-May-03,"1,576.26"
29-May-03,"1,568.16"
28-May-03,"1,551.81"
27-May-03,"1,568.34"
26-May-03,"1,569.51"
23-May-03,"1,560.95"
22-May-03,"1,546.11"
21-May-03,"1,533.48"
20-May-03,"1,535.52"
19-May-03,"1,555.45"
16-May-03,"1,554.45"
15-May-03,"1,555.29"
14-May-03,"1,522.92"
13-May-03,"1,485.31"
12-May-03,"1,531.87"
30-Apr-03,"1,521.44"
29-Apr-03,"1,509.31"
28-Apr-03,"1,537.69"
25-Apr-03,"1,487.15"
24-Apr-03,"1,503.59"
23-Apr-03,"1,541.96"
22-Apr-03,"1,568.69"
21-Apr-03,"1,571.71"
18-Apr-03,"1,603.08"
17-Apr-03,"1,613.60"
16-Apr-03,"1,606.24"
15-Apr-03,"1,631.47"
14-Apr-03,"1,616.07"
11-Apr-03,"1,576.86"
10-Apr-03,"1,551.18"
9-Apr-03,"1,543.67"
8-Apr-03,"1,520.55"
7-Apr-03,"1,515.13"
4-Apr-03,"1,521.13"
3-Apr-03,"1,511.73"
2-Apr-03,"1,521.32"
1-Apr-03,"1,522.55"
31-Mar-03,"1,510.58"
28-Mar-03,"1,491.94"
27-Mar-03,"1,499.35"
26-Mar-03,"1,456.27"
25-Mar-03,"1,462.40"
24-Mar-03,"1,477.77"
21-Mar-03,"1,474.66"
20-Mar-03,"1,464.54"
19-Mar-03,"1,469.96"
18-Mar-03,"1,459.89"
17-Mar-03,"1,469.27"
14-Mar-03,"1,466.04"
13-Mar-03,"1,464.65"
12-Mar-03,"1,475.01"
11-Mar-03,"1,469.55"
10-Mar-03,"1,468.92"
7-Mar-03,"1,493.09"
6-Mar-03,"1,498.34"
5-Mar-03,"1,517.18"
4-Mar-03,"1,524.30"
3-Mar-03,"1,525.48"
28-Feb-03,"1,511.93"
27-Feb-03,"1,513.70"
26-Feb-03,"1,513.17"
25-Feb-03,"1,511.28"
24-Feb-03,"1,481.94"
21-Feb-03,"1,478.87"
20-Feb-03,"1,509.49"
19-Feb-03,"1,510.80"
18-Feb-03,"1,496.47"
17-Feb-03,"1,496.52"
14-Feb-03,"1,510.95"
13-Feb-03,"1,504.34"
12-Feb-03,"1,510.67"
11-Feb-03,"1,492.76"
10-Feb-03,"1,480.17"
29-Jan-03,"1,499.82"
28-Jan-03,"1,500.64"
27-Jan-03,"1,496.16"
24-Jan-03,"1,479.07"
23-Jan-03,"1,450.62"
22-Jan-03,"1,460.53"
21-Jan-03,"1,454.89"
20-Jan-03,"1,482.68"
17-Jan-03,"1,478.67"
16-Jan-03,"1,485.62"
15-Jan-03,"1,459.92"
14-Jan-03,"1,466.85"
13-Jan-03,"1,386.31"
10-Jan-03,"1,384.86"
9-Jan-03,"1,397.38"
8-Jan-03,"1,372.07"
7-Jan-03,"1,332.06"
6-Jan-03,"1,334.68"
3-Jan-03,"1,319.87"
2-Jan-03,"1,320.63"
31-Dec-02,"1,357.65"
30-Dec-02,"1,366.36"
27-Dec-02,"1,382.97"
26-Dec-02,"1,384.15"
25-Dec-02,"1,421.52"
24-Dec-02,"1,430.83"
23-Dec-02,"1,430.20"
20-Dec-02,"1,427.94"
19-Dec-02,"1,413.60"
18-Dec-02,"1,411.72"
17-Dec-02,"1,416.10"
16-Dec-02,"1,408.52"
13-Dec-02,"1,396.90"
12-Dec-02,"1,383.91"
11-Dec-02,"1,379.19"
10-Dec-02,"1,383.84"
9-Dec-02,"1,400.87"
6-Dec-02,"1,405.53"
5-Dec-02,"1,404.88"
4-Dec-02,"1,414.45"
3-Dec-02,"1,408.84"
2-Dec-02,"1,395.67"
29-Nov-02,"1,434.18"
28-Nov-02,"1,417.53"
27-Nov-02,"1,378.75"
26-Nov-02,"1,371.17"
25-Nov-02,"1,398.44"
22-Nov-02,"1,395.50"
21-Nov-02,"1,390.63"
20-Nov-02,"1,425.84"
19-Nov-02,"1,462.17"
18-Nov-02,"1,451.29"
15-Nov-02,"1,463.69"
14-Nov-02,"1,460.80"
13-Nov-02,"1,490.46"
12-Nov-02,"1,485.91"
11-Nov-02,"1,504.40"
8-Nov-02,"1,522.19"
7-Nov-02,"1,554.24"
6-Nov-02,"1,552.56"
5-Nov-02,"1,558.24"
4-Nov-02,"1,531.84"
1-Nov-02,"1,510.76"
31-Oct-02,"1,507.50"
30-Oct-02,"1,509.71"
29-Oct-02,"1,510.88"
28-Oct-02,"1,502.72"
25-Oct-02,"1,520.31"
24-Oct-02,"1,536.52"
23-Oct-02,"1,548.96"
22-Oct-02,"1,548.10"
21-Oct-02,"1,524.92"
18-Oct-02,"1,519.54"
17-Oct-02,"1,513.10"
16-Oct-02,"1,537.39"
15-Oct-02,"1,524.73"
14-Oct-02,"1,531.68"
11-Oct-02,"1,524.05"
10-Oct-02,"1,530.41"
9-Oct-02,"1,535.37"
8-Oct-02,"1,562.99"
27-Sep-02,"1,581.62"
26-Sep-02,"1,587.65"
25-Sep-02,"1,597.84"
24-Sep-02,"1,596.73"
23-Sep-02,"1,602.59"
20-Sep-02,"1,604.91"
19-Sep-02,"1,619.35"
18-Sep-02,"1,594.58"
17-Sep-02,"1,604.88"
16-Sep-02,"1,604.08"
13-Sep-02,"1,625.76"
12-Sep-02,"1,624.56"
11-Sep-02,"1,620.36"
10-Sep-02,"1,625.11"
9-Sep-02,"1,621.58"
6-Sep-02,"1,631.38"
5-Sep-02,"1,641.81"
4-Sep-02,"1,663.97"
3-Sep-02,"1,674.07"
2-Sep-02,"1,668.77"
30-Aug-02,"1,666.62"
29-Aug-02,"1,667.32"
28-Aug-02,"1,676.77"
27-Aug-02,"1,679.69"
26-Aug-02,"1,670.68"
23-Aug-02,"1,683.21"
22-Aug-02,"1,686.11"
21-Aug-02,"1,673.55"
20-Aug-02,"1,671.35"
19-Aug-02,"1,644.30"
16-Aug-02,"1,646.79"
15-Aug-02,"1,634.37"
14-Aug-02,"1,646.72"
13-Aug-02,"1,636.63"
12-Aug-02,"1,634.57"
9-Aug-02,"1,647.05"
8-Aug-02,"1,659.80"
7-Aug-02,"1,668.07"
6-Aug-02,"1,670.62"
5-Aug-02,"1,653.96"
2-Aug-02,"1,661.87"
1-Aug-02,"1,653.01"
31-Jul-02,"1,651.59"
30-Jul-02,"1,669.00"
29-Jul-02,"1,665.67"
26-Jul-02,"1,657.50"
25-Jul-02,"1,665.11"
24-Jul-02,"1,672.40"
23-Jul-02,"1,673.86"
22-Jul-02,"1,681.01"
19-Jul-02,"1,713.86"
18-Jul-02,"1,704.91"
17-Jul-02,"1,701.72"
16-Jul-02,"1,691.62"
15-Jul-02,"1,687.94"
12-Jul-02,"1,698.30"
11-Jul-02,"1,696.94"
10-Jul-02,"1,701.82"
9-Jul-02,"1,729.99"
8-Jul-02,"1,732.93"
5-Jul-02,"1,722.19"
4-Jul-02,"1,713.13"
3-Jul-02,"1,730.92"
2-Jul-02,"1,724.95"
1-Jul-02,"1,713.70"
28-Jun-02,"1,732.76"
27-Jun-02,"1,723.55"
26-Jun-02,"1,712.91"
25-Jun-02,"1,706.59"
24-Jun-02,"1,707.31"
21-Jun-02,"1,562.72"
20-Jun-02,"1,516.15"
19-Jun-02,"1,507.67"
18-Jun-02,"1,524.07"
17-Jun-02,"1,496.24"
14-Jun-02,"1,494.25"
13-Jun-02,"1,511.71"
12-Jun-02,"1,524.84"
11-Jun-02,"1,530.96"
10-Jun-02,"1,517.23"
7-Jun-02,"1,529.51"
6-Jun-02,"1,521.26"
5-Jun-02,"1,462.00"
4-Jun-02,"1,490.51"
3-Jun-02,"1,483.35"
31-May-02,"1,515.73"
30-May-02,"1,523.52"
29-May-02,"1,524.81"
28-May-02,"1,558.52"
27-May-02,"1,555.05"
24-May-02,"1,549.47"
23-May-02,"1,571.61"
22-May-02,"1,564.49"
21-May-02,"1,588.11"
20-May-02,"1,541.53"
17-May-02,"1,567.50"
16-May-02,"1,549.50"
15-May-02,"1,598.35"
14-May-02,"1,616.23"
13-May-02,"1,623.94"
10-May-02,"1,638.20"
9-May-02,"1,650.58"
8-May-02,"1,652.37"
30-Apr-02,"1,667.75"
29-Apr-02,"1,665.81"
26-Apr-02,"1,640.59"
25-Apr-02,"1,615.92"
24-Apr-02,"1,611.05"
23-Apr-02,"1,624.55"
22-Apr-02,"1,627.48"
19-Apr-02,"1,635.17"
18-Apr-02,"1,628.14"
17-Apr-02,"1,644.39"
16-Apr-02,"1,640.29"
15-Apr-02,"1,649.50"
12-Apr-02,"1,658.98"
11-Apr-02,"1,649.53"
10-Apr-02,"1,677.66"
9-Apr-02,"1,667.52"
8-Apr-02,"1,640.65"
5-Apr-02,"1,634.64"
4-Apr-02,"1,641.70"
3-Apr-02,"1,594.51"
2-Apr-02,"1,582.88"
1-Apr-02,"1,608.51"
29-Mar-02,"1,603.90"
28-Mar-02,"1,650.67"
27-Mar-02,"1,654.23"
26-Mar-02,"1,649.48"
25-Mar-02,"1,675.29"
22-Mar-02,"1,669.69"
21-Mar-02,"1,685.02"
20-Mar-02,"1,682.51"
19-Mar-02,"1,665.36"
18-Mar-02,"1,623.88"
15-Mar-02,"1,620.98"
14-Mar-02,"1,665.15"
13-Mar-02,"1,623.43"
12-Mar-02,"1,643.69"
11-Mar-02,"1,664.09"
8-Mar-02,"1,640.26"
7-Mar-02,"1,613.00"
6-Mar-02,"1,569.21"
5-Mar-02,"1,560.08"
4-Mar-02,"1,526.80"
1-Mar-02,"1,502.54"
28-Feb-02,"1,524.70"
27-Feb-02,"1,538.32"
26-Feb-02,"1,531.43"
25-Feb-02,"1,530.28"
8-Feb-02,"1,506.62"
7-Feb-02,"1,515.39"
6-Feb-02,"1,485.80"
5-Feb-02,"1,518.28"
4-Feb-02,"1,511.33"
1-Feb-02,"1,485.77"
31-Jan-02,"1,491.66"
30-Jan-02,"1,396.61"
29-Jan-02,"1,392.78"
28-Jan-02,"1,359.55"
25-Jan-02,"1,451.48"
24-Jan-02,"1,456.40"
23-Jan-02,"1,444.96"
22-Jan-02,"1,358.69"
21-Jan-02,"1,366.97"
18-Jan-02,"1,415.44"
17-Jan-02,"1,419.52"
16-Jan-02,"1,479.62"
15-Jan-02,"1,459.65"
14-Jan-02,"1,485.11"
11-Jan-02,"1,535.59"
10-Jan-02,"1,576.44"
9-Jan-02,"1,561.35"
8-Jan-02,"1,583.46"
7-Jan-02,"1,596.76"
4-Jan-02,"1,611.39"
31-Dec-01,"1,645.97"
28-Dec-01,"1,639.48"
27-Dec-01,"1,627.92"
26-Dec-01,"1,633.64"
25-Dec-01,"1,611.17"
24-Dec-01,"1,606.10"
21-Dec-01,"1,640.14"
20-Dec-01,"1,631.54"
19-Dec-01,"1,672.70"
18-Dec-01,"1,687.29"
17-Dec-01,"1,665.94"
14-Dec-01,"1,675.51"
13-Dec-01,"1,688.01"
12-Dec-01,"1,715.17"
11-Dec-01,"1,728.88"
10-Dec-01,"1,748.68"
7-Dec-01,"1,745.41"
6-Dec-01,"1,751.18"
5-Dec-01,"1,745.23"
4-Dec-01,"1,769.68"
3-Dec-01,"1,762.56"
30-Nov-01,"1,747.99"
29-Nov-01,"1,732.30"
28-Nov-01,"1,735.00"
27-Nov-01,"1,722.59"
26-Nov-01,"1,705.88"
23-Nov-01,"1,712.56"
22-Nov-01,"1,715.81"
21-Nov-01,"1,705.66"
20-Nov-01,"1,699.73"
19-Nov-01,"1,669.89"
16-Nov-01,"1,646.76"
15-Nov-01,"1,621.34"
14-Nov-01,"1,617.10"
13-Nov-01,"1,615.93"
12-Nov-01,"1,621.19"
9-Nov-01,"1,630.36"
8-Nov-01,"1,605.87"
7-Nov-01,"1,594.05"
6-Nov-01,"1,671.28"
5-Nov-01,"1,679.57"
2-Nov-01,"1,691.35"
1-Nov-01,"1,707.75"
31-Oct-01,"1,689.17"
30-Oct-01,"1,682.77"
29-Oct-01,"1,700.48"
26-Oct-01,"1,677.88"
25-Oct-01,"1,676.50"
24-Oct-01,"1,718.06"
23-Oct-01,"1,670.56"
22-Oct-01,"1,520.67"
19-Oct-01,"1,572.45"
18-Oct-01,"1,615.58"
17-Oct-01,"1,643.07"
16-Oct-01,"1,655.90"
15-Oct-01,"1,687.28"
12-Oct-01,"1,691.33"
11-Oct-01,"1,638.33"
10-Oct-01,"1,686.61"
9-Oct-01,"1,744.64"
8-Oct-01,"1,726.53"
28-Sep-01,"1,764.87"
27-Sep-01,"1,764.93"
26-Sep-01,"1,767.81"
25-Sep-01,"1,793.88"
24-Sep-01,"1,794.96"
